chrom,mid
g__Collinsella,1.5
g__Collinsella,1.5
g__Collinsella,1.5
g__Collinsella,1.5
g__Collinsella,1.5
g__Collinsella,1.5
g__Collinsella,1.5
g__Collinsella,1.5
g__Collinsella,1.5
g__Kurthia,1.5
g__Leptotrichia,1.5
g__Anaerococcus,1.5
