,ratio,Comparison,Group,Cohort,Level
297,0.2959477144736129,lognormal_positive,CRC,ZellerG_2014,phylum
298,0.48165827268485156,exponential,CRC,ZellerG_2014,phylum
299,0.261965654834002,Weibull,CRC,ZellerG_2014,phylum
300,0.07022913733632175,lognormal_positive,CRC,ZellerG_2014,phylum
301,0.13574381936065058,exponential,CRC,ZellerG_2014,phylum
302,-0.06044028079497455,Weibull,CRC,ZellerG_2014,phylum
303,0.052738614579084575,lognormal_positive,control,ZellerG_2014,phylum
304,0.10003786130146901,exponential,control,ZellerG_2014,phylum
305,-0.07511781087036931,Weibull,control,ZellerG_2014,phylum
306,-0.8736078611907554,lognormal_positive,control,ZellerG_2014,phylum
307,-1.13729570596245,exponential,control,ZellerG_2014,phylum
308,-0.6718063559575335,Weibull,control,ZellerG_2014,phylum
309,0.12829309954806123,lognormal_positive,control,ZellerG_2014,phylum
310,0.6743615286240889,exponential,control,ZellerG_2014,phylum
311,0.40067331899624326,Weibull,control,ZellerG_2014,phylum
312,-0.33716465147008945,lognormal_positive,CRC,ZellerG_2014,phylum
313,-0.7090900558417264,exponential,CRC,ZellerG_2014,phylum
314,-0.43595468541492327,Weibull,CRC,ZellerG_2014,phylum
315,-0.8736078611907554,lognormal_positive,control,ZellerG_2014,phylum
316,-1.13729570596245,exponential,control,ZellerG_2014,phylum
317,-0.6718063559575335,Weibull,control,ZellerG_2014,phylum
318,0.7187095814753897,lognormal_positive,control,ZellerG_2014,phylum
319,1.8378598965520743,exponential,control,ZellerG_2014,phylum
320,1.7284010478937148,Weibull,control,ZellerG_2014,phylum
321,0.9248181057998117,lognormal_positive,control,ZellerG_2014,phylum
322,0.7093624044360081,exponential,control,ZellerG_2014,phylum
323,0.28434798701686187,Weibull,control,ZellerG_2014,phylum
324,-0.4074252439259948,lognormal_positive,control,ZellerG_2014,phylum
325,-0.7224585909661039,exponential,control,ZellerG_2014,phylum
326,-0.5322744006125302,Weibull,control,ZellerG_2014,phylum
327,0.5463625551804455,lognormal_positive,control,ZellerG_2014,phylum
328,1.316798516592312,exponential,control,ZellerG_2014,phylum
329,1.0495763414207484,Weibull,control,ZellerG_2014,phylum
330,0.4613811408254298,lognormal_positive,control,ZellerG_2014,phylum
331,0.48647731424402657,exponential,control,ZellerG_2014,phylum
332,0.03772408677313278,Weibull,control,ZellerG_2014,phylum
333,0.8495433303531512,lognormal_positive,CRC,ZellerG_2014,phylum
334,1.101534422041152,exponential,CRC,ZellerG_2014,phylum
335,0.8674625663275236,Weibull,CRC,ZellerG_2014,phylum
336,0.12829309954806123,lognormal_positive,CRC,ZellerG_2014,phylum
337,0.6743615286240889,exponential,CRC,ZellerG_2014,phylum
338,0.40067331899624326,Weibull,CRC,ZellerG_2014,phylum
339,-0.0738057970349969,lognormal_positive,CRC,YachidaS_2019,phylum
340,-0.17043969049116936,exponential,CRC,YachidaS_2019,phylum
341,-0.19033907101345526,Weibull,CRC,YachidaS_2019,phylum
342,0.43394159480011596,lognormal_positive,CRC,YachidaS_2019,phylum
343,0.5199185187723313,exponential,CRC,YachidaS_2019,phylum
344,-0.02494937773998601,Weibull,CRC,YachidaS_2019,phylum
345,0.4613811408254298,lognormal_positive,CRC,YachidaS_2019,phylum
346,0.48647731424402657,exponential,CRC,YachidaS_2019,phylum
347,0.03772408677313278,Weibull,CRC,YachidaS_2019,phylum
348,0.5014362262391061,lognormal_positive,control,YachidaS_2019,phylum
349,0.7474303568488982,exponential,control,YachidaS_2019,phylum
350,0.47301289616841313,Weibull,control,YachidaS_2019,phylum
351,-0.3086971918023165,lognormal_positive,CRC,YachidaS_2019,phylum
352,-0.32321168334418016,exponential,CRC,YachidaS_2019,phylum
353,-0.4238101908191986,Weibull,CRC,YachidaS_2019,phylum
354,0.13662942405456158,lognormal_positive,CRC,YachidaS_2019,phylum
355,0.34657777435372733,exponential,CRC,YachidaS_2019,phylum
356,0.05942708093178452,Weibull,CRC,YachidaS_2019,phylum
357,-0.8736078611907554,lognormal_positive,CRC,YachidaS_2019,phylum
358,-1.13729570596245,exponential,CRC,YachidaS_2019,phylum
359,-0.6718063559575335,Weibull,CRC,YachidaS_2019,phylum
360,0.1487340700133335,lognormal_positive,CRC,YachidaS_2019,phylum
361,1.1976267296535428,exponential,CRC,YachidaS_2019,phylum
362,0.7782895642281836,Weibull,CRC,YachidaS_2019,phylum
363,-0.14154485414567242,lognormal_positive,CRC,YachidaS_2019,phylum
364,-0.13630146205498042,exponential,CRC,YachidaS_2019,phylum
365,-0.29196585290915167,Weibull,CRC,YachidaS_2019,phylum
366,0.34840498236221373,lognormal_positive,CRC,YachidaS_2019,phylum
367,0.3077130495995757,exponential,CRC,YachidaS_2019,phylum
368,-0.05379865032828208,Weibull,CRC,YachidaS_2019,phylum
369,-0.33716465147008945,lognormal_positive,CRC,YachidaS_2019,phylum
370,-0.7090900558417264,exponential,CRC,YachidaS_2019,phylum
371,-0.43595468541492327,Weibull,CRC,YachidaS_2019,phylum
372,-0.48421846487210907,lognormal_positive,CRC,YachidaS_2019,phylum
373,-0.5517464055801387,exponential,CRC,YachidaS_2019,phylum
374,-0.5026210709648435,Weibull,CRC,YachidaS_2019,phylum
375,0.16845089928673607,lognormal_positive,control,YachidaS_2019,phylum
376,0.6978232755948106,exponential,control,YachidaS_2019,phylum
377,0.5209688709151544,Weibull,control,YachidaS_2019,phylum
378,-0.7180034914665093,lognormal_positive,control,YachidaS_2019,phylum
379,-1.0012535510493834,exponential,control,YachidaS_2019,phylum
380,-0.6423036571400966,Weibull,control,YachidaS_2019,phylum
381,0.12829309954806123,lognormal_positive,control,YachidaS_2019,phylum
382,0.6743615286240889,exponential,control,YachidaS_2019,phylum
383,0.40067331899624326,Weibull,control,YachidaS_2019,phylum
384,-0.0738057970349969,lognormal_positive,CRC,YachidaS_2019,phylum
385,-0.17043969049116936,exponential,CRC,YachidaS_2019,phylum
386,-0.19033907101345526,Weibull,CRC,YachidaS_2019,phylum
387,0.23292201950246616,lognormal_positive,control,YachidaS_2019,phylum
388,0.9282674994751635,exponential,control,YachidaS_2019,phylum
389,0.8668486597854747,Weibull,control,YachidaS_2019,phylum
390,-0.3086971918023165,lognormal_positive,control,YachidaS_2019,phylum
391,-0.32321168334418016,exponential,control,YachidaS_2019,phylum
392,-0.4238101908191986,Weibull,control,YachidaS_2019,phylum
393,-0.3086971918023165,lognormal_positive,control,YachidaS_2019,phylum
394,-0.32321168334418016,exponential,control,YachidaS_2019,phylum
395,-0.4238101908191986,Weibull,control,YachidaS_2019,phylum
396,0.1400070530873999,lognormal_positive,CRC,YachidaS_2019,phylum
397,0.5025048436212032,exponential,CRC,YachidaS_2019,phylum
398,0.3852259076019182,Weibull,CRC,YachidaS_2019,phylum
399,0.4613811408254298,lognormal_positive,CRC,YachidaS_2019,phylum
400,0.48647731424402657,exponential,CRC,YachidaS_2019,phylum
401,0.03772408677313278,Weibull,CRC,YachidaS_2019,phylum
402,-0.33716465147008945,lognormal_positive,CRC,YachidaS_2019,phylum
403,-0.7090900558417264,exponential,CRC,YachidaS_2019,phylum
404,-0.43595468541492327,Weibull,CRC,YachidaS_2019,phylum
405,0.0749544805001876,lognormal_positive,CRC,YachidaS_2019,phylum
406,0.6465200117539233,exponential,CRC,YachidaS_2019,phylum
407,0.5791853550673083,Weibull,CRC,YachidaS_2019,phylum
408,1.2930601557435386,lognormal_positive,CRC,YachidaS_2019,phylum
409,1.177413317997719,exponential,CRC,YachidaS_2019,phylum
410,0.5851741791720725,Weibull,CRC,YachidaS_2019,phylum
411,-0.0738057970349969,lognormal_positive,control,YachidaS_2019,phylum
412,-0.17043969049116936,exponential,control,YachidaS_2019,phylum
413,-0.19033907101345526,Weibull,control,YachidaS_2019,phylum
414,-0.14154485414567242,lognormal_positive,control,YachidaS_2019,phylum
415,-0.13630146205498042,exponential,control,YachidaS_2019,phylum
416,-0.29196585290915167,Weibull,control,YachidaS_2019,phylum
417,0.12829309954806123,lognormal_positive,control,YachidaS_2019,phylum
418,0.6743615286240889,exponential,control,YachidaS_2019,phylum
419,0.40067331899624326,Weibull,control,YachidaS_2019,phylum
420,-0.0738057970349969,lognormal_positive,control,YachidaS_2019,phylum
421,-0.17043969049116936,exponential,control,YachidaS_2019,phylum
422,-0.19033907101345526,Weibull,control,YachidaS_2019,phylum
