,Property,Value,Group,Cohort,Level,Origin
3196,assortativity,0.357,control,Time-series,phylum,0.357
3197,transitivity,0.0,control,Time-series,phylum,0.0
3198,algebraic_connectivity,0.319,control,Time-series,phylum,0.319
3199,density,-0.392,control,Time-series,phylum,-0.392
3200,assortativity,0.476,control,Time-series,phylum,0.476
3201,transitivity,0.0,control,Time-series,phylum,0.0
3202,algebraic_connectivity,0.586,control,Time-series,phylum,0.586
3203,density,-0.425,control,Time-series,phylum,-0.425
3204,assortativity,0.667,control,Cross-sectional,phylum,0.667
3205,transitivity,0.3,control,Cross-sectional,phylum,0.3
3206,algebraic_connectivity,0.631,control,Cross-sectional,phylum,0.631
3207,density,-0.341,control,Cross-sectional,phylum,-0.341
3208,assortativity,0.476,control,Cross-sectional,phylum,0.476
3209,transitivity,0.176,control,Cross-sectional,phylum,0.176
3210,algebraic_connectivity,1.0,control,Cross-sectional,phylum,1.0
3211,density,-0.64,control,Cross-sectional,phylum,-0.64
3212,assortativity,0.667,control,Time-series,phylum,0.667
3213,transitivity,0.4,control,Time-series,phylum,0.4
3214,algebraic_connectivity,1.0,control,Time-series,phylum,1.0
3215,density,-0.589,control,Time-series,phylum,-0.589
3216,assortativity,0.667,control,Cross-sectional,phylum,0.667
3217,transitivity,0.5,control,Cross-sectional,phylum,0.5
3218,algebraic_connectivity,0.631,control,Cross-sectional,phylum,0.631
3219,density,-0.114,control,Cross-sectional,phylum,-0.114
3220,assortativity,0.278,control,Time-series,phylum,0.278
3221,transitivity,0.231,control,Time-series,phylum,0.231
3222,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3223,density,-0.297,control,Time-series,phylum,-0.297
3224,assortativity,0.476,control,Time-series,phylum,0.476
3225,transitivity,0.4,control,Time-series,phylum,0.4
3226,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3227,density,-0.534,control,Time-series,phylum,-0.534
3228,assortativity,0.667,control,Time-series,phylum,0.667
3229,transitivity,0.429,control,Time-series,phylum,0.429
3230,algebraic_connectivity,0.764,control,Time-series,phylum,0.764
3231,density,-0.528,control,Time-series,phylum,-0.528
3232,assortativity,0.476,control,Time-series,phylum,0.476
3233,transitivity,0.214,control,Time-series,phylum,0.214
3234,algebraic_connectivity,0.596,control,Time-series,phylum,0.596
3235,density,-0.542,control,Time-series,phylum,-0.542
3236,assortativity,0.476,control,Time-series,phylum,0.476
3237,transitivity,0.214,control,Time-series,phylum,0.214
3238,algebraic_connectivity,0.596,control,Time-series,phylum,0.596
3239,density,-0.566,control,Time-series,phylum,-0.566
3240,assortativity,0.476,control,Time-series,phylum,0.476
3241,transitivity,0.214,control,Time-series,phylum,0.214
3242,algebraic_connectivity,0.596,control,Time-series,phylum,0.596
3243,density,-0.566,control,Time-series,phylum,-0.566
3244,assortativity,0.667,control,Time-series,phylum,0.667
3245,transitivity,0.462,control,Time-series,phylum,0.462
3246,algebraic_connectivity,0.697,control,Time-series,phylum,0.697
3247,density,-0.378,control,Time-series,phylum,-0.378
3248,assortativity,0.357,control,Time-series,phylum,0.357
3249,transitivity,0.0,control,Time-series,phylum,0.0
3250,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3251,density,-0.316,control,Time-series,phylum,-0.316
3252,assortativity,0.278,control,Time-series,phylum,0.278
3253,transitivity,0.0,control,Time-series,phylum,0.0
3254,algebraic_connectivity,0.282,control,Time-series,phylum,0.282
3255,density,-0.395,control,Time-series,phylum,-0.395
3256,assortativity,0.357,control,Time-series,phylum,0.357
3257,transitivity,0.4,control,Time-series,phylum,0.4
3258,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3259,density,-0.312,control,Time-series,phylum,-0.312
3260,assortativity,0.476,control,Cross-sectional,phylum,0.476
3261,transitivity,0.6,control,Cross-sectional,phylum,0.6
3262,algebraic_connectivity,0.0,control,Cross-sectional,phylum,0.0
3263,density,0.068,control,Cross-sectional,phylum,0.068
3264,assortativity,0.667,control,Time-series,phylum,0.667
3265,transitivity,0.462,control,Time-series,phylum,0.462
3266,algebraic_connectivity,0.697,control,Time-series,phylum,0.697
3267,density,-0.311,control,Time-series,phylum,-0.311
3268,assortativity,0.667,control,Time-series,phylum,0.667
3269,transitivity,0.462,control,Time-series,phylum,0.462
3270,algebraic_connectivity,0.697,control,Time-series,phylum,0.697
3271,density,-0.354,control,Time-series,phylum,-0.354
3272,assortativity,0.476,control,Time-series,phylum,0.476
3273,transitivity,0.0,control,Time-series,phylum,0.0
3274,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3275,density,-0.166,control,Time-series,phylum,-0.166
3276,assortativity,0.357,control,Time-series,phylum,0.357
3277,transitivity,0.429,control,Time-series,phylum,0.429
3278,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3279,density,0.257,control,Time-series,phylum,0.257
3280,assortativity,0.357,control,Time-series,phylum,0.357
3281,transitivity,0.0,control,Time-series,phylum,0.0
3282,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3283,density,0.492,control,Time-series,phylum,0.492
3284,assortativity,0.357,control,Time-series,phylum,0.357
3285,transitivity,0.25,control,Time-series,phylum,0.25
3286,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3287,density,-0.28,control,Time-series,phylum,-0.28
3288,assortativity,0.278,control,Time-series,phylum,0.278
3289,transitivity,0.0,control,Time-series,phylum,0.0
3290,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3291,density,0.332,control,Time-series,phylum,0.332
3292,assortativity,0.476,control,Time-series,phylum,0.476
3293,transitivity,0.545,control,Time-series,phylum,0.545
3294,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3295,density,0.05,control,Time-series,phylum,0.05
3296,assortativity,0.476,control,Time-series,phylum,0.476
3297,transitivity,0.0,control,Time-series,phylum,0.0
3298,algebraic_connectivity,0.322,control,Time-series,phylum,0.322
3299,density,-0.262,control,Time-series,phylum,-0.262
3300,assortativity,0.357,control,Time-series,phylum,0.357
3301,transitivity,0.375,control,Time-series,phylum,0.375
3302,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3303,density,-0.346,control,Time-series,phylum,-0.346
3304,assortativity,0.476,control,Cross-sectional,phylum,0.476
3305,transitivity,0.176,control,Cross-sectional,phylum,0.176
3306,algebraic_connectivity,1.0,control,Cross-sectional,phylum,1.0
3307,density,-0.64,control,Cross-sectional,phylum,-0.64
3308,assortativity,0.476,control,Time-series,phylum,0.476
3309,transitivity,0.5,control,Time-series,phylum,0.5
3310,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3311,density,-0.036,control,Time-series,phylum,-0.036
3312,assortativity,0.476,control,Time-series,phylum,0.476
3313,transitivity,0.6,control,Time-series,phylum,0.6
3314,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3315,density,0.059,control,Time-series,phylum,0.059
3316,assortativity,0.667,control,Time-series,phylum,0.667
3317,transitivity,0.3,control,Time-series,phylum,0.3
3318,algebraic_connectivity,0.631,control,Time-series,phylum,0.631
3319,density,-0.437,control,Time-series,phylum,-0.437
3320,assortativity,0.476,control,Time-series,phylum,0.476
3321,transitivity,0.0,control,Time-series,phylum,0.0
3322,algebraic_connectivity,0.398,control,Time-series,phylum,0.398
3323,density,-0.456,control,Time-series,phylum,-0.456
3324,assortativity,0.357,control,Cross-sectional,phylum,0.357
3325,transitivity,0.0,control,Cross-sectional,phylum,0.0
3326,algebraic_connectivity,0.452,control,Cross-sectional,phylum,0.452
3327,density,-0.62,control,Cross-sectional,phylum,-0.62
3328,assortativity,0.476,control,Cross-sectional,phylum,0.476
3329,transitivity,0.5,control,Cross-sectional,phylum,0.5
3330,algebraic_connectivity,0.0,control,Cross-sectional,phylum,0.0
3331,density,-0.224,control,Cross-sectional,phylum,-0.224
3332,assortativity,0.667,control,Cross-sectional,phylum,0.667
3333,transitivity,0.0,control,Cross-sectional,phylum,0.0
3334,algebraic_connectivity,0.657,control,Cross-sectional,phylum,0.657
3335,density,-0.32,control,Cross-sectional,phylum,-0.32
3336,assortativity,0.476,control,Time-series,phylum,0.476
3337,transitivity,0.429,control,Time-series,phylum,0.429
3338,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3339,density,-0.175,control,Time-series,phylum,-0.175
3340,assortativity,0.476,control,Time-series,phylum,0.476
3341,transitivity,0.0,control,Time-series,phylum,0.0
3342,algebraic_connectivity,0.398,control,Time-series,phylum,0.398
3343,density,-0.456,control,Time-series,phylum,-0.456
3344,assortativity,0.357,control,Time-series,phylum,0.357
3345,transitivity,0.0,control,Time-series,phylum,0.0
3346,algebraic_connectivity,0.254,control,Time-series,phylum,0.254
3347,density,-0.163,control,Time-series,phylum,-0.163
3348,assortativity,0.357,control,Time-series,phylum,0.357
3349,transitivity,0.3,control,Time-series,phylum,0.3
3350,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3351,density,-0.044,control,Time-series,phylum,-0.044
3352,assortativity,0.357,control,Time-series,phylum,0.357
3353,transitivity,0.375,control,Time-series,phylum,0.375
3354,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3355,density,0.046,control,Time-series,phylum,0.046
3356,assortativity,0.667,control,Time-series,phylum,0.667
3357,transitivity,0.4,control,Time-series,phylum,0.4
3358,algebraic_connectivity,1.0,control,Time-series,phylum,1.0
3359,density,-0.545,control,Time-series,phylum,-0.545
3360,assortativity,0.476,control,Cross-sectional,phylum,0.476
3361,transitivity,0.0,control,Cross-sectional,phylum,0.0
3362,algebraic_connectivity,1.0,control,Cross-sectional,phylum,1.0
3363,density,-0.651,control,Cross-sectional,phylum,-0.651
3364,assortativity,0.667,control,Time-series,phylum,0.667
3365,transitivity,0.3,control,Time-series,phylum,0.3
3366,algebraic_connectivity,0.631,control,Time-series,phylum,0.631
3367,density,-0.341,control,Time-series,phylum,-0.341
3368,assortativity,0.357,control,Time-series,phylum,0.357
3369,transitivity,0.0,control,Time-series,phylum,0.0
3370,algebraic_connectivity,0.374,control,Time-series,phylum,0.374
3371,density,-0.32,control,Time-series,phylum,-0.32
3372,assortativity,0.667,control,Time-series,phylum,0.667
3373,transitivity,0.429,control,Time-series,phylum,0.429
3374,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3375,density,0.041,control,Time-series,phylum,0.041
3376,assortativity,0.667,control,Time-series,phylum,0.667
3377,transitivity,0.3,control,Time-series,phylum,0.3
3378,algebraic_connectivity,0.631,control,Time-series,phylum,0.631
3379,density,-0.341,control,Time-series,phylum,-0.341
3380,assortativity,0.667,control,Time-series,phylum,0.667
3381,transitivity,0.429,control,Time-series,phylum,0.429
3382,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3383,density,0.041,control,Time-series,phylum,0.041
3384,assortativity,0.667,control,Time-series,phylum,0.667
3385,transitivity,0.375,control,Time-series,phylum,0.375
3386,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3387,density,-0.221,control,Time-series,phylum,-0.221
3388,assortativity,0.357,control,Time-series,phylum,0.357
3389,transitivity,0.0,control,Time-series,phylum,0.0
3390,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3391,density,0.091,control,Time-series,phylum,0.091
3392,assortativity,0.667,control,Time-series,phylum,0.667
3393,transitivity,0.429,control,Time-series,phylum,0.429
3394,algebraic_connectivity,0.764,control,Time-series,phylum,0.764
3395,density,-0.497,control,Time-series,phylum,-0.497
3396,assortativity,1.0,control,Time-series,phylum,1.0
3397,transitivity,0.6,control,Time-series,phylum,0.6
3398,algebraic_connectivity,0.83,control,Time-series,phylum,0.83
3399,density,-0.114,control,Time-series,phylum,-0.114
3400,assortativity,0.667,control,Time-series,phylum,0.667
3401,transitivity,0.3,control,Time-series,phylum,0.3
3402,algebraic_connectivity,0.631,control,Time-series,phylum,0.631
3403,density,-0.341,control,Time-series,phylum,-0.341
3404,assortativity,0.476,control,Cross-sectional,phylum,0.476
3405,transitivity,0.375,control,Cross-sectional,phylum,0.375
3406,algebraic_connectivity,0.466,control,Cross-sectional,phylum,0.466
3407,density,-0.352,control,Cross-sectional,phylum,-0.352
3408,assortativity,0.476,control,Time-series,phylum,0.476
3409,transitivity,0.25,control,Time-series,phylum,0.25
3410,algebraic_connectivity,0.609,control,Time-series,phylum,0.609
3411,density,-0.214,control,Time-series,phylum,-0.214
3412,assortativity,0.476,control,Time-series,phylum,0.476
3413,transitivity,0.25,control,Time-series,phylum,0.25
3414,algebraic_connectivity,0.609,control,Time-series,phylum,0.609
3415,density,-0.429,control,Time-series,phylum,-0.429
3416,assortativity,0.357,control,Time-series,phylum,0.357
3417,transitivity,0.4,control,Time-series,phylum,0.4
3418,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3419,density,-0.312,control,Time-series,phylum,-0.312
3420,assortativity,0.357,control,Time-series,phylum,0.357
3421,transitivity,0.158,control,Time-series,phylum,0.158
3422,algebraic_connectivity,0.574,control,Time-series,phylum,0.574
3423,density,-0.567,control,Time-series,phylum,-0.567
3424,assortativity,0.357,control,Time-series,phylum,0.357
3425,transitivity,0.273,control,Time-series,phylum,0.273
3426,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3427,density,-0.217,control,Time-series,phylum,-0.217
3428,assortativity,0.476,control,Time-series,phylum,0.476
3429,transitivity,0.25,control,Time-series,phylum,0.25
3430,algebraic_connectivity,0.609,control,Time-series,phylum,0.609
3431,density,-0.429,control,Time-series,phylum,-0.429
3432,assortativity,0.667,control,Time-series,phylum,0.667
3433,transitivity,0.4,control,Time-series,phylum,0.4
3434,algebraic_connectivity,1.0,control,Time-series,phylum,1.0
3435,density,-0.408,control,Time-series,phylum,-0.408
3436,assortativity,0.667,control,Time-series,phylum,0.667
3437,transitivity,0.3,control,Time-series,phylum,0.3
3438,algebraic_connectivity,0.631,control,Time-series,phylum,0.631
3439,density,-0.341,control,Time-series,phylum,-0.341
3440,assortativity,0.667,control,Time-series,phylum,0.667
3441,transitivity,0.333,control,Time-series,phylum,0.333
3442,algebraic_connectivity,0.697,control,Time-series,phylum,0.697
3443,density,-0.161,control,Time-series,phylum,-0.161
3444,assortativity,0.476,control,Time-series,phylum,0.476
3445,transitivity,0.353,control,Time-series,phylum,0.353
3446,algebraic_connectivity,0.647,control,Time-series,phylum,0.647
3447,density,-0.426,control,Time-series,phylum,-0.426
3448,assortativity,0.476,control,Cross-sectional,phylum,0.476
3449,transitivity,0.231,control,Cross-sectional,phylum,0.231
3450,algebraic_connectivity,0.551,control,Cross-sectional,phylum,0.551
3451,density,-0.536,control,Cross-sectional,phylum,-0.536
3452,assortativity,1.0,control,Cross-sectional,phylum,1.0
3453,transitivity,0.6,control,Cross-sectional,phylum,0.6
3454,algebraic_connectivity,1.0,control,Cross-sectional,phylum,1.0
3455,density,-0.243,control,Cross-sectional,phylum,-0.243
3456,assortativity,0.357,control,Cross-sectional,phylum,0.357
3457,transitivity,0.3,control,Cross-sectional,phylum,0.3
3458,algebraic_connectivity,0.0,control,Cross-sectional,phylum,0.0
3459,density,-0.044,control,Cross-sectional,phylum,-0.044
3460,assortativity,0.476,control,Cross-sectional,phylum,0.476
3461,transitivity,0.0,control,Cross-sectional,phylum,0.0
3462,algebraic_connectivity,0.0,control,Cross-sectional,phylum,0.0
3463,density,-0.324,control,Cross-sectional,phylum,-0.324
3464,assortativity,0.667,control,Cross-sectional,phylum,0.667
3465,transitivity,0.375,control,Cross-sectional,phylum,0.375
3466,algebraic_connectivity,0.0,control,Cross-sectional,phylum,0.0
3467,density,-0.221,control,Cross-sectional,phylum,-0.221
3468,assortativity,0.476,control,Cross-sectional,phylum,0.476
3469,transitivity,0.0,control,Cross-sectional,phylum,0.0
3470,algebraic_connectivity,1.0,control,Cross-sectional,phylum,1.0
3471,density,-0.651,control,Cross-sectional,phylum,-0.651
3472,assortativity,0.667,control,Cross-sectional,phylum,0.667
3473,transitivity,0.6,control,Cross-sectional,phylum,0.6
3474,algebraic_connectivity,0.0,control,Cross-sectional,phylum,0.0
3475,density,0.0,control,Cross-sectional,phylum,0.0
3476,assortativity,0.667,control,Cross-sectional,phylum,0.667
3477,transitivity,0.375,control,Cross-sectional,phylum,0.375
3478,algebraic_connectivity,0.0,control,Cross-sectional,phylum,0.0
3479,density,-0.221,control,Cross-sectional,phylum,-0.221
3480,assortativity,0.278,control,Cross-sectional,phylum,0.278
3481,transitivity,0.429,control,Cross-sectional,phylum,0.429
3482,algebraic_connectivity,0.0,control,Cross-sectional,phylum,0.0
3483,density,-0.018,control,Cross-sectional,phylum,-0.018
3484,assortativity,0.476,control,Cross-sectional,phylum,0.476
3485,transitivity,0.214,control,Cross-sectional,phylum,0.214
3486,algebraic_connectivity,0.596,control,Cross-sectional,phylum,0.596
3487,density,-0.542,control,Cross-sectional,phylum,-0.542
3488,assortativity,0.476,control,Cross-sectional,phylum,0.476
3489,transitivity,0.3,control,Cross-sectional,phylum,0.3
3490,algebraic_connectivity,1.0,control,Cross-sectional,phylum,1.0
3491,density,-0.592,control,Cross-sectional,phylum,-0.592
3492,assortativity,0.667,control,Cross-sectional,phylum,0.667
3493,transitivity,0.462,control,Cross-sectional,phylum,0.462
3494,algebraic_connectivity,0.764,control,Cross-sectional,phylum,0.764
3495,density,-0.267,control,Cross-sectional,phylum,-0.267
3496,assortativity,0.476,control,Cross-sectional,phylum,0.476
3497,transitivity,0.0,control,Cross-sectional,phylum,0.0
3498,algebraic_connectivity,0.382,control,Cross-sectional,phylum,0.382
3499,density,-0.39,control,Cross-sectional,phylum,-0.39
3500,assortativity,0.278,control,Cross-sectional,phylum,0.278
3501,transitivity,0.0,control,Cross-sectional,phylum,0.0
3502,algebraic_connectivity,0.0,control,Cross-sectional,phylum,0.0
3503,density,-0.465,control,Cross-sectional,phylum,-0.465
3504,assortativity,0.476,control,Cross-sectional,phylum,0.476
3505,transitivity,0.0,control,Cross-sectional,phylum,0.0
3506,algebraic_connectivity,0.398,control,Cross-sectional,phylum,0.398
3507,density,-0.456,control,Cross-sectional,phylum,-0.456
3508,assortativity,0.357,control,Cross-sectional,phylum,0.357
3509,transitivity,0.0,control,Cross-sectional,phylum,0.0
3510,algebraic_connectivity,0.452,control,Cross-sectional,phylum,0.452
3511,density,-0.62,control,Cross-sectional,phylum,-0.62
3512,assortativity,0.278,control,Time-series,phylum,0.278
3513,transitivity,0.0,control,Time-series,phylum,0.0
3514,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3515,density,-0.647,control,Time-series,phylum,-0.647
3516,assortativity,0.667,control,Time-series,phylum,0.667
3517,transitivity,0.0,control,Time-series,phylum,0.0
3518,algebraic_connectivity,0.268,control,Time-series,phylum,0.268
3519,density,-0.071,control,Time-series,phylum,-0.071
3520,assortativity,0.476,control,Time-series,phylum,0.476
3521,transitivity,0.176,control,Time-series,phylum,0.176
3522,algebraic_connectivity,1.0,control,Time-series,phylum,1.0
3523,density,-0.64,control,Time-series,phylum,-0.64
3524,assortativity,0.278,control,Time-series,phylum,0.278
3525,transitivity,0.0,control,Time-series,phylum,0.0
3526,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3527,density,-0.465,control,Time-series,phylum,-0.465
3528,assortativity,0.278,control,Time-series,phylum,0.278
3529,transitivity,0.25,control,Time-series,phylum,0.25
3530,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3531,density,-0.256,control,Time-series,phylum,-0.256
3532,assortativity,0.667,control,Time-series,phylum,0.667
3533,transitivity,0.462,control,Time-series,phylum,0.462
3534,algebraic_connectivity,0.697,control,Time-series,phylum,0.697
3535,density,-0.378,control,Time-series,phylum,-0.378
