,CRC,control,Pvalue
430,0.05303030303030303,0.0855614973262032,0.07498281976530417
431,0.04040404040404041,0.06951871657754011,0.07564902492992256
432,0.07323232323232323,0.10962566844919786,0.07938876239625478
433,0.04292929292929293,0.07219251336898395,0.08065065826710834
434,0.022727272727272728,0.045454545454545456,0.08126750952162042
435,0.022727272727272728,0.045454545454545456,0.08126750952162042
436,0.09848484848484848,0.13903743315508021,0.08172684714133321
437,0.05808080808080808,0.09090909090909091,0.08230008934803011
438,0.18686868686868688,0.23796791443850268,0.08301285135181227
439,0.03282828282828283,0.058823529411764705,0.08376990959831171
440,0.03282828282828283,0.058823529411764705,0.08376990959831171
441,0.07828282828282829,0.11497326203208556,0.08452038490151306
442,0.1388888888888889,0.18449197860962566,0.08556137327832741
443,0.22474747474747475,0.27807486631016043,0.08815710895006386
444,0.03535353535353535,0.06149732620320856,0.09031221349355367
445,0.03535353535353535,0.06149732620320856,0.09031221349355367
446,0.08585858585858586,0.12299465240641712,0.09169384713311302
447,0.08838383838383838,0.12566844919786097,0.09394818140104785
448,0.03787878787878788,0.06417112299465241,0.09663391986647557
449,0.17676767676767677,0.22459893048128343,0.09750112275482208
450,0.09343434343434344,0.13101604278074866,0.09825743147026637
451,0.027777777777777776,0.05080213903743316,0.0992179405177175
452,0.027777777777777776,0.05080213903743316,0.0992179405177175
453,0.12878787878787878,0.1711229946524064,0.09978042344549459
454,0.10606060606060606,0.07219251336898395,0.10035976920614272
455,0.07323232323232323,0.10695187165775401,0.10185970182556171
456,0.13383838383838384,0.17647058823529413,0.10218022934483316
457,0.13636363636363635,0.17914438502673796,0.10332073945752995
458,0.09595959595959595,0.06417112299465241,0.10547561753101883
459,0.10353535353535354,0.14171122994652408,0.10611029915031907
460,0.04292929292929293,0.06951871657754011,0.10860060039092093
461,0.08080808080808081,0.11497326203208556,0.1103341568316828
462,0.08080808080808081,0.11497326203208556,0.1103341568316828
463,0.08333333333333333,0.11764705882352941,0.11297651356490257
464,0.045454545454545456,0.07219251336898395,0.1142461015621996
465,0.06313131313131314,0.09358288770053476,0.11544515374414502
466,0.06313131313131314,0.09358288770053476,0.11544515374414502
467,0.03282828282828283,0.05614973262032086,0.11574459532602056
468,0.03282828282828283,0.05614973262032086,0.11574459532602056
469,0.022727272727272728,0.0427807486631016,0.11696896760868354
470,0.022727272727272728,0.0427807486631016,0.11696896760868354
471,0.022727272727272728,0.0427807486631016,0.11696896760868354
472,0.08838383838383838,0.12299465240641712,0.11799965369760189
473,0.12373737373737374,0.16310160427807488,0.11903087265457539
474,0.12373737373737374,0.16310160427807488,0.11903087265457539
475,0.06565656565656566,0.0962566844919786,0.11915339762377877
476,0.09090909090909091,0.12566844919786097,0.12038463109645077
477,0.09343434343434344,0.12834224598930483,0.1226880311376847
478,0.050505050505050504,0.07754010695187166,0.12487820470538445
479,0.05808080808080808,0.034759358288770054,0.12585489062058888
480,0.0707070707070707,0.10160427807486631,0.12617273644578686
481,0.025252525252525252,0.045454545454545456,0.12809229642528358
482,0.025252525252525252,0.045454545454545456,0.12809229642528358
483,0.14393939393939395,0.18449197860962566,0.12875650278631776
484,0.05303030303030303,0.08021390374331551,0.1298753451683268
485,0.05303030303030303,0.08021390374331551,0.1298753451683268
486,0.03787878787878788,0.06149732620320856,0.13082071442710794
487,0.03787878787878788,0.06149732620320856,0.13082071442710794
488,0.10353535353535354,0.13903743315508021,0.13112772147381768
489,0.10606060606060606,0.14171122994652408,0.13305440322617085
490,0.3409090909090909,0.393048128342246,0.13367918017077032
491,0.07828282828282829,0.10962566844919786,0.13576349058391332
492,0.0707070707070707,0.045454545454545456,0.13579718581239303
493,0.027777777777777776,0.0481283422459893,0.13859226510003428
494,0.027777777777777776,0.0481283422459893,0.13859226510003428
495,0.08080808080808081,0.11229946524064172,0.13872504310433553
496,0.08080808080808081,0.11229946524064172,0.13872504310433553
497,0.17676767676767677,0.2192513368983957,0.13912642984666512
498,0.05808080808080808,0.0855614973262032,0.13926327907894068
499,0.06060606060606061,0.08823529411764706,0.1436677041262548
500,0.2474747474747475,0.29411764705882354,0.1454778646237337
501,0.030303030303030304,0.05080213903743316,0.14848820635223317
502,0.06313131313131314,0.040106951871657755,0.15056892606437117
503,0.045454545454545456,0.06951871657754011,0.15086451872530332
504,0.09343434343434344,0.12566844919786097,0.15193015110243552
505,0.06565656565656566,0.09358288770053476,0.15193227758244274
506,0.09595959595959595,0.12834224598930483,0.15427459544859928
507,0.06818181818181818,0.0962566844919786,0.1558062237062865
508,0.3333333333333333,0.38235294117647056,0.15627523657187983
509,0.047979797979797977,0.07219251336898395,0.15691157472248685
510,0.03282828282828283,0.053475935828877004,0.1578065763136588
511,0.03282828282828283,0.053475935828877004,0.1578065763136588
512,0.03282828282828283,0.053475935828877004,0.1578065763136588
513,0.0707070707070707,0.09893048128342247,0.15951692045936283
514,0.10353535353535354,0.13636363636363635,0.16077199770594208
515,0.07575757575757576,0.10427807486631016,0.1664743804822998
516,0.03535353535353535,0.05614973262032086,0.16657739258289472
517,0.03535353535353535,0.05614973262032086,0.16657739258289472
518,0.03535353535353535,0.05614973262032086,0.16657739258289472
519,0.11868686868686869,0.08823529411764706,0.16669582751960021
520,0.8055555555555556,0.7647058823529411,0.16771911953041307
521,0.2601010101010101,0.3048128342245989,0.16843678114685678
522,0.21717171717171718,0.25935828877005346,0.16961855471800036
523,0.07828282828282829,0.10695187165775401,0.16973350540073584
524,0.05555555555555555,0.08021390374331551,0.1733457647848594
525,0.03787878787878788,0.058823529411764705,0.17483200062160165
526,0.025252525252525252,0.0427807486631016,0.17880357409935843
527,0.025252525252525252,0.0427807486631016,0.17880357409935843
528,0.025252525252525252,0.0427807486631016,0.17880357409935843
529,0.025252525252525252,0.0427807486631016,0.17880357409935843
530,0.05808080808080808,0.0374331550802139,0.1810307770416414
531,0.04040404040404041,0.06149732620320856,0.18260169282428518
532,0.5732323232323232,0.6203208556149733,0.1835573588844136
533,0.06313131313131314,0.08823529411764706,0.1875006681491388
534,0.027777777777777776,0.045454545454545456,0.19077648921162793
535,0.06565656565656566,0.09090909090909091,0.1917701479768441
536,0.06565656565656566,0.09090909090909091,0.1917701479768441
537,0.27525252525252525,0.3181818181818182,0.19255375893363513
538,0.10101010101010101,0.13101604278074866,0.1934530692415921
539,0.12878787878787878,0.09893048128342247,0.19347436566505283
540,0.1893939393939394,0.22727272727272727,0.19576213910126494
541,0.045454545454545456,0.06684491978609626,0.1968065948300749
542,0.045454545454545456,0.06684491978609626,0.1968065948300749
543,0.10858585858585859,0.13903743315508021,0.19947172244188138
544,0.030303030303030304,0.0481283422459893,0.2018599687165673
545,0.11363636363636363,0.1443850267379679,0.20304907490773338
546,0.047979797979797977,0.06951871657754011,0.20329827625725772
547,0.11868686868686869,0.1497326203208556,0.20630767255909965
548,0.03282828282828283,0.05080213903743316,0.21212904267343446
549,0.6313131313131313,0.6737967914438503,0.21649904498580907
550,0.37626262626262624,0.4197860962566845,0.2177665344864772
551,0.05555555555555555,0.07754010695187166,0.22063351814222276
552,0.03535353535353535,0.053475935828877004,0.2216534926699819
553,0.03535353535353535,0.053475935828877004,0.2216534926699819
554,0.03535353535353535,0.053475935828877004,0.2216534926699819
555,0.08838383838383838,0.11497326203208556,0.22205496065374886
556,0.15656565656565657,0.18983957219251338,0.2225639479800946
557,0.15656565656565657,0.18983957219251338,0.2225639479800946
558,0.04292929292929293,0.026737967914438502,0.2226654293952477
559,0.25,0.2887700534759358,0.22559214869986766
560,0.03787878787878788,0.05614973262032086,0.230497263315249
561,0.06060606060606061,0.08288770053475936,0.23062613001214438
562,0.06060606060606061,0.08288770053475936,0.23062613001214438
563,0.12626262626262627,0.09893048128342247,0.2315763932720244
564,0.10353535353535354,0.13101604278074866,0.23593825933848256
565,0.10606060606060606,0.13368983957219252,0.23787217925361703
566,0.6085858585858586,0.6497326203208557,0.2379750910318248
567,0.04040404040404041,0.058823529411764705,0.2387184433776086
568,0.045454545454545456,0.029411764705882353,0.24303194705346698
569,0.11363636363636363,0.14171122994652408,0.2431113302932606
570,0.06818181818181818,0.09090909090909091,0.24363804571197056
571,0.025252525252525252,0.040106951871657755,0.24561510709784418
572,0.04292929292929293,0.06149732620320856,0.24636954008690515
573,0.07323232323232323,0.0962566844919786,0.2511719270036905
574,0.4217171717171717,0.4625668449197861,0.25430289901649805
575,0.07575757575757576,0.09893048128342247,0.2546356566960507
576,0.3560606060606061,0.39572192513368987,0.25635072952442006
577,0.14393939393939395,0.17379679144385027,0.25721100760294335
578,0.07828282828282829,0.10160427807486631,0.2579123901450854
579,0.027777777777777776,0.0427807486631016,0.25850516687715797
580,0.027777777777777776,0.0427807486631016,0.25850516687715797
581,0.027777777777777776,0.0427807486631016,0.25850516687715797
582,0.047979797979797977,0.06684491978609626,0.260146125106429
583,0.047979797979797977,0.03208556149732621,0.2626251718781005
584,0.047979797979797977,0.03208556149732621,0.2626251718781005
585,0.050505050505050504,0.06951871657754011,0.26635262957646255
586,0.050505050505050504,0.06951871657754011,0.26635262957646255
587,0.030303030303030304,0.045454545454545456,0.27021970756568103
588,0.03282828282828283,0.0481283422459893,0.2808940143868458
589,0.03282828282828283,0.0481283422459893,0.2808940143868458
590,0.03282828282828283,0.0481283422459893,0.2808940143868458
591,0.03282828282828283,0.0481283422459893,0.2808940143868458
592,0.8358585858585859,0.8636363636363636,0.28191800945376866
593,0.10858585858585859,0.13368983957219252,0.28578089819887065
594,0.06060606060606061,0.08021390374331551,0.28740440053469973
595,0.03535353535353535,0.05080213903743316,0.290644615918741
596,0.03535353535353535,0.05080213903743316,0.290644615918741
597,0.03535353535353535,0.05080213903743316,0.290644615918741
598,0.11868686868686869,0.1443850267379679,0.29152728162773467
599,0.11868686868686869,0.1443850267379679,0.29152728162773467
600,0.04040404040404041,0.026737967914438502,0.2945927632600106
601,0.41919191919191917,0.38235294117647056,0.29765962323041684
602,0.33585858585858586,0.3716577540106952,0.299335591613329
603,0.05303030303030303,0.0374331550802139,0.2995719861076833
604,0.0707070707070707,0.09090909090909091,0.3036262643235401
605,0.16666666666666666,0.19518716577540107,0.3041884849372969
606,0.09848484848484848,0.07754010695187166,0.30643826910383953
607,0.04040404040404041,0.05614973262032086,0.30776295942005394
608,0.06818181818181818,0.05080213903743316,0.3096542794501914
609,0.08333333333333333,0.06417112299465241,0.3105616246735543
610,0.05555555555555555,0.040106951871657755,0.3169839117136163
611,0.04292929292929293,0.029411764705882353,0.31714793338645675
612,0.08585858585858586,0.10695187165775401,0.32139852532779456
613,0.08585858585858586,0.06684491978609626,0.32199342307803347
614,0.10101010101010101,0.12299465240641712,0.33351395994370225
615,0.050505050505050504,0.06684491978609626,0.3345302649367191
616,0.10353535353535354,0.12566844919786097,0.3351063982603675
617,0.10353535353535354,0.12566844919786097,0.3351063982603675
618,0.10606060606060606,0.12834224598930483,0.33659334209340586
619,0.045454545454545456,0.03208556149732621,0.33852594112300827
620,0.05303030303030303,0.06951871657754011,0.33999346135668895
621,0.3888888888888889,0.42245989304812837,0.3433459595724466
622,0.027777777777777776,0.040106951871657755,0.34439481688816775
623,0.12878787878787878,0.15240641711229946,0.34598871100026396
624,0.31565656565656564,0.34759358288770054,0.34705376377726604
625,0.13636363636363635,0.16042780748663102,0.34781326693991677
626,0.18434343434343434,0.21122994652406418,0.3492952996516654
627,0.030303030303030304,0.0427807486631016,0.35582555977568053
628,0.030303030303030304,0.0427807486631016,0.35582555977568053
629,0.030303030303030304,0.0427807486631016,0.35582555977568053
630,0.06565656565656566,0.08288770053475936,0.36186466542046347
631,0.03282828282828283,0.045454545454545456,0.3660570342108861
632,0.07323232323232323,0.09090909090909091,0.37157960474620755
633,0.07575757575757576,0.09358288770053476,0.374370306320876
634,0.050505050505050504,0.0374331550802139,0.37809110889579667
635,0.050505050505050504,0.0374331550802139,0.37809110889579667
636,0.06565656565656566,0.05080213903743316,0.38034387830754435
637,0.10101010101010101,0.08288770053475936,0.38548956273198
638,0.08838383838383838,0.10695187165775401,0.385600285709493
639,0.08333333333333333,0.06684491978609626,0.3867354534295173
640,0.09343434343434344,0.11229946524064172,0.3890251201973973
641,0.04040404040404041,0.053475935828877004,0.3910297191548392
642,0.1994949494949495,0.22459893048128343,0.3944921674890729
643,0.19444444444444445,0.2192513368983957,0.39580096100755124
644,0.1919191919191919,0.21657754010695188,0.39642090557921905
645,0.04292929292929293,0.05614973262032086,0.3978212469468533
646,0.04292929292929293,0.05614973262032086,0.3978212469468533
647,0.17929292929292928,0.20320855614973263,0.39914654741251343
648,0.15656565656565657,0.17914438502673796,0.4021951314942067
649,0.10606060606060606,0.08823529411764706,0.40489759250535284
650,0.0707070707070707,0.05614973262032086,0.40871634151884606
651,0.047979797979797977,0.06149732620320856,0.4096060548573859
