,Property,Value,Group,Cohort,Level
10491,assortativity,-0.6020324840909824,CRC,YuJ_2015,order
10492,Node,33.0,CRC,YuJ_2015,order
10493,Edge,154.0,CRC,YuJ_2015,order
10494,density,0.22664199814986125,control,YuJ_2015,order
10495,transitivity,0.4884979702300406,control,YuJ_2015,order
10496,algebraic_connectivity,0.9111410506008734,control,YuJ_2015,order
10497,assortativity,-0.5644940793187658,control,YuJ_2015,order
10498,Node,47.0,control,YuJ_2015,order
10499,Edge,245.0,control,YuJ_2015,order
10500,density,0.221505376344086,CRC,YuJ_2015,order
10501,transitivity,0.36507936507936506,CRC,YuJ_2015,order
10502,algebraic_connectivity,1.0000000000000178,CRC,YuJ_2015,order
10503,assortativity,-0.5716092347482121,CRC,YuJ_2015,order
10504,Node,31.0,CRC,YuJ_2015,order
10505,Edge,103.0,CRC,YuJ_2015,order
10506,density,0.18620689655172415,CRC,YuJ_2015,order
10507,transitivity,0.3247422680412371,CRC,YuJ_2015,order
10508,algebraic_connectivity,0.26958350643410955,CRC,YuJ_2015,order
10509,assortativity,-0.3662310088875543,CRC,YuJ_2015,order
10510,Node,30.0,CRC,YuJ_2015,order
10511,Edge,81.0,CRC,YuJ_2015,order
10512,density,0.16923076923076924,CRC,YuJ_2015,order
10513,transitivity,0.3302752293577982,CRC,YuJ_2015,order
10514,algebraic_connectivity,0.37481900542565094,CRC,YuJ_2015,order
10515,assortativity,-0.48282642319951374,CRC,YuJ_2015,order
10516,Node,26.0,CRC,YuJ_2015,order
10517,Edge,55.0,CRC,YuJ_2015,order
10518,density,0.28695652173913044,control,YuJ_2015,order
10519,transitivity,0.6100478468899522,control,YuJ_2015,order
10520,algebraic_connectivity,0.9345630640194825,control,YuJ_2015,order
10521,assortativity,-0.5450058123236018,control,YuJ_2015,order
10522,Node,46.0,control,YuJ_2015,order
10523,Edge,297.0,control,YuJ_2015,order
10524,density,0.26881720430107525,CRC,YuJ_2015,order
10525,transitivity,0.5168700646087581,CRC,YuJ_2015,order
10526,algebraic_connectivity,0.8881229884343853,CRC,YuJ_2015,order
10527,assortativity,-0.5178749206615153,CRC,YuJ_2015,order
10528,Node,31.0,CRC,YuJ_2015,order
10529,Edge,125.0,CRC,YuJ_2015,order
10530,density,0.22402159244264508,CRC,YuJ_2015,order
10531,transitivity,0.42779291553133514,CRC,YuJ_2015,order
10532,algebraic_connectivity,0.9089921148195108,CRC,YuJ_2015,order
10533,assortativity,-0.5633972985447769,CRC,YuJ_2015,order
10534,Node,39.0,CRC,YuJ_2015,order
10535,Edge,166.0,CRC,YuJ_2015,order
10536,density,0.2546230440967283,CRC,YuJ_2015,order
10537,transitivity,0.5088424437299035,CRC,YuJ_2015,order
10538,algebraic_connectivity,0.9133203342060383,CRC,YuJ_2015,order
10539,assortativity,-0.5311370984605986,CRC,YuJ_2015,order
10540,Node,38.0,CRC,YuJ_2015,order
10541,Edge,179.0,CRC,YuJ_2015,order
10542,density,0.1875,CRC,YuJ_2015,order
10543,transitivity,0.41140776699029125,CRC,YuJ_2015,order
10544,algebraic_connectivity,0.0,CRC,YuJ_2015,order
10545,assortativity,-0.4306105562389391,CRC,YuJ_2015,order
10546,Node,32.0,CRC,YuJ_2015,order
10547,Edge,93.0,CRC,YuJ_2015,order
10548,density,0.1774193548387097,CRC,YuJ_2015,order
10549,transitivity,0.3286082474226804,CRC,YuJ_2015,order
10550,algebraic_connectivity,0.36562088912704876,CRC,YuJ_2015,order
10551,assortativity,-0.4996677138714357,CRC,YuJ_2015,order
10552,Node,32.0,CRC,YuJ_2015,order
10553,Edge,88.0,CRC,YuJ_2015,order
10554,density,0.20833333333333334,CRC,YuJ_2015,order
10555,transitivity,0.36082474226804123,CRC,YuJ_2015,order
10556,algebraic_connectivity,0.3953761381782236,CRC,YuJ_2015,order
10557,assortativity,-0.49836596258359855,CRC,YuJ_2015,order
10558,Node,33.0,CRC,YuJ_2015,order
10559,Edge,110.0,CRC,YuJ_2015,order
10560,density,0.19973009446693657,CRC,YuJ_2015,order
10561,transitivity,0.375,CRC,YuJ_2015,order
10562,algebraic_connectivity,0.9050222724109072,CRC,YuJ_2015,order
10563,assortativity,-0.6085830710034912,CRC,YuJ_2015,order
10564,Node,39.0,CRC,YuJ_2015,order
10565,Edge,148.0,CRC,YuJ_2015,order
10566,density,0.2,control,YuJ_2015,order
10567,transitivity,0.5196729688298416,control,YuJ_2015,order
10568,algebraic_connectivity,0.756397142256177,control,YuJ_2015,order
10569,assortativity,-0.484611167412409,control,YuJ_2015,order
10570,Node,40.0,control,YuJ_2015,order
10571,Edge,156.0,control,YuJ_2015,order
10572,density,0.1717687074829932,CRC,YuJ_2015,order
10573,transitivity,0.32368205408358375,CRC,YuJ_2015,order
10574,algebraic_connectivity,0.9404779574108186,CRC,YuJ_2015,order
10575,assortativity,-0.6338977813990568,CRC,YuJ_2015,order
10576,Node,49.0,CRC,YuJ_2015,order
10577,Edge,202.0,CRC,YuJ_2015,order
10578,density,0.2332859174964438,CRC,YuJ_2015,order
10579,transitivity,0.5408749447635881,CRC,YuJ_2015,order
10580,algebraic_connectivity,0.8977549500916224,CRC,YuJ_2015,order
10581,assortativity,-0.5485397974081745,CRC,YuJ_2015,order
10582,Node,38.0,CRC,YuJ_2015,order
10583,Edge,164.0,CRC,YuJ_2015,order
10584,density,0.1816816816816817,CRC,YuJ_2015,order
10585,transitivity,0.3634361233480176,CRC,YuJ_2015,order
10586,algebraic_connectivity,0.7565137645541722,CRC,YuJ_2015,order
10587,assortativity,-0.5886268150965729,CRC,YuJ_2015,order
10588,Node,37.0,CRC,YuJ_2015,order
10589,Edge,121.0,CRC,YuJ_2015,order
10590,density,0.17069701280227595,CRC,YuJ_2015,order
10591,transitivity,0.38041733547351525,CRC,YuJ_2015,order
10592,algebraic_connectivity,0.7996273728389851,CRC,YuJ_2015,order
10593,assortativity,-0.5180425040631914,CRC,YuJ_2015,order
10594,Node,38.0,CRC,YuJ_2015,order
10595,Edge,120.0,CRC,YuJ_2015,order
10596,density,0.18488529014844804,CRC,YuJ_2015,order
10597,transitivity,0.30778097982708935,CRC,YuJ_2015,order
10598,algebraic_connectivity,0.9079297715536961,CRC,YuJ_2015,order
10599,assortativity,-0.5804648271095578,CRC,YuJ_2015,order
10600,Node,39.0,CRC,YuJ_2015,order
10601,Edge,137.0,CRC,YuJ_2015,order
10602,density,0.27474747474747474,CRC,YuJ_2015,order
10603,transitivity,0.5605622157916494,CRC,YuJ_2015,order
10604,algebraic_connectivity,0.9524295119499024,CRC,YuJ_2015,order
10605,assortativity,-0.5596749140343884,CRC,YuJ_2015,order
10606,Node,55.0,CRC,YuJ_2015,order
10607,Edge,408.0,CRC,YuJ_2015,order
10608,density,0.1423076923076923,CRC,YuJ_2015,order
10609,transitivity,0.29896907216494845,CRC,YuJ_2015,order
10610,algebraic_connectivity,0.8898372726390247,CRC,YuJ_2015,order
10611,assortativity,-0.5947452919213492,CRC,YuJ_2015,order
10612,Node,40.0,CRC,YuJ_2015,order
10613,Edge,111.0,CRC,YuJ_2015,order
10614,density,0.1827956989247312,CRC,YuJ_2015,order
10615,transitivity,0.3165354330708661,CRC,YuJ_2015,order
10616,algebraic_connectivity,0.0,CRC,YuJ_2015,order
10617,assortativity,-0.4018033490768578,CRC,YuJ_2015,order
10618,Node,31.0,CRC,YuJ_2015,order
10619,Edge,85.0,CRC,YuJ_2015,order
10620,density,0.1956989247311828,CRC,YuJ_2015,order
10621,transitivity,0.3361144219308701,CRC,YuJ_2015,order
10622,algebraic_connectivity,0.8255017913931383,CRC,YuJ_2015,order
10623,assortativity,-0.5309888607718539,CRC,YuJ_2015,order
10624,Node,31.0,CRC,YuJ_2015,order
10625,Edge,91.0,CRC,YuJ_2015,order
10626,density,0.2229965156794425,CRC,YuJ_2015,order
10627,transitivity,0.40615690168818275,CRC,YuJ_2015,order
10628,algebraic_connectivity,0.9174839349432363,CRC,YuJ_2015,order
10629,assortativity,-0.6180651199765882,CRC,YuJ_2015,order
10630,Node,42.0,CRC,YuJ_2015,order
10631,Edge,192.0,CRC,YuJ_2015,order
10632,density,0.23440860215053763,CRC,YuJ_2015,order
10633,transitivity,0.4243614931237721,CRC,YuJ_2015,order
10634,algebraic_connectivity,0.9032054974721856,CRC,YuJ_2015,order
10635,assortativity,-0.4389150704207499,CRC,YuJ_2015,order
10636,Node,31.0,CRC,YuJ_2015,order
10637,Edge,109.0,CRC,YuJ_2015,order
10638,density,0.2215909090909091,CRC,YuJ_2015,order
10639,transitivity,0.4255129348795718,CRC,YuJ_2015,order
10640,algebraic_connectivity,0.0,CRC,YuJ_2015,order
10641,assortativity,-0.4198826798394563,CRC,YuJ_2015,order
10642,Node,33.0,CRC,YuJ_2015,order
10643,Edge,117.0,CRC,YuJ_2015,order
10644,density,0.18218623481781376,CRC,YuJ_2015,order
10645,transitivity,0.43304668304668303,CRC,YuJ_2015,order
10646,algebraic_connectivity,0.8462252038415422,CRC,YuJ_2015,order
10647,assortativity,-0.5582869019309935,CRC,YuJ_2015,order
10648,Node,39.0,CRC,YuJ_2015,order
10649,Edge,135.0,CRC,YuJ_2015,order
10650,density,0.2492753623188406,CRC,YuJ_2015,order
10651,transitivity,0.5211595429538722,CRC,YuJ_2015,order
10652,algebraic_connectivity,0.8940393487682862,CRC,YuJ_2015,order
10653,assortativity,-0.5666424239742698,CRC,YuJ_2015,order
10654,Node,46.0,CRC,YuJ_2015,order
10655,Edge,258.0,CRC,YuJ_2015,order
10656,density,0.23076923076923078,control,YuJ_2015,order
10657,transitivity,0.4724270126806252,control,YuJ_2015,order
10658,algebraic_connectivity,0.9984232757449719,control,YuJ_2015,order
10659,assortativity,-0.5922737542739184,control,YuJ_2015,order
10660,Node,53.0,control,YuJ_2015,order
10661,Edge,318.0,control,YuJ_2015,order
10662,density,0.2121951219512195,control,YuJ_2015,order
10663,transitivity,0.41637426900584795,control,YuJ_2015,order
10664,algebraic_connectivity,1.0000000000001283,control,YuJ_2015,order
10665,assortativity,-0.5454667684559562,control,YuJ_2015,order
10666,Node,41.0,control,YuJ_2015,order
10667,Edge,174.0,control,YuJ_2015,order
10668,density,0.16989247311827957,control,YuJ_2015,order
10669,transitivity,0.2765957446808511,control,YuJ_2015,order
10670,algebraic_connectivity,0.7992800973300497,control,YuJ_2015,order
10671,assortativity,-0.5376593337624883,control,YuJ_2015,order
10672,Node,31.0,control,YuJ_2015,order
10673,Edge,79.0,control,YuJ_2015,order
10674,density,0.15443745632424877,control,YuJ_2015,order
10675,transitivity,0.2815909090909091,control,YuJ_2015,order
10676,algebraic_connectivity,0.9554828925024053,control,YuJ_2015,order
10677,assortativity,-0.6323227064920651,control,YuJ_2015,order
10678,Node,54.0,control,YuJ_2015,order
10679,Edge,221.0,control,YuJ_2015,order
10680,density,0.2707317073170732,control,YuJ_2015,order
10681,transitivity,0.5363660407299656,control,YuJ_2015,order
10682,algebraic_connectivity,0.9313312344918508,control,YuJ_2015,order
10683,assortativity,-0.5653038578430171,control,YuJ_2015,order
10684,Node,41.0,control,YuJ_2015,order
10685,Edge,222.0,control,YuJ_2015,order
10686,density,0.21794871794871795,control,YuJ_2015,order
10687,transitivity,0.4804642166344294,control,YuJ_2015,order
10688,algebraic_connectivity,0.9132242008632857,control,YuJ_2015,order
10689,assortativity,-0.6092534055679258,control,YuJ_2015,order
10690,Node,40.0,control,YuJ_2015,order
10691,Edge,170.0,control,YuJ_2015,order
10692,density,0.22317073170731708,control,YuJ_2015,order
10693,transitivity,0.45571010248901905,control,YuJ_2015,order
10694,algebraic_connectivity,0.8894465699236922,control,YuJ_2015,order
10695,assortativity,-0.5841692135238818,control,YuJ_2015,order
10696,Node,41.0,control,YuJ_2015,order
10697,Edge,183.0,control,YuJ_2015,order
10698,density,0.23979591836734693,control,YuJ_2015,order
10699,transitivity,0.5123026074182887,control,YuJ_2015,order
10700,algebraic_connectivity,0.9544894682647107,control,YuJ_2015,order
10701,assortativity,-0.5623016691180187,control,YuJ_2015,order
10702,Node,49.0,control,YuJ_2015,order
10703,Edge,282.0,control,YuJ_2015,order
10704,density,0.2602436323366556,control,YuJ_2015,order
10705,transitivity,0.5384615384615384,control,YuJ_2015,order
10706,algebraic_connectivity,0.9191453807578743,control,YuJ_2015,order
10707,assortativity,-0.5400157284059176,control,YuJ_2015,order
10708,Node,43.0,control,YuJ_2015,order
10709,Edge,235.0,control,YuJ_2015,order
10710,density,0.22926829268292684,CRC,YuJ_2015,order
10711,transitivity,0.4702482148928936,CRC,YuJ_2015,order
10712,algebraic_connectivity,0.9320207267248812,CRC,YuJ_2015,order
10713,assortativity,-0.5591875167306994,CRC,YuJ_2015,order
10714,Node,41.0,CRC,YuJ_2015,order
10715,Edge,188.0,CRC,YuJ_2015,order
10716,density,0.1763869132290185,control,YuJ_2015,order
10717,transitivity,0.3325213154689403,control,YuJ_2015,order
10718,algebraic_connectivity,0.7097721901078949,control,YuJ_2015,order
10719,assortativity,-0.6762269717774425,control,YuJ_2015,order
10720,Node,38.0,control,YuJ_2015,order
10721,Edge,124.0,control,YuJ_2015,order
10722,density,0.19658119658119658,control,YuJ_2015,order
10723,transitivity,0.32142857142857145,control,YuJ_2015,order
10724,algebraic_connectivity,0.8237327016586204,control,YuJ_2015,order
10725,assortativity,-0.5340637215107491,control,YuJ_2015,order
10726,Node,27.0,control,YuJ_2015,order
10727,Edge,69.0,control,YuJ_2015,order
10728,density,0.22727272727272727,control,YuJ_2015,order
10729,transitivity,0.4598145285935085,control,YuJ_2015,order
10730,algebraic_connectivity,0.935823001640703,control,YuJ_2015,order
10731,assortativity,-0.5873132356308434,control,YuJ_2015,order
10732,Node,45.0,control,YuJ_2015,order
10733,Edge,225.0,control,YuJ_2015,order
10734,density,0.18963922294172064,control,YuJ_2015,order
10735,transitivity,0.4087799315849487,control,YuJ_2015,order
10736,algebraic_connectivity,0.9272096366127005,control,YuJ_2015,order
10737,assortativity,-0.6159150368593512,control,YuJ_2015,order
10738,Node,47.0,control,YuJ_2015,order
10739,Edge,205.0,control,YuJ_2015,order
10740,density,0.22073170731707317,control,YuJ_2015,order
10741,transitivity,0.4038253338145074,control,YuJ_2015,order
10742,algebraic_connectivity,0.9076505334813462,control,YuJ_2015,order
10743,assortativity,-0.5859784790646787,control,YuJ_2015,order
10744,Node,41.0,control,YuJ_2015,order
10745,Edge,181.0,control,YuJ_2015,order
10746,density,0.22571692876965774,control,YuJ_2015,order
10747,transitivity,0.489010989010989,control,YuJ_2015,order
10748,algebraic_connectivity,0.9106711505630054,control,YuJ_2015,order
10749,assortativity,-0.5866325372053193,control,YuJ_2015,order
10750,Node,47.0,control,YuJ_2015,order
10751,Edge,244.0,control,YuJ_2015,order
10752,density,0.2342857142857143,control,YuJ_2015,order
10753,transitivity,0.5235824059353471,control,YuJ_2015,order
10754,algebraic_connectivity,0.9268899466528265,control,YuJ_2015,order
10755,assortativity,-0.5941225072779079,control,YuJ_2015,order
10756,Node,50.0,control,YuJ_2015,order
10757,Edge,287.0,control,YuJ_2015,order
10758,density,0.2073170731707317,control,YuJ_2015,order
10759,transitivity,0.4584323040380047,control,YuJ_2015,order
10760,algebraic_connectivity,0.8871777742297166,control,YuJ_2015,order
10761,assortativity,-0.5811356452411705,control,YuJ_2015,order
10762,Node,41.0,control,YuJ_2015,order
10763,Edge,170.0,control,YuJ_2015,order
10764,density,0.20833333333333334,control,YuJ_2015,order
10765,transitivity,0.38734177215189874,control,YuJ_2015,order
10766,algebraic_connectivity,0.8399181951308256,control,YuJ_2015,order
10767,assortativity,-0.5444208132842531,control,YuJ_2015,order
10768,Node,33.0,control,YuJ_2015,order
10769,Edge,110.0,control,YuJ_2015,order
10770,density,0.21763869132290184,control,YuJ_2015,order
10771,transitivity,0.38571428571428573,control,YuJ_2015,order
10772,algebraic_connectivity,0.9269088908934305,control,YuJ_2015,order
10773,assortativity,-0.6404984185236506,control,YuJ_2015,order
10774,Node,38.0,control,YuJ_2015,order
10775,Edge,153.0,control,YuJ_2015,order
10776,density,0.2157258064516129,control,YuJ_2015,order
10777,transitivity,0.37924528301886795,control,YuJ_2015,order
10778,algebraic_connectivity,0.8086270876922121,control,YuJ_2015,order
10779,assortativity,-0.5307066266436613,control,YuJ_2015,order
10780,Node,32.0,control,YuJ_2015,order
10781,Edge,107.0,control,YuJ_2015,order
10782,density,0.2739541160593792,control,YuJ_2015,order
10783,transitivity,0.5887758450935346,control,YuJ_2015,order
10784,algebraic_connectivity,0.9276747043024532,control,YuJ_2015,order
10785,assortativity,-0.5154669755815401,control,YuJ_2015,order
10786,Node,39.0,control,YuJ_2015,order
10787,Edge,203.0,control,YuJ_2015,order
10788,density,0.20930232558139536,control,YuJ_2015,order
10789,transitivity,0.4231711585579279,control,YuJ_2015,order
10790,algebraic_connectivity,0.5956714275129449,control,YuJ_2015,order
10791,assortativity,-0.5895268250221825,control,YuJ_2015,order
10792,Node,43.0,control,YuJ_2015,order
10793,Edge,189.0,control,YuJ_2015,order
10794,density,0.21768707482993196,control,YuJ_2015,order
10795,transitivity,0.4763301214914118,control,YuJ_2015,order
10796,algebraic_connectivity,0.9306263967589509,control,YuJ_2015,order
10797,assortativity,-0.5928451401453815,control,YuJ_2015,order
10798,Node,49.0,control,YuJ_2015,order
10799,Edge,256.0,control,YuJ_2015,order
10800,density,0.2423076923076923,control,YuJ_2015,order
10801,transitivity,0.46895544192841493,control,YuJ_2015,order
10802,algebraic_connectivity,0.9010469825541336,control,YuJ_2015,order
10803,assortativity,-0.5126187092451326,control,YuJ_2015,order
10804,Node,40.0,control,YuJ_2015,order
10805,Edge,189.0,control,YuJ_2015,order
10806,density,0.2080808080808081,control,YuJ_2015,order
10807,transitivity,0.4606079404466501,control,YuJ_2015,order
10808,algebraic_connectivity,0.9344784671849231,control,YuJ_2015,order
10809,assortativity,-0.5850410484064332,control,YuJ_2015,order
10810,Node,55.0,control,YuJ_2015,order
10811,Edge,309.0,control,YuJ_2015,order
10812,density,0.23440860215053763,control,YuJ_2015,order
10813,transitivity,0.5043782837127846,control,YuJ_2015,order
10814,algebraic_connectivity,0.8195631866363082,control,YuJ_2015,order
10815,assortativity,-0.5711667756050458,control,YuJ_2015,order
10816,Node,31.0,control,YuJ_2015,order
10817,Edge,109.0,control,YuJ_2015,order
10818,density,0.18357487922705315,control,YuJ_2015,order
10819,transitivity,0.40904653433127236,control,YuJ_2015,order
10820,algebraic_connectivity,0.8902535552049181,control,YuJ_2015,order
10821,assortativity,-0.6196989902290504,control,YuJ_2015,order
10822,Node,46.0,control,YuJ_2015,order
10823,Edge,190.0,control,YuJ_2015,order
10824,density,0.2311265969802555,control,YuJ_2015,order
10825,transitivity,0.447693699125716,control,YuJ_2015,order
10826,algebraic_connectivity,0.9467725586058661,control,YuJ_2015,order
10827,assortativity,-0.5845233099452949,control,YuJ_2015,order
10828,Node,42.0,control,YuJ_2015,order
10829,Edge,199.0,control,YuJ_2015,order
10830,density,0.20718816067653276,control,YuJ_2015,order
10831,transitivity,0.4409328014728444,control,YuJ_2015,order
10832,algebraic_connectivity,0.9198109123536985,control,YuJ_2015,order
10833,assortativity,-0.6252638550990065,control,YuJ_2015,order
10834,Node,44.0,control,YuJ_2015,order
10835,Edge,196.0,control,YuJ_2015,order
10836,density,0.23311748381128586,control,YuJ_2015,order
10837,transitivity,0.467255493321844,control,YuJ_2015,order
10838,algebraic_connectivity,0.921806647765627,control,YuJ_2015,order
10839,assortativity,-0.5911328429117279,control,YuJ_2015,order
10840,Node,47.0,control,YuJ_2015,order
10841,Edge,252.0,control,YuJ_2015,order
10842,density,0.23299319727891157,control,YuJ_2015,order
10843,transitivity,0.4931350114416476,control,YuJ_2015,order
10844,algebraic_connectivity,0.9355509591627522,control,YuJ_2015,order
10845,assortativity,-0.5845726719945974,control,YuJ_2015,order
10846,Node,49.0,control,YuJ_2015,order
10847,Edge,274.0,control,YuJ_2015,order
10848,density,0.23346828609986506,control,YuJ_2015,order
10849,transitivity,0.35598824393828066,control,YuJ_2015,order
10850,algebraic_connectivity,0.9416714269530602,control,YuJ_2015,order
10851,assortativity,-0.6487018095987412,control,YuJ_2015,order
10852,Node,39.0,control,YuJ_2015,order
10853,Edge,173.0,control,YuJ_2015,order
10854,density,0.23784355179704017,control,YuJ_2015,order
10855,transitivity,0.484149855907781,control,YuJ_2015,order
10856,algebraic_connectivity,0.9808892999071218,control,YuJ_2015,order
10857,assortativity,-0.5799797376455925,control,YuJ_2015,order
10858,Node,44.0,control,YuJ_2015,order
10859,Edge,225.0,control,YuJ_2015,order
10860,density,0.22664199814986125,control,YuJ_2015,order
10861,transitivity,0.5019455252918288,control,YuJ_2015,order
10862,algebraic_connectivity,0.9384285560033319,control,YuJ_2015,order
10863,assortativity,-0.590404080630822,control,YuJ_2015,order
10864,Node,47.0,control,YuJ_2015,order
10865,Edge,245.0,control,YuJ_2015,order
10866,density,0.21719858156028368,control,YuJ_2015,order
10867,transitivity,0.4858214202015467,control,YuJ_2015,order
10868,algebraic_connectivity,0.9316804254131192,control,YuJ_2015,order
10869,assortativity,-0.5675898221842949,control,YuJ_2015,order
10870,Node,48.0,control,YuJ_2015,order
10871,Edge,245.0,control,YuJ_2015,order
10872,density,0.18902439024390244,control,YuJ_2015,order
10873,transitivity,0.38962892483349193,control,YuJ_2015,order
10874,algebraic_connectivity,0.8810607526050525,control,YuJ_2015,order
10875,assortativity,-0.6035010502286036,control,YuJ_2015,order
10876,Node,41.0,control,YuJ_2015,order
10877,Edge,155.0,control,YuJ_2015,order
10878,density,0.201010101010101,control,YuJ_2015,order
10879,transitivity,0.4143292682926829,control,YuJ_2015,order
10880,algebraic_connectivity,0.9083478531151463,control,YuJ_2015,order
10881,assortativity,-0.5860174990862693,control,YuJ_2015,order
10882,Node,45.0,control,YuJ_2015,order
10883,Edge,199.0,control,YuJ_2015,order
10884,density,0.20793650793650795,control,YuJ_2015,order
10885,transitivity,0.3845686512758202,control,YuJ_2015,order
10886,algebraic_connectivity,0.8937420117842525,control,YuJ_2015,order
10887,assortativity,-0.5497660711211806,control,YuJ_2015,order
10888,Node,36.0,control,YuJ_2015,order
10889,Edge,131.0,control,YuJ_2015,order
10890,density,0.2281639928698752,control,YuJ_2015,order
10891,transitivity,0.4116504854368932,control,YuJ_2015,order
10892,algebraic_connectivity,0.9103076883591177,control,YuJ_2015,order
10893,assortativity,-0.5829386172557194,control,YuJ_2015,order
10894,Node,34.0,control,YuJ_2015,order
10895,Edge,128.0,control,YuJ_2015,order
10896,density,0.25177304964539005,control,YuJ_2015,order
10897,transitivity,0.4972077103224644,control,YuJ_2015,order
10898,algebraic_connectivity,0.936217028332781,control,YuJ_2015,order
10899,assortativity,-0.5824363769186687,control,YuJ_2015,order
10900,Node,48.0,control,YuJ_2015,order
10901,Edge,284.0,control,YuJ_2015,order
10902,density,0.18963922294172064,control,YuJ_2015,order
10903,transitivity,0.41711711711711713,control,YuJ_2015,order
10904,algebraic_connectivity,0.8953965577310246,control,YuJ_2015,order
10905,assortativity,-0.5870745931583017,control,YuJ_2015,order
10906,Node,47.0,control,YuJ_2015,order
10907,Edge,205.0,control,YuJ_2015,order
10908,density,0.18846153846153846,control,YuJ_2015,order
10909,transitivity,0.37851158206012814,control,YuJ_2015,order
10910,algebraic_connectivity,0.9079247305514236,control,YuJ_2015,order
10911,assortativity,-0.6105546605368747,control,YuJ_2015,order
10912,Node,40.0,control,YuJ_2015,order
10913,Edge,147.0,control,YuJ_2015,order
10914,density,0.23265306122448978,control,YuJ_2015,order
10915,transitivity,0.46129597197898425,control,YuJ_2015,order
10916,algebraic_connectivity,0.9680882595204973,control,YuJ_2015,order
10917,assortativity,-0.5855841233150842,control,YuJ_2015,order
10918,Node,50.0,control,YuJ_2015,order
10919,Edge,285.0,control,YuJ_2015,order
10920,density,0.19556025369978858,control,YuJ_2015,order
10921,transitivity,0.4490216271884655,control,YuJ_2015,order
10922,algebraic_connectivity,0.8776168197954741,control,YuJ_2015,order
10923,assortativity,-0.5808094783405106,control,YuJ_2015,order
10924,Node,44.0,control,YuJ_2015,order
10925,Edge,185.0,control,YuJ_2015,order
10926,density,0.31713900134952766,control,YuJ_2015,order
10927,transitivity,0.5887850467289719,control,YuJ_2015,order
10928,algebraic_connectivity,0.9360789170984869,control,YuJ_2015,order
10929,assortativity,-0.5113171725480274,control,YuJ_2015,order
10930,Node,39.0,control,YuJ_2015,order
10931,Edge,235.0,control,YuJ_2015,order
10932,density,0.1839323467230444,control,YuJ_2015,order
10933,transitivity,0.3569374550682962,control,YuJ_2015,order
10934,algebraic_connectivity,0.9167817700526854,control,YuJ_2015,order
10935,assortativity,-0.6330045409596239,control,YuJ_2015,order
10936,Node,44.0,control,YuJ_2015,order
10937,Edge,174.0,control,YuJ_2015,order
10938,density,0.22077922077922077,CRC,YuJ_2015,order
10939,transitivity,0.2779291553133515,CRC,YuJ_2015,order
10940,algebraic_connectivity,0.8088315506843669,CRC,YuJ_2015,order
10941,assortativity,-0.6970156386467377,CRC,YuJ_2015,order
10942,Node,22.0,CRC,YuJ_2015,order
10943,Edge,51.0,CRC,YuJ_2015,order
10944,density,0.17391304347826086,CRC,YuJ_2015,order
10945,transitivity,0.35306122448979593,CRC,YuJ_2015,order
10946,algebraic_connectivity,0.9073265353198283,CRC,YuJ_2015,order
10947,assortativity,-0.620531805072677,CRC,YuJ_2015,order
10948,Node,46.0,CRC,YuJ_2015,order
10949,Edge,180.0,CRC,YuJ_2015,order
10950,density,0.281068524970964,CRC,YuJ_2015,order
10951,transitivity,0.5366086334366802,CRC,YuJ_2015,order
10952,algebraic_connectivity,0.941213268098099,CRC,YuJ_2015,order
10953,assortativity,-0.510468512756266,CRC,YuJ_2015,order
10954,Node,42.0,CRC,YuJ_2015,order
10955,Edge,242.0,CRC,YuJ_2015,order
10956,density,0.2028985507246377,CRC,YuJ_2015,order
10957,transitivity,0.4223918575063613,CRC,YuJ_2015,order
10958,algebraic_connectivity,0.9116571730444188,CRC,YuJ_2015,order
10959,assortativity,-0.5894691382576855,CRC,YuJ_2015,order
10960,Node,46.0,CRC,YuJ_2015,order
10961,Edge,210.0,CRC,YuJ_2015,order
10962,density,0.29924242424242425,CRC,YuJ_2015,order
10963,transitivity,0.5684509711037423,CRC,YuJ_2015,order
10964,algebraic_connectivity,0.911048932637728,CRC,YuJ_2015,order
10965,assortativity,-0.5690200210748169,CRC,YuJ_2015,order
10966,Node,33.0,CRC,YuJ_2015,order
10967,Edge,158.0,CRC,YuJ_2015,order
10968,density,0.22828282828282828,CRC,YuJ_2015,order
10969,transitivity,0.4522760646108664,CRC,YuJ_2015,order
10970,algebraic_connectivity,0.9606212414511245,CRC,YuJ_2015,order
10971,assortativity,-0.6334051171216,CRC,YuJ_2015,order
10972,Node,45.0,CRC,YuJ_2015,order
10973,Edge,226.0,CRC,YuJ_2015,order
10974,density,0.1966966966966967,CRC,YuJ_2015,order
10975,transitivity,0.29094827586206895,CRC,YuJ_2015,order
10976,algebraic_connectivity,0.7834897672925101,CRC,YuJ_2015,order
10977,assortativity,-0.6717825306533174,CRC,YuJ_2015,order
10978,Node,37.0,CRC,YuJ_2015,order
10979,Edge,131.0,CRC,YuJ_2015,order
10980,density,0.30180180180180183,CRC,YuJ_2015,order
10981,transitivity,0.5706195869420386,CRC,YuJ_2015,order
10982,algebraic_connectivity,0.9169763197435841,CRC,YuJ_2015,order
10983,assortativity,-0.5091027392630871,CRC,YuJ_2015,order
10984,Node,37.0,CRC,YuJ_2015,order
10985,Edge,201.0,CRC,YuJ_2015,order
10986,density,0.25052854122621565,CRC,YuJ_2015,order
10987,transitivity,0.45469293163383545,CRC,YuJ_2015,order
10988,algebraic_connectivity,0.9723873057010173,CRC,YuJ_2015,order
