,Frequency,Level
369,0.8430232558139535,phylum
370,0.9098591549295775,phylum
371,0.8215767634854771,phylum
372,0.8203592814371258,phylum
373,0.8875502008032129,phylum
374,0.7875457875457875,phylum
375,0.9173228346456693,phylum
376,0.914396887159533,phylum
377,0.7816091954022989,phylum
378,0.749185667752443,phylum
379,0.7873134328358209,phylum
380,0.9195804195804196,phylum
381,0.9020100502512562,phylum
382,0.9090909090909091,phylum
383,0.8805309734513275,phylum
384,0.9259259259259259,phylum
385,0.8553846153846154,phylum
386,0.7598944591029023,phylum
387,0.9042553191489362,phylum
388,0.9248554913294798,phylum
389,0.9391304347826087,phylum
390,0.7539936102236422,phylum
391,0.6483253588516746,phylum
392,0.6324503311258278,phylum
393,0.9363636363636364,phylum
394,0.9318885448916409,phylum
395,0.892,phylum
396,0.8952879581151832,phylum
397,0.7853881278538812,phylum
398,0.8597785977859779,phylum
399,0.8754325259515571,phylum
400,0.7746478873239436,phylum
401,0.828996282527881,phylum
402,0.8542372881355932,phylum
403,0.8958333333333334,phylum
404,0.83125,phylum
405,0.8301158301158301,phylum
406,0.850609756097561,phylum
407,0.9333333333333333,phylum
408,0.8231292517006803,phylum
409,0.8698060941828255,phylum
410,0.8681672025723473,phylum
411,0.8779342723004695,phylum
412,0.9024390243902439,phylum
413,0.8237547892720306,phylum
414,0.8668639053254438,phylum
415,0.9010416666666666,phylum
416,0.8865979381443299,phylum
417,0.9118773946360154,phylum
418,0.9243421052631579,phylum
419,0.9155405405405406,phylum
420,0.8634020618556701,phylum
421,0.8034934497816594,phylum
422,0.8585526315789473,phylum
423,0.9065743944636678,phylum
424,0.8621553884711779,phylum
425,0.8006644518272426,phylum
426,0.8593272171253823,phylum
427,0.7487684729064039,phylum
428,0.8579234972677595,phylum
429,0.8805194805194805,phylum
430,0.8555133079847909,phylum
431,0.8302583025830258,phylum
432,0.8138686131386861,phylum
433,0.8731563421828908,phylum
434,0.6571428571428571,phylum
435,0.9183673469387755,phylum
436,0.8872549019607843,phylum
437,0.9154228855721394,phylum
438,0.875,phylum
439,0.8661202185792349,phylum
440,0.8212927756653993,phylum
441,0.8913043478260869,phylum
442,0.8571428571428571,phylum
443,0.8858024691358025,phylum
444,0.8507462686567164,phylum
445,0.8159203980099502,phylum
446,0.8558558558558559,phylum
447,0.8063380281690141,phylum
448,0.8494983277591973,phylum
449,0.9088235294117647,phylum
450,0.8816793893129771,phylum
451,0.82,phylum
452,0.8327974276527331,phylum
453,0.898876404494382,phylum
454,0.8333333333333334,phylum
455,0.9038461538461539,phylum
456,0.9376558603491272,phylum
457,0.8653846153846154,phylum
458,0.9295774647887324,phylum
459,0.8756756756756757,phylum
460,0.888663967611336,phylum
461,0.9090909090909091,phylum
462,0.8867102396514162,phylum
463,0.9201030927835051,phylum
464,0.8611670020120724,phylum
465,0.9045226130653267,phylum
466,0.9218009478672986,phylum
467,0.8717948717948718,phylum
468,0.9255533199195171,phylum
469,0.9022435897435898,phylum
470,0.8590308370044053,phylum
471,0.8526315789473684,phylum
472,0.8723958333333334,phylum
473,0.9144385026737968,phylum
474,0.9092920353982301,phylum
475,0.8989169675090253,phylum
476,0.9082125603864735,phylum
477,0.8764805414551607,phylum
478,0.9176706827309237,phylum
479,0.8948412698412699,phylum
480,0.8796296296296297,phylum
481,0.8812877263581489,phylum
482,0.8413284132841329,phylum
483,0.9224806201550387,phylum
484,0.8954423592493298,phylum
485,0.9124579124579124,phylum
486,0.9155844155844156,phylum
487,0.8644501278772379,phylum
488,0.919917864476386,phylum
489,0.9085631349782293,phylum
490,0.8789237668161435,phylum
491,0.8414918414918415,phylum
492,0.9115853658536586,phylum
493,0.9288025889967637,phylum
494,0.9067357512953368,phylum
495,0.9146067415730337,phylum
496,0.9304174950298211,phylum
497,0.9029850746268657,phylum
498,0.9142857142857143,phylum
499,0.8692579505300353,phylum
500,0.9073482428115016,phylum
501,0.92894280762565,phylum
502,0.8759894459102903,phylum
503,0.9319526627218935,phylum
504,0.8805970149253731,phylum
505,0.844207723035952,phylum
506,0.8364565587734242,phylum
507,0.8707317073170732,phylum
508,0.8892921960072595,phylum
509,0.8866906474820144,phylum
510,0.9438669438669439,phylum
511,0.8869047619047619,phylum
512,0.8728323699421965,phylum
513,0.8787878787878788,phylum
514,0.9172932330827067,phylum
515,0.8923076923076924,phylum
516,0.9089219330855018,phylum
517,0.8882882882882883,phylum
518,0.908315565031983,phylum
519,0.8774617067833698,phylum
520,0.9220489977728286,phylum
521,0.9250936329588015,phylum
522,0.8921568627450981,phylum
523,0.8699763593380615,phylum
524,0.9305555555555556,phylum
525,0.88,phylum
526,0.8363228699551569,phylum
527,0.8307086614173228,phylum
528,0.916030534351145,phylum
529,0.9273182957393483,phylum
530,0.8901869158878505,phylum
531,0.8974358974358975,phylum
532,0.8981042654028436,phylum
533,0.8663366336633663,phylum
534,0.9356321839080459,phylum
535,0.9460154241645244,phylum
536,0.9304123711340206,phylum
537,0.7144340602284528,phylum
538,0.9149888143176734,phylum
539,0.8738170347003155,phylum
540,0.9038461538461539,phylum
541,0.8905852417302799,phylum
542,0.9044117647058824,phylum
543,0.886986301369863,phylum
544,0.8888888888888888,phylum
545,0.911522633744856,phylum
546,0.908289241622575,phylum
547,0.9142857142857143,phylum
548,0.8721227621483376,phylum
549,0.8815533980582524,phylum
550,0.8931451612903226,phylum
551,0.9003436426116839,phylum
552,0.9048991354466859,phylum
553,0.8674698795180723,phylum
554,0.8683602771362586,phylum
555,0.8867313915857605,phylum
556,0.8888888888888888,phylum
557,0.8995098039215687,phylum
558,0.9244186046511628,phylum
559,0.8903394255874674,phylum
560,0.8520286396181385,phylum
561,0.9054726368159204,phylum
562,0.9024390243902439,phylum
563,0.9216589861751152,phylum
564,0.8688118811881188,phylum
565,0.8789473684210526,phylum
566,0.926605504587156,phylum
567,0.8822314049586777,phylum
568,0.8642384105960265,phylum
569,0.8894009216589862,phylum
570,0.892933618843683,phylum
571,0.9,phylum
572,0.8322147651006712,phylum
573,0.902668759811617,phylum
574,0.8700564971751412,phylum
575,0.852112676056338,phylum
576,0.9146919431279621,phylum
577,0.8890845070422535,phylum
578,0.9097560975609756,phylum
579,0.8571428571428571,phylum
580,0.8747390396659708,phylum
581,0.8851351351351351,phylum
582,0.8891509433962265,phylum
583,0.9126637554585153,phylum
584,0.9172661870503597,phylum
585,0.9269521410579346,phylum
586,0.5977695167286246,phylum
587,0.8007518796992481,phylum
588,0.782608695652174,phylum
589,0.7305773342836779,phylum
590,0.6008583690987125,phylum
591,0.6274070756829377,phylum
592,0.6964560862865947,phylum
593,0.7515923566878981,phylum
594,0.6692307692307692,phylum
595,0.8917861799217731,phylum
596,0.941747572815534,phylum
597,0.9205020920502092,phylum
598,0.8888065233506302,phylum
599,0.9009708737864077,phylum
600,0.8407494145199064,phylum
601,0.8517985611510791,phylum
602,0.8783505154639175,phylum
603,0.8649885583524027,phylum
604,0.8901098901098901,phylum
605,0.8774038461538461,phylum
606,0.9133192389006343,phylum
607,0.9008810572687225,phylum
608,0.898406374501992,phylum
609,0.9054945054945055,phylum
610,0.9315068493150684,phylum
611,0.884450784593438,phylum
612,0.8808411214953271,phylum
613,0.9125766871165644,phylum
614,0.9018567639257294,phylum
615,0.9226519337016574,phylum
616,0.9088050314465409,phylum
617,0.9054878048780488,phylum
618,0.909452736318408,phylum
619,0.9106145251396648,phylum
620,0.9304703476482618,phylum
621,0.8867713004484304,phylum
622,0.8872180451127819,phylum
623,0.9185267857142857,phylum
624,0.9048086359175662,phylum
625,0.917093142272262,phylum
626,0.9296407185628742,phylum
627,0.8869731800766284,phylum
628,0.8882466281310212,phylum
629,0.90625,phylum
630,0.8848484848484849,phylum
631,0.872794800371402,phylum
632,0.8876781223805532,phylum
633,0.9057750759878419,phylum
634,0.9215017064846417,phylum
635,0.9073795180722891,phylum
636,0.9227202472952086,phylum
637,0.9035752979414952,phylum
638,0.819614711033275,phylum
639,0.8863080684596577,phylum
640,0.8960674157303371,phylum
641,0.9020452099031216,phylum
642,0.8588410104011887,phylum
643,0.8950276243093923,phylum
644,0.8862275449101796,phylum
645,0.9022403258655805,phylum
646,0.8942917547568711,phylum
647,0.8560924369747899,phylum
648,0.9128440366972477,phylum
649,0.9219015280135824,phylum
650,0.8177966101694916,phylum
651,0.9289940828402367,phylum
652,0.9218967921896792,phylum
653,0.854419410745234,phylum
654,0.8672985781990521,phylum
655,0.8581081081081081,phylum
656,0.8551724137931035,phylum
657,0.9074074074074074,phylum
658,0.9009661835748792,phylum
659,0.9088098918083463,phylum
660,0.893719806763285,phylum
661,0.8720657276995305,phylum
662,0.9184177997527813,phylum
663,0.8868571428571429,phylum
664,0.894919168591224,phylum
665,0.8461538461538461,phylum
666,0.8985507246376812,phylum
667,0.8772563176895307,phylum
668,0.8886792452830189,phylum
669,0.8626373626373627,phylum
670,0.9236499068901304,phylum
671,0.9204771371769384,phylum
672,0.9166666666666666,phylum
673,0.9288702928870293,phylum
674,0.8810198300283286,phylum
675,0.8817567567567568,phylum
676,0.9348659003831418,phylum
677,0.9076212471131639,phylum
678,0.9261576971214017,phylum
679,0.8996350364963503,phylum
680,0.8822355289421158,phylum
681,0.8952042628774423,phylum
682,0.8951310861423221,phylum
683,0.8517887563884157,phylum
684,0.9209932279909706,phylum
685,0.9399038461538461,phylum
686,0.9282051282051282,phylum
687,0.917312661498708,phylum
688,0.8838174273858921,phylum
689,0.8917609046849758,phylum
690,0.874468085106383,phylum
691,0.8788732394366198,phylum
692,0.8952745849297573,phylum
693,0.8651685393258427,phylum
694,0.9049429657794676,phylum
695,0.8851851851851852,phylum
696,0.8843721770551038,phylum
697,0.7453936348408711,phylum
698,0.7243816254416962,phylum
699,0.7344961240310077,phylum
700,0.7903225806451613,phylum
701,0.9320987654320988,phylum
702,0.9150090415913201,phylum
703,0.8505338078291815,phylum
704,0.8320610687022901,phylum
705,0.8383458646616542,phylum
706,0.8730769230769231,phylum
707,0.9080578512396694,phylum
708,0.5416666666666666,phylum
709,0.557345971563981,phylum
710,0.5359749739311783,phylum
711,0.5596933187294633,phylum
712,0.9347408829174664,phylum
713,0.934322033898305,phylum
714,0.9142857142857143,phylum
715,0.9352051835853131,phylum
716,0.870391061452514,phylum
717,0.9155206286836935,phylum
718,0.9128630705394191,phylum
719,0.9102040816326531,phylum
720,0.9033018867924528,phylum
721,0.906060606060606,phylum
722,0.9392624728850325,phylum
723,0.9050772626931567,phylum
724,0.7978723404255319,phylum
725,0.9016393442622951,phylum
726,0.9176954732510288,phylum
727,0.9077380952380952,phylum
728,0.9380952380952381,phylum
729,0.8861111111111111,phylum
730,0.9424460431654677,phylum
731,0.9125295508274232,phylum
732,0.8729508196721312,phylum
733,0.9156626506024096,phylum
734,0.8981723237597912,phylum
735,0.9005847953216374,phylum
736,0.9358974358974359,phylum
737,0.9219712525667351,phylum
738,0.8685015290519877,phylum
739,0.913135593220339,phylum
740,0.9049586776859504,phylum
741,0.8913649025069638,phylum
742,0.833922261484099,phylum
743,0.911062906724512,phylum
744,0.9067796610169492,phylum
745,0.8866666666666667,phylum
746,0.89419795221843,phylum
747,0.9252336448598131,phylum
748,0.8936651583710408,phylum
749,0.9346938775510204,phylum
750,0.8837209302325582,phylum
751,0.8969849246231156,phylum
752,0.8,phylum
753,0.9072398190045249,phylum
754,0.9222972972972973,phylum
755,0.9457831325301205,phylum
756,0.9123505976095617,phylum
757,0.9182561307901907,phylum
758,0.8879551820728291,phylum
759,0.8869179600886918,phylum
760,0.9227373068432672,phylum
761,0.8387096774193549,phylum
762,0.9206896551724137,phylum
763,0.8977900552486188,phylum
764,0.9132947976878613,phylum
765,0.8776119402985074,phylum
766,0.9020100502512562,phylum
767,0.9444444444444444,phylum
768,0.9234234234234234,phylum
769,0.8746518105849582,phylum
770,0.9129287598944591,phylum
771,0.943089430894309,phylum
772,0.9420289855072463,phylum
773,0.8849206349206349,phylum
774,0.9130434782608695,phylum
775,0.850609756097561,phylum
776,0.8975155279503105,phylum
777,0.9074074074074074,phylum
778,0.927710843373494,phylum
779,0.9194630872483222,phylum
780,0.8849557522123894,phylum
781,0.8632075471698113,phylum
782,0.8888888888888888,phylum
783,0.9314720812182741,phylum
784,0.8936170212765957,phylum
785,0.8781038374717833,phylum
786,0.8620689655172413,phylum
787,0.8894009216589862,phylum
788,0.9169329073482428,phylum
789,0.9025641025641026,phylum
790,0.8823529411764706,phylum
791,0.8881987577639752,phylum
792,0.8370607028753994,phylum
793,0.8511904761904762,phylum
794,0.8514492753623188,phylum
795,0.8764705882352941,phylum
796,0.8291666666666667,phylum
797,0.8571428571428571,phylum
798,0.8607594936708861,phylum
799,0.9166666666666666,phylum
800,0.8757763975155279,phylum
801,0.8944444444444445,phylum
802,0.9020618556701031,phylum
803,0.8722826086956522,phylum
804,0.8941368078175895,phylum
805,0.8982035928143712,phylum
806,0.8825503355704698,phylum
807,0.88,phylum
808,0.8955223880597015,phylum
809,0.9132075471698113,phylum
810,0.9009287925696594,phylum
811,0.9337748344370861,phylum
812,0.8544600938967136,phylum
813,0.9169054441260746,phylum
814,0.9329608938547486,phylum
815,0.9572072072072072,phylum
816,0.85995085995086,phylum
817,0.8873239436619719,phylum
818,0.8959660297239915,phylum
819,0.9302325581395349,phylum
820,0.9444444444444444,phylum
821,0.8899297423887588,phylum
822,0.8802228412256268,phylum
823,0.9157894736842105,phylum
824,0.9371428571428572,phylum
825,0.9005102040816326,phylum
826,0.8942857142857142,phylum
827,0.8987654320987655,phylum
828,0.8856209150326797,phylum
829,0.8991596638655462,phylum
830,0.8846153846153846,phylum
831,0.9142857142857143,phylum
832,0.9534883720930233,phylum
833,0.906896551724138,phylum
834,0.9328621908127208,phylum
835,0.9002770083102493,phylum
836,0.8862433862433863,phylum
837,0.9459459459459459,phylum
838,0.9257028112449799,phylum
839,0.8947368421052632,phylum
840,0.975609756097561,phylum
841,0.9052132701421801,phylum
842,0.9324894514767933,phylum
843,0.9230769230769231,phylum
844,0.8947368421052632,phylum
845,0.8906605922551253,phylum
846,0.866822429906542,phylum
847,0.9218241042345277,phylum
848,0.9198717948717948,phylum
849,0.8677248677248677,phylum
850,0.8472222222222222,phylum
851,0.8903508771929824,phylum
852,0.8923512747875354,phylum
853,0.9184782608695652,phylum
854,0.8426229508196721,phylum
855,0.8714285714285714,phylum
856,0.8301282051282052,phylum
857,0.9217391304347826,phylum
858,0.9147727272727273,phylum
859,0.8878504672897196,phylum
860,0.8886986301369864,phylum
861,0.8899082568807339,phylum
862,0.9288990825688074,phylum
863,0.9138381201044387,phylum
864,0.875609756097561,phylum
865,0.744,phylum
866,0.8891891891891892,phylum
867,0.935374149659864,phylum
868,0.9060052219321149,phylum
869,0.9086538461538461,phylum
870,0.8730512249443207,phylum
871,0.8990610328638498,phylum
872,0.8837920489296636,phylum
873,0.8943488943488943,phylum
874,0.9124236252545825,phylum
875,0.9166666666666666,phylum
876,0.8706624605678234,phylum
877,0.7674418604651163,phylum
878,0.7942238267148014,phylum
879,0.30357142857142855,phylum
880,0.35294117647058826,phylum
881,0.5751295336787565,phylum
882,0.5562913907284768,phylum
883,0.75,phylum
884,0.509090909090909,phylum
885,0.7929824561403509,phylum
886,0.5575221238938053,phylum
887,0.5441860465116279,phylum
888,0.8773946360153256,phylum
889,0.8222222222222222,phylum
890,0.8943089430894309,phylum
891,1.0,phylum
892,0.27450980392156865,phylum
893,0.3229166666666667,phylum
894,0.7213114754098361,phylum
895,0.5463917525773195,phylum
896,0.3181818181818182,phylum
897,0.8571428571428571,phylum
898,0.9552845528455285,phylum
899,0.9316005471956225,phylum
900,0.8973333333333333,phylum
901,0.0,phylum
902,0.8438661710037175,phylum
903,0.6193548387096774,phylum
904,0.8560311284046692,phylum
905,0.8904761904761904,phylum
906,0.9321192052980133,phylum
907,0.8648648648648649,phylum
908,0.8421052631578947,phylum
909,0.9157894736842105,phylum
910,0.6805555555555556,phylum
911,0.8627450980392157,phylum
912,0.7073170731707317,phylum
913,0.7272727272727273,phylum
914,0.876993166287016,phylum
915,0.5384615384615384,phylum
916,0.9093198992443325,phylum
917,0.22448979591836735,phylum
918,0.5581395348837209,phylum
919,0.6956521739130435,phylum
920,0.8061224489795918,phylum
921,0.7933884297520661,phylum
922,0.8432432432432433,phylum
923,0.8987341772151899,phylum
924,0.7866666666666666,phylum
925,0.8846153846153846,phylum
926,0.8780487804878049,phylum
927,0.8970588235294118,phylum
928,0.9215291750503019,phylum
929,0.7575757575757576,phylum
930,0.8333333333333334,phylum
931,0.488,phylum
932,0.921875,phylum
933,0.7851851851851852,phylum
934,0.8695652173913043,phylum
935,0.9041095890410958,phylum
936,0.851063829787234,phylum
937,0.9282051282051282,phylum
938,0.9264705882352942,phylum
939,0.8921568627450981,phylum
940,0.8849557522123894,phylum
941,0.9454545454545454,phylum
942,0.8321678321678322,phylum
943,0.8117647058823529,phylum
