,correlation,group
126,0.6180311032337323,same
127,0.6498321786295777,same
128,0.4759957268295225,same
129,0.5143929892267404,same
130,0.5213768329633248,same
131,0.6474099014404193,same
132,0.5517654321540522,same
133,0.6190345715147327,same
134,0.6882793842797534,same
135,0.6941420955376972,same
136,0.5493761920338198,same
137,0.6279998852203631,same
138,0.6336721018877842,same
139,0.6398416953174005,same
140,0.6157602907670425,same
141,0.6643550948945992,same
142,0.6608351391573473,same
143,0.672735111614835,same
144,0.5037956220617528,same
145,0.6159577821750846,same
146,0.579083837960188,same
147,0.6213127570830786,same
148,0.59290337093581,same
149,0.6380407621840621,same
150,0.6307881623411357,same
151,0.5682987785558673,same
152,0.6477308030544984,same
153,0.6379751802822613,same
154,0.67673918620136,same
155,0.640436266568718,same
156,0.6718965021094064,same
157,0.6667136287958692,same
158,0.5806155999008543,same
159,0.48499842924913455,same
160,0.567811340358654,same
161,0.5579462243621883,same
162,0.5594751630915616,same
163,0.5420477761039794,same
164,0.5687990162585576,same
165,0.6885667883880132,same
166,0.6782462370726621,same
167,0.6986244996600106,same
168,0.6740168887874408,same
169,0.6089059259931416,same
170,0.5677605348439316,same
171,0.5947593000542001,same
172,0.6180512885593906,same
173,0.7056208041443387,same
174,0.7284000420199536,same
175,0.7202996787765265,same
176,0.7304918242874597,same
177,0.7080759494810481,same
178,0.7245326074522447,same
179,0.6950220280641393,same
180,0.7129430888702121,same
181,0.6592321374729945,same
182,0.698596889714491,same
183,0.6505298625105317,same
184,0.6405969292401982,same
185,0.62531637491844,same
186,0.6793482283978314,same
187,0.6344465887333859,same
188,0.67696637370487,same
189,0.6315670280799799,same
190,0.6372619453921156,same
191,0.651568037421918,same
192,0.5703969777345467,same
193,0.6384177665213188,same
194,0.6387224392372539,same
195,0.6786243147897844,same
196,0.6800874760533556,same
197,0.6894406069808399,same
198,0.6395161726374168,same
199,0.68294781351073,same
200,0.5886404168032088,same
201,0.6982254333811404,same
202,0.6051742451107225,same
203,0.6459155270818466,same
204,0.6153196477248261,same
205,0.5987084579928275,same
206,0.6612772556532044,same
207,0.6229536352202195,same
208,0.6003364873146304,same
209,0.6470987044997281,same
210,0.6037407553587538,same
211,0.5749067289671064,same
212,0.6685272120711669,same
213,0.628939926789746,same
214,0.5744304260134108,same
215,0.5956930236520349,same
216,0.6136947236349132,same
217,0.6494816268439315,same
218,0.48916525534406463,same
219,0.6670458773353191,same
220,0.5358674494458513,same
221,0.5450814173732377,same
222,0.5838630792197651,same
223,0.635425471111846,same
224,0.6866197470405452,same
225,0.5210940742244423,same
226,0.6736291184579016,same
227,0.6311429042021766,same
228,0.5305526249542506,same
229,0.6437200935273525,same
230,0.6587932841868673,same
231,0.5944584032698067,same
232,0.6617670742212645,same
233,0.5512159842252259,same
234,0.5384676095529197,same
235,0.5514124639290809,same
236,0.5431058153941396,same
237,0.6476920843176884,same
238,0.6034686680704615,same
239,0.4574601292050515,same
240,0.6101443468063406,same
241,0.4398303912623187,same
242,0.6012531345054479,same
243,0.7254899750846959,same
244,0.6474619239283618,same
245,0.5597499354545142,same
246,0.3354174964242361,same
247,0.6569664913631214,same
248,0.6417075954215087,same
249,0.4662963437608239,same
250,0.5654824761985883,same
251,0.6698038383438296,same
252,0.647872412258191,same
253,0.5954752981524806,same
254,0.5788236758087727,same
255,0.611674768151136,same
256,0.6823289035017772,same
257,0.5790330614576503,same
258,0.6745632136410867,same
259,0.7077065700991468,same
260,0.5156686047632101,same
261,0.332326953062973,same
262,0.6085811414441917,same
263,0.5825754279915094,same
264,0.4346784547487883,same
265,0.6426387467801125,same
266,0.6322384406638696,same
267,0.6525660921821824,same
268,0.5048488889265222,same
269,0.696007223398188,same
270,0.6744819962744364,same
271,0.6681603339412503,same
272,0.6941175537957466,same
273,0.4961585817580297,same
274,0.6154033980138688,same
275,0.6467516518126142,same
276,0.6700353954565096,same
277,0.6602651672534587,same
278,0.7272680661006032,same
279,0.6890363938144052,same
280,0.7279675477591346,same
281,0.4904015980574441,same
282,0.6588693634767391,same
283,0.6570010133393264,same
284,0.6748265932055917,same
285,0.6806394899716239,same
286,0.7386390904367276,same
287,0.7264338659415012,same
288,0.5453511419123064,same
289,0.6742367199851531,same
290,0.6777229670936049,same
291,0.668042731781493,same
292,0.675492621187972,same
293,0.7402530380171549,same
294,0.565508580418749,same
295,0.6695693704530268,same
296,0.6446584822681165,same
297,0.6736621452864437,same
298,0.6628410530520462,same
299,0.564982643545813,same
300,0.7072391543792259,same
301,0.6851649030407356,same
302,0.6949860704215264,same
303,0.6838389403272229,same
304,0.4908725918274047,same
305,0.46868005504950877,same
306,0.5297852990774687,same
307,0.4475229828244491,same
308,0.6746966093023669,same
309,0.6695028351200093,same
310,0.691847300959994,same
311,0.7416655038223112,same
312,0.7307840130680335,same
313,0.7178108189030354,same
314,0.7608809950971397,same
315,0.6790873390811364,same
316,0.6416795930173569,same
317,0.6905267935882506,same
318,0.6745306010155341,same
319,0.49924636734405164,same
320,0.39042434144501026,same
321,0.6533840631817244,same
322,0.624868294768991,same
323,0.69670342123194,same
324,0.6706814077746844,same
325,0.7079069194434541,same
326,0.6879920048707102,same
327,0.4786908714118309,same
328,0.3847999515447344,same
329,0.6819101052588616,same
330,0.646379680451804,same
331,0.6355783322112557,same
332,0.6912343189629093,same
333,0.6850492256621209,same
334,0.45622287376998166,same
335,0.4836954510153034,same
336,0.6902056942476944,same
337,0.6538796803966859,same
338,0.7584196234420009,same
339,0.7294701128055777,same
340,0.3266445630490279,same
341,0.34530563893240707,same
342,0.6749494197270378,same
343,0.7234103661531041,same
344,0.7671833141646516,same
345,0.4119048135324927,same
346,0.4242265582169045,same
347,0.7152899251751926,same
348,0.7097320092725122,same
349,0.4065677453328646,same
350,0.43810819798250694,same
351,0.6986666889685628,same
352,0.6858260055267985,same
353,0.4171792512066901,same
354,0.4466622322143629,same
355,0.31357746367742517,same
356,0.5142206067169012,same
357,0.46816111694060486,same
358,0.7214058655086232,same
359,0.5814557727827074,same
360,0.6520874653026415,same
361,0.6502617791902956,same
362,0.6812684238781704,same
363,0.5541434323391231,same
364,0.513176515783905,same
365,0.47892185720306585,same
366,0.41039821677125765,same
367,0.4469235412880187,same
368,0.6343436967382654,same
369,0.6324952596169077,same
370,0.5644676083797601,same
371,0.5535880238355974,same
372,0.6344506673049173,same
373,0.5371586998702749,same
374,0.5656783161956318,same
375,0.5955880200752554,same
376,0.7373445156017617,same
377,0.5937591626792527,same
378,0.5266647246875794,same
379,0.5577827907411185,same
380,0.5407538680980243,same
381,0.5041188740819268,same
382,0.5177967168471538,same
383,0.6229959260787263,same
384,0.6082551222380651,same
385,0.5736281302961593,same
386,0.5941243407033431,same
387,0.5581680325254552,same
388,0.5484973955835762,same
389,0.5526899935124558,same
390,0.6272791343136204,same
391,0.6070667177761881,same
392,0.5554931429637823,same
393,0.5606092674121342,same
394,0.6863896925794962,same
395,0.6818717931535064,same
396,0.7096798638210633,same
397,0.7015308302895626,same
398,0.6815093585033051,same
399,0.7445935872548889,same
400,0.6766836673738036,same
401,0.7506472811168761,same
402,0.7431066686774658,same
403,0.7720928214847068,same
404,0.7532221416999382,same
405,0.6825573309458299,same
406,0.7457141157286925,same
407,0.6885142070552795,same
408,0.43528893154997017,same
409,0.5214405691592182,same
410,0.7493132516946664,same
411,0.7553665851204826,same
412,0.7272995608947513,same
413,0.6926152028713536,same
414,0.7242042932667135,same
415,0.7288978982891283,same
416,0.4755792929500987,same
417,0.5695180688154314,same
418,0.7277240071708465,same
419,0.7483982829247412,same
420,0.7298095581327748,same
421,0.6996160079333416,same
422,0.6946604608458729,same
423,0.42616717580771435,same
424,0.541671626415325,same
425,0.6709413660739313,same
426,0.6863457929593987,same
427,0.6680744499177479,same
428,0.6970844737722267,same
429,0.4447402701142603,same
430,0.525218757074458,same
431,0.717263806443214,same
432,0.7305663600889862,same
433,0.7096537874560498,same
434,0.5783510318765714,same
435,0.6017353905297993,same
436,0.6612363968265133,same
437,0.6836798408127543,same
438,0.7466212759087156,same
439,0.5907579601771469,same
440,0.4012646147425266,same
441,0.41762520345738824,same
442,0.5158507516050743,same
443,0.5135305303525004,same
444,0.526057725497415,same
445,0.5769129510177514,same
446,0.7557671172817558,same
447,0.7109096153591784,same
448,0.7323851366060714,same
449,0.6075579179083562,same
450,0.038829181493820975,different
451,0.05578638113331684,different
452,0.04339944081467531,different
453,0.057105862171388355,different
454,0.04838333966296528,different
455,0.05999255784918849,different
456,0.03514657847695262,different
457,0.04122928834353341,different
458,0.027069696128608458,different
459,0.05912315698401942,different
460,0.06610705050722512,different
461,0.01878831542575414,different
462,0.005640906448382962,different
463,0.020972275857611005,different
464,0.0432259482920876,different
465,-0.007499026364758774,different
466,0.038591888400182496,different
467,-0.03743191960899648,different
468,-0.034415834163086065,different
469,0.014678206330090952,different
470,0.07066027300433218,different
471,0.08007307309982485,different
472,0.07939637613429962,different
473,0.10027991515399487,different
474,0.11134024122046127,different
475,0.06917619194280933,different
476,0.0851400846167248,different
477,0.09498781387741415,different
478,0.08991228275997613,different
479,0.10459624163029344,different
480,0.018087822582094945,different
481,0.0026240606457196224,different
482,0.00892617684512954,different
483,0.030263656750905265,different
484,0.016387882063537383,different
485,0.020651445820484803,different
486,0.03636373301558279,different
487,-0.006855520165857563,different
488,0.009018604374812701,different
489,-0.014328000589278538,different
490,0.011196355724358523,different
491,0.022958595065388332,different
492,0.023420788365513867,different
493,0.0014877853242707135,different
494,0.02295872802488231,different
495,0.007516120367968338,different
496,0.003959736287677981,different
497,0.018126242456434512,different
498,-0.010868956963535698,different
499,0.012133235989050231,different
500,-0.037471442904800666,different
501,-0.07344313437989533,different
502,-0.05864934515107527,different
503,-0.05696882846400611,different
504,-0.056924516840632156,different
505,-0.010335444261962933,different
506,-0.05134546959270757,different
507,-0.05822266913676392,different
508,-0.04135038775132066,different
509,-0.07020458122439982,different
510,-0.0270676416172904,different
511,-0.023976490424400372,different
512,0.0033271840515890134,different
513,-0.06961389301383,different
514,-0.04463034190777468,different
515,-0.028106338588608892,different
516,0.004165140285087193,different
517,0.06575140345235932,different
518,-0.019389710886933635,different
519,-0.020143216735156188,different
520,0.02087716428990272,different
521,0.03490854757259265,different
522,0.003809452483173629,different
523,-0.016303104815814977,different
524,0.026848411457978883,different
525,-0.016378221240708934,different
526,0.003959736287677981,different
527,-0.010856521057096436,different
528,-0.014140151690943037,different
529,-0.00016598787054628605,different
530,-0.056939958476446235,different
531,-0.04758779768186073,different
532,-0.007799367375775657,different
533,-0.0530767749113878,different
534,0.00195847958517355,different
535,0.05253951529863413,different
536,0.016309007606275502,different
537,-0.08242555743784155,different
538,-0.06288700224196295,different
539,-0.03420682867769824,different
540,0.027423628592976534,different
541,0.04605979437781643,different
542,0.0502611266579673,different
543,0.03108298616639302,different
544,0.047303062812176305,different
545,0.04629135435053266,different
546,0.04790574353958461,different
547,0.03403587436251918,different
548,0.03439416692040144,different
549,0.06312974443722436,different
550,0.010233422126069341,different
551,-0.0051346622310576556,different
552,-0.00045673624008293065,different
553,-0.0002588567952410076,different
554,0.009641664595469291,different
555,-0.00044468424786350147,different
556,0.030983540608842133,different
557,-0.04851800716063779,different
558,-0.04274026340657538,different
559,-0.01992615403452719,different
560,0.044337586012051594,different
561,0.03579236280453901,different
562,0.05006281746293314,different
563,0.05315895028073625,different
564,0.0684148213711594,different
565,0.07173386990899733,different
566,0.08644386509866782,different
567,0.06951512439890808,different
568,0.07391790112688791,different
569,0.07663925077527024,different
570,0.0024324497930237614,different
571,-0.027522269497271486,different
572,-0.011764371644146187,different
573,0.019169217999861803,different
574,0.006844088917551991,different
575,-0.01577361807519117,different
576,0.014313841154606226,different
577,-0.001923120046230879,different
578,-0.005944897692574845,different
579,-0.026843411515594984,different
580,0.03763510274497819,different
581,0.02572617498697066,different
582,0.013084903430311727,different
583,0.003652849342280726,different
584,0.013506940054562083,different
585,0.016982846339978534,different
586,0.02036692329002563,different
587,-0.0007368093424705134,different
588,0.0021866971124448187,different
589,0.03543809547406569,different
590,-0.039707905521232455,different
591,-0.05448261481789794,different
592,-0.053417445664546384,different
593,-0.052201242088069984,different
594,-0.04433632426534102,different
595,-0.009123568606050275,different
596,-0.05364798560806581,different
597,-0.04253184481202693,different
598,-0.045399973612346586,different
599,-0.07792768981939872,different
600,-0.014898286181673498,different
601,-0.029246058341440437,different
602,-0.04381822158775495,different
603,-0.07192109617489358,different
604,-0.07484159282726725,different
605,-0.0674188371281409,different
606,-0.0022249624692982453,different
607,0.02341259773872543,different
608,-0.04128068826795785,different
609,-0.050375697678657926,different
610,0.0025552355844467097,different
611,0.016240825461578658,different
612,0.01587857222783778,different
613,-0.01451612968203717,different
614,0.030373578540128583,different
615,-0.040504525491443746,different
616,0.0003865648091026485,different
617,0.014051275816830718,different
618,0.011065499666119926,different
619,0.0017135288929392934,different
620,-0.08173501152148109,different
621,-0.08737837676744195,different
622,-0.05814865259388164,different
623,-0.07879715574309165,different
624,-0.05655027923104281,different
625,0.00030801175213128387,different
626,-0.01408480427251732,different
627,-0.10499978881639792,different
628,-0.09149501027910344,different
629,-0.07903975206956741,different
630,-0.003253030581650475,different
631,0.01519246011372899,different
632,0.016160686053725008,different
633,0.00940933974685518,different
634,0.005243294934337559,different
635,0.011261038748597766,different
636,-0.004945880391723286,different
637,0.006114399718647945,different
638,-0.019784637320301373,different
639,0.028241048016143522,different
640,0.008425324047964849,different
641,0.025949223534847705,different
642,0.02833541394729035,different
643,0.030132713540923287,different
644,0.03677366034961649,different
645,0.021424500163875523,different
646,0.05496405852061261,different
647,-0.0087994092478434,different
648,0.007451671265314415,different
649,0.019746527698237325,different
650,0.05954217061749928,different
651,0.05854790781072378,different
652,0.06255835297192779,different
653,0.0667395856727432,different
654,0.05250785767101088,different
655,0.06568810106317446,different
656,0.04033659940851142,different
657,0.0548989680574472,different
658,0.029978193915611965,different
659,0.0726032259261136,different
660,0.04099679019201338,different
661,0.034189140396389234,different
662,0.031701654953654144,different
663,0.03752476878739872,different
664,0.051383683263471897,different
665,0.032069247804459175,different
666,0.019911864362933216,different
667,0.040534363154530156,different
668,0.02562037242996692,different
669,0.028604435325205905,different
670,0.043158711868966165,different
671,0.03867623863730295,different
672,0.0724106059289776,different
673,0.009247459951972957,different
674,0.06058499832821948,different
675,0.0735566043526457,different
676,0.06522474025162647,different
677,0.020247289657724137,different
678,-0.012308351204615594,different
679,0.05049682652067838,different
680,-0.05008727109973358,different
681,-0.06316600979102031,different
682,-0.0705934818600179,different
683,-0.0724738069253301,different
684,-0.06673930712520215,different
685,-0.0490438856712983,different
686,-0.05459590145959047,different
687,-0.05172097831176191,different
688,-0.040241845098936004,different
689,-0.0658114702566535,different
690,-0.016182041212121922,different
691,-0.02148623092766187,different
692,-0.029532104921168614,different
693,-0.08364314294270116,different
694,-0.052925193776017024,different
695,-0.04023386335724496,different
696,0.01958639856433821,different
697,0.014981332612192814,different
698,-0.042548990058580295,different
699,-0.06120370833078496,different
700,-0.006466983689788391,different
701,0.032148457093256415,different
702,0.011056459619219723,different
703,-0.0018414844276705652,different
704,0.0318201202325731,different
705,0.014800124606719384,different
706,0.049085092602772634,different
707,0.04448415087472416,different
708,0.06600053005540042,different
709,0.04514448565575155,different
710,-0.06364091692427058,different
711,-0.05837908937291652,different
712,-0.030769140269679647,different
713,-0.07422657725727735,different
714,-0.01698284399926757,different
715,0.015630594888008102,different
716,-0.003878051380906229,different
717,-0.07835805882492004,different
718,-0.07832781988048286,different
719,-0.04407316611123832,different
720,-0.008684532018568386,different
721,0.02081423778825843,different
722,0.036041482805954185,different
723,-0.013183440136622827,different
724,0.02557003862632326,different
725,-0.002757407715969434,different
726,-0.02452079630854895,different
727,0.03385802017205005,different
728,-0.02159171606832904,different
729,0.042188082560436185,different
730,-0.03544364691584922,different
731,0.0016331757667390908,different
732,-0.02247055178902694,different
733,-0.0199651017306848,different
734,-0.012178284315148351,different
735,-0.02137878914278954,different
736,0.02074109962680656,different
737,0.0091724962866015,different
738,-0.022897452674115637,different
739,-0.009133845883059337,different
740,0.07357020981269374,different
741,0.0590459395794382,different
742,0.06749161288886045,different
743,0.05931694460283541,different
744,0.04425216239843478,different
745,0.11228245179624993,different
746,0.06528018537993496,different
747,0.03740492238835979,different
748,0.05382388516383587,different
749,0.06428172206459436,different
750,-0.003604007262294534,different
751,0.002120405422355509,different
752,-0.021536008909999352,different
753,0.016696010196188164,different
754,0.01661293228877142,different
755,-0.004544019584144859,different
756,-0.01885526879794479,different
757,0.01527037820626012,different
758,-0.014250351608767418,different
759,0.011686497021418855,different
760,0.07257856071707547,different
761,0.12407799165595935,different
762,0.12055492530353458,different
763,0.027697745691215452,different
764,0.07022451100216678,different
765,0.11876347996185041,different
766,0.11040901776088054,different
767,0.04881545247405267,different
768,0.0016011194292966065,different
769,0.09533558960138716,different
770,-0.06156095627912683,different
771,-0.05111913964651459,different
772,-0.035697315532089706,different
773,-0.05767917937862502,different
774,-0.06253439702970809,different
775,-0.045444343494625714,different
776,-0.036049252877766925,different
777,-0.05277730118931224,different
778,-0.056666255411320116,different
779,-0.039671655549437725,different
780,0.017170474218259665,different
781,0.00019339640420042793,different
782,-0.014262881076816065,different
783,-0.057256417009712936,different
784,-0.04495815473539763,different
785,-0.04030725904080484,different
786,0.02534860413736435,different
787,-0.016361862040921268,different
788,-0.0460344978476287,different
789,-0.057372680587369086,different
790,-0.03841880081565205,different
791,0.020743836225293105,different
792,-0.0079300051371806,different
793,-0.026579324198558213,different
794,0.010883643144715918,different
795,-0.01259186107676248,different
796,0.040741631535342916,different
797,0.005254116740072226,different
798,0.018030785906954793,different
799,0.015209810648714671,different
800,-0.07882742210337056,different
801,-0.0810677319593856,different
802,-0.033817178170049464,different
803,-0.08961871384167287,different
804,-0.06848445503635026,different
805,-0.047695292677817774,different
806,-0.02688608775558935,different
807,-0.0792166210186934,different
808,-0.08253060559970773,different
809,-0.07890990922109953,different
810,0.019067311552846467,different
811,0.029229892243000564,different
812,0.03861740917955983,different
813,0.031091489572512367,different
814,0.026692738797110267,different
815,0.03274134802959005,different
816,0.021588839764462752,different
817,0.011537487208800892,different
818,0.02723660287949482,different
819,0.042278010027844815,different
820,0.025851550133814405,different
821,0.026656614963787788,different
822,0.011592747950956654,different
823,0.028193172967648766,different
824,0.03971301327509494,different
825,0.019706625754691412,different
826,0.027209117583208223,different
827,-0.03355579323229187,different
828,-0.0011928084561936307,different
829,0.003895650984160802,different
830,0.021876050038669534,different
831,0.017338673574499284,different
832,0.03848084639054569,different
833,0.04038794822482256,different
834,0.05254335605228233,different
835,0.050628496095940854,different
836,0.05907415539410455,different
837,0.03000146836073144,different
838,0.02891558373225867,different
839,0.04595943780281541,different
840,0.03779812614833757,different
841,-0.0019020473272691307,different
842,0.029080596885780637,different
843,0.039756300292893246,different
844,0.030172602443992384,different
845,0.013123817552760458,different
846,0.05155672140198021,different
847,0.02305971041253828,different
848,0.034243315815550804,different
849,0.013961219225527437,different
850,0.02946963727513103,different
851,0.010518125130256925,different
852,0.016799072146964536,different
853,-0.00026575569798104027,different
854,0.028169488303483592,different
855,0.009941206683490736,different
856,0.027178343594199128,different
857,-5.608037538120275e-05,different
858,-0.0068250074343694025,different
859,0.02455842164587981,different
860,-0.06373108241413623,different
861,-0.09046035627067515,different
862,-0.0889432219964939,different
863,-0.07276002673905868,different
864,-0.06683893312926,different
865,-0.04466839993925647,different
866,-0.08435531986190328,different
867,-0.08402664721946526,different
868,-0.06098778586957197,different
869,-0.09728063959379217,different
870,-0.04512600789702058,different
871,-0.04773323009461205,different
872,-0.04873024515718891,different
873,-0.09533383510677908,different
874,-0.08060292039493852,different
875,-0.05844192498469078,different
876,-0.00708268926626667,different
877,0.0036308726573577644,different
878,-0.0543661659493205,different
879,-0.0665473012432772,different
880,0.04906035967443268,different
881,0.04118736732731875,different
882,0.047635780713664304,different
883,0.03353789843381246,different
884,0.08071328812475376,different
885,0.03931797658711432,different
886,0.06607278787586991,different
887,0.05770500032723277,different
888,0.062062557320817176,different
889,0.07758426535262747,different
890,-0.07683608868363925,different
891,-0.06695684593852214,different
892,-0.050795741142271304,different
893,-0.06327784594480258,different
894,-0.04758924784576945,different
895,0.0011694630484494338,different
896,-0.006465799988702764,different
897,-0.08831906864489181,different
898,-0.08847250297194939,different
899,-0.0589319630354166,different
900,0.011470334823907535,different
901,0.048096807509806216,different
902,0.05713933033003075,different
903,0.009666616001838187,different
904,0.059285306264042256,different
905,0.047585108281066074,different
906,0.021328056081301137,different
907,0.019480008180798935,different
908,0.004159779245305142,different
909,0.07006359405591277,different
910,-0.018723139962331943,different
911,0.011618365464742647,different
912,0.009476966660747776,different
913,0.0075652413435994634,different
914,0.01967171780030051,different
915,0.008963097960214515,different
916,0.015359055097258998,different
917,-0.02829664823630559,different
918,-0.015699285130133675,different
919,-0.007882332898604086,different
920,0.06444855856809718,different
921,0.06359744484946629,different
922,0.0725542834753072,different
923,0.05842580934891868,different
924,0.06441026298575887,different
925,0.1071437869838753,different
926,0.06024989001351304,different
927,0.06031445837911079,different
928,0.059236013233102174,different
929,0.07539165938156026,different
930,0.0425784365573665,different
931,0.017778210295608315,different
932,0.04482531228289489,different
933,0.04057926038575694,different
934,0.0491360909374947,different
935,0.02237365622782801,different
936,0.03207214468784747,different
937,0.03063466923162101,different
938,0.015467061123917849,different
939,0.012972107086306296,different
940,0.058383499481845104,different
941,0.06677050937891957,different
942,0.04995136411997852,different
943,0.0034091557531213375,different
944,0.012455108024265348,different
945,0.04265960827062176,different
946,0.0405054582269319,different
947,0.005227138371220444,different
948,-0.013785122637285097,different
949,0.05119281064342164,different
950,-0.025298455184179447,different
951,-0.05589674034943986,different
952,-0.04752329220234578,different
953,-0.040796227468102936,different
954,-0.035918618849101525,different
955,-0.03035094384111668,different
956,-0.047566939705217255,different
957,-0.04142627609108989,different
958,-0.03047484143879798,different
959,-0.05777135057529491,different
960,-0.018605083648039835,different
961,-0.03285922569808219,different
962,-0.04912605974155968,different
963,-0.07427918788747355,different
964,-0.06943909098148546,different
965,-0.05337025047766315,different
966,-0.013585222013786181,different
967,-0.014786651979965343,different
968,-0.06791519103764274,different
969,-0.053635150500950406,different
970,-0.014584748242872184,different
971,0.01625769410305979,different
972,-0.002012930537617271,different
973,-0.023915283770814588,different
974,0.038409624164427544,different
975,-0.039449227482532774,different
976,0.017231033299527184,different
977,0.017737824940610904,different
978,0.020501323276784264,different
979,0.026389768102740976,different
980,-0.06030852166174006,different
981,-0.06611139882164002,different
982,-0.03372968093947696,different
983,-0.05510403142175328,different
984,-0.031826219713553296,different
985,0.013952310968578173,different
986,-0.006258667359906485,different
987,-0.08006599252129934,different
988,-0.07882572626861079,different
989,-0.053286124214080376,different
990,0.03487522295406992,different
991,0.06731440139444976,different
992,0.06836886252406946,different
993,0.06834660741813181,different
994,0.05744805771545537,different
995,0.06936960628278105,different
996,0.06474686722705635,different
997,0.050257984998776234,different
998,0.059493466397721045,different
999,0.06095021769498879,different
1000,0.028270848002115427,different
1001,0.017793614448271412,different
1002,0.01364828797128772,different
1003,0.010648182385795442,different
1004,0.04180256132082141,different
1005,0.016375366782145722,different
1006,0.021368505076371745,different
1007,-0.031178180585642708,different
1008,-0.01590298229643002,different
1009,0.004158970340294344,different
1010,0.052268662487024053,different
1011,0.04403561931014714,different
1012,0.049860878648654565,different
1013,0.05051842841050067,different
1014,0.06565971349471311,different
1015,0.0972363040196359,different
1016,0.07523959076702698,different
1017,0.0646004466204939,different
1018,0.07063600204778907,different
1019,0.08235283734180716,different
1020,0.03988068276102189,different
1021,0.01130787212699267,different
1022,0.04179424973233706,different
1023,0.04189237714236803,different
1024,0.04126023968322849,different
1025,0.013383265823113374,different
1026,0.06440635787231522,different
1027,0.027173552041982078,different
1028,0.02254695574442423,different
1029,0.0027136622997956917,different
1030,0.041935521366076055,different
1031,0.04481179411902886,different
1032,0.0063685620483223335,different
1033,-0.013449989458914487,different
1034,0.025908465685862477,different
1035,0.002211814495280883,different
1036,0.017651911383819503,different
1037,0.015283321581197032,different
1038,0.018490624582591448,different
1039,0.034097088257945364,different
1040,-0.056505197871632974,different
1041,-0.07962378918298689,different
1042,-0.07531521970813354,different
1043,-0.06418073304697217,different
1044,-0.06492296457458183,different
1045,-0.040836582279034354,different
1046,-0.07703828025864654,different
1047,-0.0767702396523127,different
1048,-0.07083233704204137,different
1049,-0.0970726360369621,different
1050,-0.029969321210391697,different
1051,-0.04752088479104122,different
1052,-0.0352196272942282,different
