,Microhomology,Group
3294,0,HGT_Junction
3295,1,Expected
3296,0,HGT_Junction
3297,1,Expected
3298,0,HGT_Junction
3299,6,Expected
3300,4,HGT_Junction
3301,3,Expected
3302,0,HGT_Junction
3303,3,Expected
3304,1,HGT_Junction
3305,0,Expected
3306,7,HGT_Junction
3307,0,Expected
3308,0,HGT_Junction
3309,1,Expected
3310,0,HGT_Junction
3311,0,Expected
3312,1,HGT_Junction
3313,1,Expected
3314,0,HGT_Junction
3315,0,Expected
3316,18,HGT_Junction
3317,7,Expected
3318,0,HGT_Junction
3319,0,Expected
3320,2,HGT_Junction
3321,0,Expected
3322,1,HGT_Junction
3323,4,Expected
3324,0,HGT_Junction
3325,1,Expected
3326,10,HGT_Junction
3327,0,Expected
3328,4,HGT_Junction
3329,3,Expected
3330,7,HGT_Junction
3331,1,Expected
3332,2,HGT_Junction
3333,6,Expected
3334,1,HGT_Junction
3335,2,Expected
3336,1,HGT_Junction
3337,0,Expected
3338,7,HGT_Junction
3339,1,Expected
3340,1,HGT_Junction
3341,0,Expected
3342,4,HGT_Junction
3343,1,Expected
3344,20,HGT_Junction
3345,2,Expected
3346,1,HGT_Junction
3347,1,Expected
3348,0,HGT_Junction
3349,2,Expected
3350,4,HGT_Junction
3351,1,Expected
3352,1,HGT_Junction
3353,0,Expected
3354,4,HGT_Junction
3355,2,Expected
3356,1,HGT_Junction
3357,1,Expected
3358,20,HGT_Junction
3359,1,Expected
3360,1,HGT_Junction
3361,2,Expected
3362,5,HGT_Junction
3363,0,Expected
3364,2,HGT_Junction
3365,0,Expected
3366,1,HGT_Junction
3367,0,Expected
3368,2,HGT_Junction
3369,0,Expected
3370,4,HGT_Junction
3371,1,Expected
3372,0,HGT_Junction
3373,0,Expected
3374,0,HGT_Junction
3375,0,Expected
3376,7,HGT_Junction
3377,1,Expected
3378,6,HGT_Junction
3379,0,Expected
3380,4,HGT_Junction
3381,2,Expected
3382,0,HGT_Junction
3383,0,Expected
3384,16,HGT_Junction
3385,7,Expected
3386,1,HGT_Junction
3387,2,Expected
3388,7,HGT_Junction
3389,4,Expected
3390,0,HGT_Junction
3391,0,Expected
3392,1,HGT_Junction
3393,1,Expected
3394,0,HGT_Junction
3395,1,Expected
3396,11,HGT_Junction
3397,0,Expected
3398,10,HGT_Junction
3399,0,Expected
3400,2,HGT_Junction
3401,6,Expected
3402,1,HGT_Junction
3403,1,Expected
3404,2,HGT_Junction
3405,1,Expected
3406,1,HGT_Junction
3407,0,Expected
3408,2,HGT_Junction
3409,0,Expected
3410,1,HGT_Junction
3411,4,Expected
3412,0,HGT_Junction
3413,1,Expected
3414,0,HGT_Junction
3415,2,Expected
3416,0,HGT_Junction
3417,0,Expected
3418,7,HGT_Junction
3419,0,Expected
3420,0,HGT_Junction
3421,2,Expected
3422,1,HGT_Junction
3423,5,Expected
3424,4,HGT_Junction
3425,1,Expected
3426,3,HGT_Junction
3427,2,Expected
3428,2,HGT_Junction
3429,1,Expected
3430,0,HGT_Junction
3431,4,Expected
3432,0,HGT_Junction
3433,4,Expected
3434,0,HGT_Junction
3435,1,Expected
3436,0,HGT_Junction
3437,1,Expected
3438,1,HGT_Junction
3439,1,Expected
3440,1,HGT_Junction
3441,0,Expected
3442,2,HGT_Junction
3443,0,Expected
3444,1,HGT_Junction
3445,1,Expected
3446,18,HGT_Junction
3447,1,Expected
3448,19,HGT_Junction
3449,1,Expected
3450,0,HGT_Junction
3451,2,Expected
3452,1,HGT_Junction
3453,2,Expected
3454,5,HGT_Junction
3455,2,Expected
3456,1,HGT_Junction
3457,2,Expected
3458,0,HGT_Junction
3459,3,Expected
3460,4,HGT_Junction
3461,0,Expected
3462,4,HGT_Junction
3463,1,Expected
3464,1,HGT_Junction
3465,7,Expected
3466,0,HGT_Junction
3467,1,Expected
3468,0,HGT_Junction
3469,2,Expected
3470,4,HGT_Junction
3471,0,Expected
3472,4,HGT_Junction
3473,1,Expected
3474,0,HGT_Junction
3475,1,Expected
3476,1,HGT_Junction
3477,0,Expected
3478,2,HGT_Junction
3479,0,Expected
3480,0,HGT_Junction
3481,0,Expected
3482,4,HGT_Junction
3483,1,Expected
3484,0,HGT_Junction
3485,1,Expected
3486,11,HGT_Junction
3487,5,Expected
3488,1,HGT_Junction
3489,0,Expected
3490,3,HGT_Junction
3491,0,Expected
3492,7,HGT_Junction
3493,0,Expected
3494,0,HGT_Junction
3495,1,Expected
3496,0,HGT_Junction
3497,1,Expected
3498,2,HGT_Junction
3499,0,Expected
3500,0,HGT_Junction
3501,0,Expected
3502,0,HGT_Junction
3503,0,Expected
3504,1,HGT_Junction
3505,1,Expected
3506,1,HGT_Junction
3507,11,Expected
3508,0,HGT_Junction
3509,4,Expected
3510,0,HGT_Junction
3511,0,Expected
3512,1,HGT_Junction
3513,2,Expected
3514,0,HGT_Junction
3515,0,Expected
3516,1,HGT_Junction
3517,4,Expected
3518,4,HGT_Junction
3519,0,Expected
3520,1,HGT_Junction
3521,1,Expected
3522,0,HGT_Junction
3523,0,Expected
3524,3,HGT_Junction
3525,1,Expected
3526,1,HGT_Junction
3527,0,Expected
3528,1,HGT_Junction
3529,2,Expected
3530,1,HGT_Junction
3531,0,Expected
3532,2,HGT_Junction
3533,0,Expected
3534,11,HGT_Junction
3535,2,Expected
3536,0,HGT_Junction
3537,1,Expected
3538,0,HGT_Junction
3539,0,Expected
3540,0,HGT_Junction
3541,0,Expected
3542,11,HGT_Junction
3543,2,Expected
3544,7,HGT_Junction
3545,1,Expected
3546,1,HGT_Junction
3547,2,Expected
3548,1,HGT_Junction
3549,3,Expected
3550,6,HGT_Junction
3551,1,Expected
3552,0,HGT_Junction
3553,7,Expected
3554,4,HGT_Junction
3555,0,Expected
3556,0,HGT_Junction
3557,2,Expected
3558,1,HGT_Junction
3559,0,Expected
3560,1,HGT_Junction
3561,1,Expected
3562,1,HGT_Junction
3563,0,Expected
3564,0,HGT_Junction
3565,1,Expected
3566,4,HGT_Junction
3567,1,Expected
3568,5,HGT_Junction
3569,0,Expected
3570,0,HGT_Junction
3571,1,Expected
3572,20,HGT_Junction
3573,0,Expected
3574,0,HGT_Junction
3575,1,Expected
3576,0,HGT_Junction
3577,1,Expected
3578,5,HGT_Junction
3579,0,Expected
3580,4,HGT_Junction
3581,1,Expected
3582,2,HGT_Junction
3583,1,Expected
3584,5,HGT_Junction
3585,1,Expected
3586,4,HGT_Junction
3587,0,Expected
3588,4,HGT_Junction
3589,1,Expected
3590,1,HGT_Junction
3591,1,Expected
3592,0,HGT_Junction
3593,0,Expected
3594,5,HGT_Junction
3595,2,Expected
3596,1,HGT_Junction
3597,0,Expected
3598,10,HGT_Junction
3599,0,Expected
3600,0,HGT_Junction
3601,0,Expected
3602,0,HGT_Junction
3603,1,Expected
3604,1,HGT_Junction
3605,3,Expected
3606,0,HGT_Junction
3607,0,Expected
3608,2,HGT_Junction
3609,2,Expected
3610,1,HGT_Junction
3611,2,Expected
3612,0,HGT_Junction
3613,4,Expected
3614,12,HGT_Junction
3615,2,Expected
3616,1,HGT_Junction
3617,0,Expected
3618,1,HGT_Junction
3619,0,Expected
3620,0,HGT_Junction
3621,0,Expected
3622,4,HGT_Junction
3623,0,Expected
3624,1,HGT_Junction
3625,1,Expected
3626,0,HGT_Junction
3627,0,Expected
3628,0,HGT_Junction
3629,1,Expected
3630,0,HGT_Junction
3631,0,Expected
3632,2,HGT_Junction
3633,1,Expected
3634,1,HGT_Junction
3635,1,Expected
3636,1,HGT_Junction
3637,0,Expected
3638,0,HGT_Junction
3639,0,Expected
3640,2,HGT_Junction
3641,0,Expected
3642,4,HGT_Junction
3643,1,Expected
3644,7,HGT_Junction
3645,5,Expected
3646,0,HGT_Junction
3647,0,Expected
3648,0,HGT_Junction
3649,1,Expected
3650,20,HGT_Junction
3651,1,Expected
3652,1,HGT_Junction
3653,6,Expected
3654,9,HGT_Junction
3655,1,Expected
3656,1,HGT_Junction
3657,2,Expected
3658,1,HGT_Junction
3659,0,Expected
3660,1,HGT_Junction
3661,1,Expected
3662,0,HGT_Junction
3663,0,Expected
3664,0,HGT_Junction
3665,1,Expected
3666,2,HGT_Junction
3667,0,Expected
3668,20,HGT_Junction
3669,0,Expected
3670,1,HGT_Junction
3671,1,Expected
3672,4,HGT_Junction
3673,4,Expected
3674,3,HGT_Junction
3675,1,Expected
3676,4,HGT_Junction
3677,0,Expected
3678,3,HGT_Junction
3679,3,Expected
3680,20,HGT_Junction
3681,9,Expected
3682,0,HGT_Junction
3683,0,Expected
3684,0,HGT_Junction
3685,2,Expected
3686,20,HGT_Junction
3687,0,Expected
3688,2,HGT_Junction
3689,1,Expected
3690,4,HGT_Junction
3691,0,Expected
3692,18,HGT_Junction
3693,0,Expected
3694,1,HGT_Junction
3695,0,Expected
3696,1,HGT_Junction
3697,1,Expected
3698,2,HGT_Junction
3699,7,Expected
3700,1,HGT_Junction
3701,0,Expected
3702,7,HGT_Junction
3703,0,Expected
3704,0,HGT_Junction
3705,0,Expected
3706,20,HGT_Junction
3707,0,Expected
3708,7,HGT_Junction
3709,1,Expected
3710,1,HGT_Junction
3711,4,Expected
3712,11,HGT_Junction
3713,0,Expected
3714,5,HGT_Junction
3715,2,Expected
3716,1,HGT_Junction
3717,5,Expected
3718,1,HGT_Junction
3719,4,Expected
3720,0,HGT_Junction
3721,4,Expected
3722,0,HGT_Junction
3723,0,Expected
3724,0,HGT_Junction
3725,1,Expected
3726,1,HGT_Junction
3727,0,Expected
3728,9,HGT_Junction
3729,0,Expected
3730,0,HGT_Junction
3731,0,Expected
3732,0,HGT_Junction
3733,0,Expected
3734,10,HGT_Junction
3735,0,Expected
3736,0,HGT_Junction
3737,0,Expected
3738,2,HGT_Junction
3739,1,Expected
3740,0,HGT_Junction
3741,1,Expected
3742,5,HGT_Junction
3743,0,Expected
3744,7,HGT_Junction
3745,2,Expected
3746,0,HGT_Junction
3747,2,Expected
3748,4,HGT_Junction
3749,1,Expected
3750,1,HGT_Junction
3751,0,Expected
3752,1,HGT_Junction
3753,0,Expected
3754,1,HGT_Junction
3755,0,Expected
3756,20,HGT_Junction
3757,4,Expected
3758,0,HGT_Junction
3759,2,Expected
3760,2,HGT_Junction
3761,1,Expected
3762,7,HGT_Junction
3763,1,Expected
3764,0,HGT_Junction
3765,0,Expected
3766,0,HGT_Junction
3767,1,Expected
3768,0,HGT_Junction
3769,1,Expected
3770,0,HGT_Junction
3771,0,Expected
3772,0,HGT_Junction
3773,5,Expected
3774,4,HGT_Junction
3775,1,Expected
3776,0,HGT_Junction
3777,1,Expected
3778,0,HGT_Junction
3779,1,Expected
3780,0,HGT_Junction
3781,0,Expected
3782,2,HGT_Junction
3783,0,Expected
3784,1,HGT_Junction
3785,0,Expected
3786,0,HGT_Junction
3787,4,Expected
3788,1,HGT_Junction
3789,1,Expected
3790,0,HGT_Junction
3791,4,Expected
3792,1,HGT_Junction
3793,5,Expected
3794,0,HGT_Junction
3795,0,Expected
3796,0,HGT_Junction
3797,4,Expected
3798,20,HGT_Junction
3799,0,Expected
3800,2,HGT_Junction
3801,2,Expected
3802,2,HGT_Junction
3803,1,Expected
3804,20,HGT_Junction
3805,0,Expected
3806,1,HGT_Junction
3807,2,Expected
3808,11,HGT_Junction
3809,0,Expected
3810,7,HGT_Junction
3811,0,Expected
3812,1,HGT_Junction
3813,0,Expected
3814,2,HGT_Junction
3815,0,Expected
3816,0,HGT_Junction
3817,0,Expected
3818,1,HGT_Junction
3819,0,Expected
3820,1,HGT_Junction
3821,0,Expected
3822,4,HGT_Junction
3823,0,Expected
3824,1,HGT_Junction
3825,4,Expected
3826,3,HGT_Junction
3827,2,Expected
3828,0,HGT_Junction
3829,2,Expected
3830,0,HGT_Junction
3831,0,Expected
3832,7,HGT_Junction
3833,1,Expected
3834,2,HGT_Junction
3835,1,Expected
3836,0,HGT_Junction
3837,1,Expected
3838,3,HGT_Junction
3839,1,Expected
3840,2,HGT_Junction
3841,0,Expected
3842,1,HGT_Junction
3843,2,Expected
3844,0,HGT_Junction
3845,0,Expected
3846,0,HGT_Junction
3847,0,Expected
3848,1,HGT_Junction
3849,0,Expected
3850,1,HGT_Junction
3851,3,Expected
3852,0,HGT_Junction
3853,1,Expected
3854,2,HGT_Junction
3855,1,Expected
3856,0,HGT_Junction
3857,0,Expected
3858,18,HGT_Junction
3859,1,Expected
3860,2,HGT_Junction
3861,1,Expected
3862,15,HGT_Junction
3863,0,Expected
3864,0,HGT_Junction
3865,0,Expected
3866,0,HGT_Junction
3867,4,Expected
3868,20,HGT_Junction
3869,1,Expected
3870,1,HGT_Junction
3871,5,Expected
3872,1,HGT_Junction
3873,2,Expected
3874,0,HGT_Junction
3875,1,Expected
3876,3,HGT_Junction
3877,0,Expected
3878,19,HGT_Junction
3879,0,Expected
3880,0,HGT_Junction
3881,1,Expected
3882,0,HGT_Junction
3883,1,Expected
3884,1,HGT_Junction
3885,0,Expected
3886,4,HGT_Junction
3887,1,Expected
3888,0,HGT_Junction
3889,0,Expected
3890,0,HGT_Junction
3891,1,Expected
3892,1,HGT_Junction
3893,1,Expected
3894,1,HGT_Junction
3895,5,Expected
3896,0,HGT_Junction
3897,1,Expected
3898,1,HGT_Junction
3899,1,Expected
3900,7,HGT_Junction
3901,0,Expected
3902,2,HGT_Junction
3903,1,Expected
3904,20,HGT_Junction
3905,1,Expected
3906,4,HGT_Junction
3907,0,Expected
3908,5,HGT_Junction
3909,1,Expected
3910,12,HGT_Junction
3911,0,Expected
3912,17,HGT_Junction
3913,0,Expected
3914,2,HGT_Junction
3915,4,Expected
3916,1,HGT_Junction
3917,0,Expected
3918,9,HGT_Junction
3919,0,Expected
3920,0,HGT_Junction
3921,4,Expected
3922,0,HGT_Junction
3923,1,Expected
3924,0,HGT_Junction
3925,7,Expected
3926,2,HGT_Junction
3927,1,Expected
3928,1,HGT_Junction
3929,4,Expected
3930,2,HGT_Junction
3931,0,Expected
3932,0,HGT_Junction
3933,0,Expected
3934,12,HGT_Junction
3935,0,Expected
3936,0,HGT_Junction
3937,0,Expected
3938,3,HGT_Junction
3939,1,Expected
3940,3,HGT_Junction
3941,2,Expected
3942,18,HGT_Junction
3943,4,Expected
3944,7,HGT_Junction
3945,13,Expected
3946,0,HGT_Junction
3947,1,Expected
3948,1,HGT_Junction
3949,8,Expected
3950,1,HGT_Junction
3951,1,Expected
3952,1,HGT_Junction
3953,0,Expected
3954,1,HGT_Junction
3955,1,Expected
3956,18,HGT_Junction
3957,1,Expected
3958,17,HGT_Junction
3959,0,Expected
3960,1,HGT_Junction
3961,4,Expected
3962,0,HGT_Junction
3963,1,Expected
3964,0,HGT_Junction
3965,16,Expected
3966,4,HGT_Junction
3967,0,Expected
3968,1,HGT_Junction
3969,0,Expected
3970,1,HGT_Junction
3971,0,Expected
3972,0,HGT_Junction
3973,1,Expected
3974,4,HGT_Junction
3975,5,Expected
3976,18,HGT_Junction
3977,1,Expected
3978,2,HGT_Junction
3979,1,Expected
3980,0,HGT_Junction
3981,0,Expected
3982,0,HGT_Junction
3983,10,Expected
3984,0,HGT_Junction
3985,1,Expected
3986,0,HGT_Junction
3987,1,Expected
3988,9,HGT_Junction
3989,1,Expected
3990,20,HGT_Junction
3991,1,Expected
3992,1,HGT_Junction
3993,2,Expected
3994,0,HGT_Junction
3995,1,Expected
3996,9,HGT_Junction
3997,0,Expected
3998,4,HGT_Junction
3999,1,Expected
4000,20,HGT_Junction
4001,1,Expected
4002,3,HGT_Junction
4003,0,Expected
4004,1,HGT_Junction
4005,0,Expected
4006,10,HGT_Junction
4007,0,Expected
4008,18,HGT_Junction
4009,0,Expected
4010,0,HGT_Junction
4011,0,Expected
4012,0,HGT_Junction
4013,0,Expected
4014,0,HGT_Junction
4015,0,Expected
4016,2,HGT_Junction
4017,2,Expected
4018,0,HGT_Junction
4019,0,Expected
4020,0,HGT_Junction
4021,1,Expected
4022,0,HGT_Junction
4023,2,Expected
4024,0,HGT_Junction
4025,1,Expected
4026,0,HGT_Junction
4027,1,Expected
4028,1,HGT_Junction
4029,2,Expected
4030,1,HGT_Junction
4031,0,Expected
4032,5,HGT_Junction
4033,4,Expected
4034,1,HGT_Junction
4035,1,Expected
4036,19,HGT_Junction
4037,1,Expected
4038,9,HGT_Junction
4039,9,Expected
4040,2,HGT_Junction
4041,0,Expected
4042,2,HGT_Junction
4043,2,Expected
4044,0,HGT_Junction
4045,0,Expected
4046,1,HGT_Junction
4047,0,Expected
4048,3,HGT_Junction
4049,1,Expected
4050,0,HGT_Junction
4051,9,Expected
4052,1,HGT_Junction
4053,1,Expected
4054,2,HGT_Junction
4055,1,Expected
4056,5,HGT_Junction
4057,0,Expected
4058,16,HGT_Junction
4059,4,Expected
4060,1,HGT_Junction
4061,0,Expected
4062,20,HGT_Junction
4063,0,Expected
4064,2,HGT_Junction
4065,0,Expected
4066,1,HGT_Junction
4067,0,Expected
4068,1,HGT_Junction
4069,2,Expected
4070,5,HGT_Junction
4071,1,Expected
4072,8,HGT_Junction
4073,0,Expected
4074,10,HGT_Junction
4075,10,Expected
4076,0,HGT_Junction
4077,1,Expected
4078,2,HGT_Junction
4079,0,Expected
4080,0,HGT_Junction
4081,1,Expected
4082,1,HGT_Junction
4083,4,Expected
4084,4,HGT_Junction
4085,0,Expected
4086,2,HGT_Junction
4087,1,Expected
4088,10,HGT_Junction
4089,0,Expected
4090,20,HGT_Junction
4091,0,Expected
4092,1,HGT_Junction
4093,1,Expected
4094,1,HGT_Junction
4095,3,Expected
4096,4,HGT_Junction
4097,5,Expected
4098,1,HGT_Junction
4099,0,Expected
4100,0,HGT_Junction
4101,0,Expected
4102,0,HGT_Junction
4103,1,Expected
4104,18,HGT_Junction
4105,4,Expected
4106,0,HGT_Junction
4107,4,Expected
4108,1,HGT_Junction
4109,1,Expected
4110,1,HGT_Junction
4111,1,Expected
4112,1,HGT_Junction
4113,1,Expected
4114,2,HGT_Junction
4115,0,Expected
4116,0,HGT_Junction
4117,0,Expected
4118,0,HGT_Junction
4119,0,Expected
4120,0,HGT_Junction
4121,1,Expected
4122,0,HGT_Junction
4123,1,Expected
4124,0,HGT_Junction
4125,4,Expected
4126,5,HGT_Junction
4127,1,Expected
4128,1,HGT_Junction
4129,1,Expected
4130,0,HGT_Junction
4131,1,Expected
4132,1,HGT_Junction
4133,0,Expected
4134,1,HGT_Junction
4135,1,Expected
4136,1,HGT_Junction
4137,0,Expected
4138,2,HGT_Junction
4139,4,Expected
4140,2,HGT_Junction
4141,0,Expected
4142,1,HGT_Junction
4143,0,Expected
4144,6,HGT_Junction
4145,1,Expected
4146,8,HGT_Junction
4147,8,Expected
4148,0,HGT_Junction
4149,1,Expected
4150,0,HGT_Junction
4151,1,Expected
4152,7,HGT_Junction
4153,0,Expected
4154,3,HGT_Junction
4155,0,Expected
4156,2,HGT_Junction
4157,4,Expected
4158,0,HGT_Junction
4159,0,Expected
4160,17,HGT_Junction
4161,0,Expected
4162,1,HGT_Junction
4163,1,Expected
4164,3,HGT_Junction
4165,4,Expected
4166,0,HGT_Junction
4167,9,Expected
4168,9,HGT_Junction
4169,0,Expected
4170,0,HGT_Junction
4171,3,Expected
4172,0,HGT_Junction
4173,0,Expected
4174,0,HGT_Junction
4175,2,Expected
4176,0,HGT_Junction
4177,2,Expected
4178,1,HGT_Junction
4179,1,Expected
4180,0,HGT_Junction
4181,1,Expected
4182,1,HGT_Junction
4183,7,Expected
4184,6,HGT_Junction
4185,0,Expected
4186,7,HGT_Junction
4187,1,Expected
4188,20,HGT_Junction
4189,0,Expected
4190,0,HGT_Junction
4191,0,Expected
4192,7,HGT_Junction
4193,1,Expected
4194,1,HGT_Junction
4195,1,Expected
4196,20,HGT_Junction
4197,3,Expected
4198,7,HGT_Junction
4199,0,Expected
4200,2,HGT_Junction
4201,3,Expected
4202,0,HGT_Junction
4203,2,Expected
4204,1,HGT_Junction
4205,0,Expected
4206,0,HGT_Junction
4207,0,Expected
4208,0,HGT_Junction
4209,5,Expected
4210,0,HGT_Junction
4211,1,Expected
4212,1,HGT_Junction
4213,0,Expected
4214,1,HGT_Junction
4215,1,Expected
4216,0,HGT_Junction
4217,0,Expected
4218,1,HGT_Junction
4219,4,Expected
4220,2,HGT_Junction
4221,2,Expected
4222,18,HGT_Junction
4223,4,Expected
4224,0,HGT_Junction
4225,1,Expected
4226,6,HGT_Junction
4227,3,Expected
4228,4,HGT_Junction
4229,4,Expected
4230,0,HGT_Junction
4231,0,Expected
4232,11,HGT_Junction
4233,11,Expected
4234,0,HGT_Junction
4235,7,Expected
4236,2,HGT_Junction
4237,0,Expected
4238,0,HGT_Junction
4239,2,Expected
4240,5,HGT_Junction
4241,4,Expected
4242,0,HGT_Junction
4243,0,Expected
4244,1,HGT_Junction
4245,0,Expected
4246,2,HGT_Junction
4247,1,Expected
4248,12,HGT_Junction
4249,5,Expected
4250,2,HGT_Junction
4251,4,Expected
4252,1,HGT_Junction
4253,2,Expected
4254,0,HGT_Junction
4255,0,Expected
4256,18,HGT_Junction
4257,10,Expected
4258,0,HGT_Junction
4259,0,Expected
4260,18,HGT_Junction
4261,4,Expected
4262,1,HGT_Junction
4263,1,Expected
4264,5,HGT_Junction
4265,2,Expected
4266,20,HGT_Junction
4267,2,Expected
4268,0,HGT_Junction
4269,4,Expected
4270,1,HGT_Junction
4271,0,Expected
4272,1,HGT_Junction
4273,0,Expected
4274,0,HGT_Junction
4275,0,Expected
4276,0,HGT_Junction
4277,0,Expected
4278,9,HGT_Junction
4279,10,Expected
4280,7,HGT_Junction
4281,1,Expected
4282,0,HGT_Junction
4283,1,Expected
4284,4,HGT_Junction
4285,1,Expected
4286,2,HGT_Junction
4287,1,Expected
4288,0,HGT_Junction
4289,2,Expected
4290,0,HGT_Junction
4291,1,Expected
4292,4,HGT_Junction
4293,6,Expected
4294,13,HGT_Junction
4295,0,Expected
4296,4,HGT_Junction
4297,4,Expected
4298,0,HGT_Junction
4299,5,Expected
4300,6,HGT_Junction
4301,1,Expected
4302,2,HGT_Junction
4303,0,Expected
4304,2,HGT_Junction
4305,1,Expected
4306,14,HGT_Junction
4307,1,Expected
4308,4,HGT_Junction
4309,1,Expected
4310,4,HGT_Junction
4311,0,Expected
4312,7,HGT_Junction
4313,0,Expected
4314,2,HGT_Junction
4315,1,Expected
4316,5,HGT_Junction
4317,0,Expected
4318,0,HGT_Junction
4319,1,Expected
4320,0,HGT_Junction
4321,0,Expected
4322,2,HGT_Junction
4323,2,Expected
4324,0,HGT_Junction
4325,1,Expected
4326,1,HGT_Junction
4327,0,Expected
4328,3,HGT_Junction
4329,1,Expected
4330,0,HGT_Junction
4331,4,Expected
4332,1,HGT_Junction
4333,0,Expected
4334,13,HGT_Junction
4335,1,Expected
4336,4,HGT_Junction
4337,0,Expected
4338,0,HGT_Junction
4339,5,Expected
4340,0,HGT_Junction
4341,0,Expected
4342,2,HGT_Junction
4343,5,Expected
4344,16,HGT_Junction
4345,0,Expected
4346,1,HGT_Junction
4347,1,Expected
4348,1,HGT_Junction
4349,2,Expected
4350,1,HGT_Junction
4351,0,Expected
4352,1,HGT_Junction
4353,0,Expected
4354,1,HGT_Junction
4355,1,Expected
4356,0,HGT_Junction
4357,5,Expected
4358,0,HGT_Junction
4359,1,Expected
4360,1,HGT_Junction
4361,5,Expected
4362,0,HGT_Junction
4363,4,Expected
4364,5,HGT_Junction
4365,0,Expected
4366,5,HGT_Junction
4367,1,Expected
4368,1,HGT_Junction
4369,1,Expected
4370,0,HGT_Junction
4371,1,Expected
4372,6,HGT_Junction
4373,1,Expected
4374,0,HGT_Junction
4375,0,Expected
4376,1,HGT_Junction
4377,1,Expected
4378,0,HGT_Junction
4379,1,Expected
4380,1,HGT_Junction
4381,1,Expected
4382,1,HGT_Junction
4383,1,Expected
4384,0,HGT_Junction
4385,2,Expected
4386,0,HGT_Junction
4387,7,Expected
4388,4,HGT_Junction
4389,6,Expected
4390,10,HGT_Junction
4391,0,Expected
4392,1,HGT_Junction
4393,0,Expected
4394,1,HGT_Junction
4395,0,Expected
4396,20,HGT_Junction
4397,1,Expected
4398,5,HGT_Junction
4399,1,Expected
4400,1,HGT_Junction
4401,2,Expected
4402,0,HGT_Junction
4403,0,Expected
4404,16,HGT_Junction
4405,0,Expected
4406,5,HGT_Junction
4407,8,Expected
4408,20,HGT_Junction
4409,1,Expected
4410,2,HGT_Junction
4411,0,Expected
4412,1,HGT_Junction
4413,2,Expected
4414,0,HGT_Junction
4415,0,Expected
4416,3,HGT_Junction
4417,0,Expected
4418,1,HGT_Junction
4419,10,Expected
4420,1,HGT_Junction
4421,9,Expected
4422,17,HGT_Junction
4423,0,Expected
4424,3,HGT_Junction
4425,1,Expected
4426,2,HGT_Junction
4427,0,Expected
4428,1,HGT_Junction
4429,1,Expected
4430,2,HGT_Junction
4431,5,Expected
4432,2,HGT_Junction
4433,0,Expected
4434,0,HGT_Junction
4435,1,Expected
4436,1,HGT_Junction
4437,0,Expected
4438,2,HGT_Junction
4439,0,Expected
4440,1,HGT_Junction
4441,0,Expected
4442,0,HGT_Junction
4443,0,Expected
4444,0,HGT_Junction
4445,1,Expected
4446,0,HGT_Junction
4447,2,Expected
4448,8,HGT_Junction
4449,1,Expected
4450,0,HGT_Junction
4451,2,Expected
4452,0,HGT_Junction
4453,2,Expected
4454,1,HGT_Junction
4455,1,Expected
4456,1,HGT_Junction
4457,6,Expected
4458,19,HGT_Junction
4459,0,Expected
4460,20,HGT_Junction
4461,0,Expected
4462,15,HGT_Junction
4463,0,Expected
4464,1,HGT_Junction
4465,0,Expected
4466,20,HGT_Junction
4467,2,Expected
4468,5,HGT_Junction
4469,1,Expected
4470,14,HGT_Junction
4471,4,Expected
4472,0,HGT_Junction
4473,1,Expected
4474,0,HGT_Junction
4475,1,Expected
4476,0,HGT_Junction
4477,7,Expected
4478,1,HGT_Junction
4479,0,Expected
4480,0,HGT_Junction
4481,2,Expected
4482,3,HGT_Junction
4483,1,Expected
4484,0,HGT_Junction
4485,1,Expected
4486,2,HGT_Junction
4487,1,Expected
4488,1,HGT_Junction
4489,1,Expected
4490,2,HGT_Junction
4491,2,Expected
4492,4,HGT_Junction
4493,1,Expected
4494,1,HGT_Junction
4495,0,Expected
4496,8,HGT_Junction
4497,0,Expected
4498,0,HGT_Junction
4499,1,Expected
4500,9,HGT_Junction
4501,7,Expected
4502,6,HGT_Junction
4503,0,Expected
4504,4,HGT_Junction
4505,4,Expected
4506,1,HGT_Junction
4507,8,Expected
4508,1,HGT_Junction
4509,1,Expected
4510,8,HGT_Junction
4511,4,Expected
4512,1,HGT_Junction
4513,4,Expected
4514,0,HGT_Junction
4515,3,Expected
4516,0,HGT_Junction
4517,4,Expected
4518,1,HGT_Junction
4519,0,Expected
4520,0,HGT_Junction
4521,1,Expected
4522,4,HGT_Junction
4523,5,Expected
4524,0,HGT_Junction
4525,6,Expected
4526,5,HGT_Junction
4527,0,Expected
4528,4,HGT_Junction
4529,0,Expected
4530,1,HGT_Junction
4531,0,Expected
4532,0,HGT_Junction
4533,0,Expected
4534,1,HGT_Junction
4535,2,Expected
4536,1,HGT_Junction
4537,4,Expected
4538,1,HGT_Junction
4539,1,Expected
4540,0,HGT_Junction
4541,8,Expected
4542,9,HGT_Junction
4543,2,Expected
4544,0,HGT_Junction
4545,0,Expected
4546,2,HGT_Junction
4547,1,Expected
4548,11,HGT_Junction
4549,0,Expected
4550,4,HGT_Junction
4551,0,Expected
4552,0,HGT_Junction
4553,1,Expected
4554,13,HGT_Junction
4555,0,Expected
4556,0,HGT_Junction
4557,1,Expected
4558,0,HGT_Junction
4559,0,Expected
4560,0,HGT_Junction
4561,1,Expected
4562,0,HGT_Junction
4563,0,Expected
4564,1,HGT_Junction
