,Microhomology,Group
11349,5,Expected
11350,20,HGT_Junction
11351,1,Expected
11352,0,HGT_Junction
11353,0,Expected
11354,0,HGT_Junction
11355,0,Expected
11356,1,HGT_Junction
11357,0,Expected
11358,0,HGT_Junction
11359,1,Expected
11360,0,HGT_Junction
11361,0,Expected
11362,1,HGT_Junction
11363,6,Expected
11364,20,HGT_Junction
11365,0,Expected
11366,2,HGT_Junction
11367,1,Expected
11368,1,HGT_Junction
11369,2,Expected
11370,4,HGT_Junction
11371,0,Expected
11372,5,HGT_Junction
11373,1,Expected
11374,2,HGT_Junction
11375,0,Expected
11376,0,HGT_Junction
11377,0,Expected
11378,0,HGT_Junction
11379,3,Expected
11380,1,HGT_Junction
11381,2,Expected
11382,18,HGT_Junction
11383,0,Expected
11384,4,HGT_Junction
11385,0,Expected
11386,0,HGT_Junction
11387,1,Expected
11388,3,HGT_Junction
11389,1,Expected
11390,1,HGT_Junction
11391,1,Expected
11392,0,HGT_Junction
11393,1,Expected
11394,20,HGT_Junction
11395,1,Expected
11396,5,HGT_Junction
11397,0,Expected
11398,3,HGT_Junction
11399,2,Expected
11400,11,HGT_Junction
11401,0,Expected
11402,4,HGT_Junction
11403,4,Expected
11404,2,HGT_Junction
11405,0,Expected
11406,1,HGT_Junction
11407,1,Expected
11408,1,HGT_Junction
11409,0,Expected
11410,0,HGT_Junction
11411,4,Expected
11412,1,HGT_Junction
11413,4,Expected
11414,2,HGT_Junction
11415,0,Expected
11416,6,HGT_Junction
11417,10,Expected
11418,0,HGT_Junction
11419,0,Expected
11420,1,HGT_Junction
11421,0,Expected
11422,1,HGT_Junction
11423,5,Expected
11424,18,HGT_Junction
11425,0,Expected
11426,0,HGT_Junction
11427,2,Expected
11428,0,HGT_Junction
11429,0,Expected
11430,1,HGT_Junction
11431,1,Expected
11432,0,HGT_Junction
11433,0,Expected
11434,0,HGT_Junction
11435,12,Expected
11436,0,HGT_Junction
11437,1,Expected
11438,1,HGT_Junction
11439,1,Expected
11440,2,HGT_Junction
11441,0,Expected
11442,0,HGT_Junction
11443,2,Expected
11444,4,HGT_Junction
11445,1,Expected
11446,1,HGT_Junction
11447,1,Expected
11448,0,HGT_Junction
11449,0,Expected
11450,0,HGT_Junction
11451,1,Expected
11452,1,HGT_Junction
11453,1,Expected
11454,2,HGT_Junction
11455,1,Expected
11456,5,HGT_Junction
11457,0,Expected
11458,2,HGT_Junction
11459,1,Expected
11460,2,HGT_Junction
11461,2,Expected
11462,10,HGT_Junction
11463,1,Expected
11464,8,HGT_Junction
11465,10,Expected
11466,0,HGT_Junction
11467,1,Expected
11468,4,HGT_Junction
11469,0,Expected
11470,3,HGT_Junction
11471,6,Expected
11472,2,HGT_Junction
11473,0,Expected
11474,0,HGT_Junction
11475,1,Expected
11476,5,HGT_Junction
11477,1,Expected
11478,20,HGT_Junction
11479,0,Expected
11480,0,HGT_Junction
11481,1,Expected
11482,9,HGT_Junction
11483,1,Expected
11484,1,HGT_Junction
11485,0,Expected
11486,18,HGT_Junction
11487,1,Expected
11488,0,HGT_Junction
11489,2,Expected
11490,1,HGT_Junction
11491,2,Expected
11492,3,HGT_Junction
11493,0,Expected
11494,4,HGT_Junction
11495,7,Expected
11496,0,HGT_Junction
11497,4,Expected
11498,1,HGT_Junction
11499,4,Expected
11500,0,HGT_Junction
11501,0,Expected
11502,1,HGT_Junction
11503,0,Expected
11504,2,HGT_Junction
11505,0,Expected
11506,20,HGT_Junction
11507,0,Expected
11508,6,HGT_Junction
11509,0,Expected
11510,3,HGT_Junction
11511,2,Expected
11512,0,HGT_Junction
11513,0,Expected
11514,1,HGT_Junction
11515,1,Expected
11516,16,HGT_Junction
11517,1,Expected
11518,0,HGT_Junction
11519,1,Expected
11520,0,HGT_Junction
11521,0,Expected
11522,7,HGT_Junction
11523,3,Expected
11524,11,HGT_Junction
11525,2,Expected
11526,0,HGT_Junction
11527,0,Expected
11528,6,HGT_Junction
11529,0,Expected
11530,1,HGT_Junction
11531,0,Expected
11532,7,HGT_Junction
11533,1,Expected
11534,0,HGT_Junction
11535,2,Expected
11536,20,HGT_Junction
11537,0,Expected
11538,0,HGT_Junction
11539,1,Expected
11540,1,HGT_Junction
11541,3,Expected
11542,20,HGT_Junction
11543,0,Expected
11544,0,HGT_Junction
11545,0,Expected
11546,0,HGT_Junction
11547,1,Expected
11548,1,HGT_Junction
11549,1,Expected
11550,1,HGT_Junction
11551,1,Expected
11552,1,HGT_Junction
11553,0,Expected
11554,0,HGT_Junction
11555,0,Expected
11556,1,HGT_Junction
11557,1,Expected
11558,5,HGT_Junction
11559,0,Expected
11560,0,HGT_Junction
11561,1,Expected
11562,0,HGT_Junction
11563,0,Expected
11564,1,HGT_Junction
11565,1,Expected
11566,0,HGT_Junction
11567,8,Expected
11568,1,HGT_Junction
11569,0,Expected
11570,20,HGT_Junction
11571,0,Expected
11572,0,HGT_Junction
11573,0,Expected
11574,0,HGT_Junction
11575,1,Expected
11576,3,HGT_Junction
11577,2,Expected
11578,13,HGT_Junction
11579,11,Expected
11580,0,HGT_Junction
11581,0,Expected
11582,1,HGT_Junction
11583,1,Expected
11584,14,HGT_Junction
11585,1,Expected
11586,4,HGT_Junction
11587,1,Expected
11588,4,HGT_Junction
11589,0,Expected
11590,5,HGT_Junction
11591,0,Expected
11592,0,HGT_Junction
11593,7,Expected
11594,7,HGT_Junction
11595,0,Expected
11596,1,HGT_Junction
11597,0,Expected
11598,5,HGT_Junction
11599,5,Expected
11600,5,HGT_Junction
11601,4,Expected
11602,1,HGT_Junction
11603,2,Expected
11604,0,HGT_Junction
11605,0,Expected
11606,0,HGT_Junction
11607,0,Expected
11608,1,HGT_Junction
11609,1,Expected
11610,0,HGT_Junction
11611,0,Expected
11612,0,HGT_Junction
11613,0,Expected
11614,4,HGT_Junction
11615,0,Expected
11616,2,HGT_Junction
11617,15,Expected
11618,0,HGT_Junction
11619,4,Expected
11620,3,HGT_Junction
11621,1,Expected
11622,1,HGT_Junction
11623,1,Expected
11624,10,HGT_Junction
11625,1,Expected
11626,0,HGT_Junction
11627,0,Expected
11628,2,HGT_Junction
11629,5,Expected
11630,0,HGT_Junction
11631,1,Expected
11632,9,HGT_Junction
11633,2,Expected
11634,0,HGT_Junction
11635,0,Expected
11636,1,HGT_Junction
11637,0,Expected
11638,1,HGT_Junction
11639,1,Expected
11640,17,HGT_Junction
11641,0,Expected
11642,0,HGT_Junction
11643,1,Expected
11644,3,HGT_Junction
11645,1,Expected
11646,0,HGT_Junction
11647,0,Expected
11648,2,HGT_Junction
11649,0,Expected
11650,1,HGT_Junction
11651,0,Expected
11652,1,HGT_Junction
11653,4,Expected
11654,1,HGT_Junction
11655,0,Expected
11656,0,HGT_Junction
11657,0,Expected
11658,0,HGT_Junction
11659,0,Expected
11660,0,HGT_Junction
11661,1,Expected
11662,7,HGT_Junction
11663,1,Expected
11664,1,HGT_Junction
11665,1,Expected
11666,1,HGT_Junction
11667,5,Expected
11668,4,HGT_Junction
11669,2,Expected
11670,0,HGT_Junction
11671,1,Expected
11672,2,HGT_Junction
11673,0,Expected
11674,0,HGT_Junction
11675,0,Expected
11676,0,HGT_Junction
11677,0,Expected
11678,20,HGT_Junction
11679,0,Expected
11680,15,HGT_Junction
11681,1,Expected
11682,0,HGT_Junction
11683,0,Expected
11684,1,HGT_Junction
11685,0,Expected
11686,0,HGT_Junction
11687,2,Expected
11688,1,HGT_Junction
11689,0,Expected
11690,4,HGT_Junction
11691,1,Expected
11692,2,HGT_Junction
11693,1,Expected
11694,0,HGT_Junction
11695,1,Expected
11696,1,HGT_Junction
11697,0,Expected
11698,0,HGT_Junction
11699,0,Expected
11700,0,HGT_Junction
11701,1,Expected
11702,20,HGT_Junction
11703,0,Expected
11704,0,HGT_Junction
11705,4,Expected
11706,4,HGT_Junction
11707,0,Expected
11708,16,HGT_Junction
11709,4,Expected
11710,1,HGT_Junction
11711,2,Expected
11712,1,HGT_Junction
11713,0,Expected
11714,7,HGT_Junction
11715,1,Expected
11716,0,HGT_Junction
11717,6,Expected
11718,0,HGT_Junction
11719,0,Expected
11720,0,HGT_Junction
11721,1,Expected
11722,0,HGT_Junction
11723,2,Expected
11724,10,HGT_Junction
11725,3,Expected
11726,0,HGT_Junction
11727,1,Expected
11728,4,HGT_Junction
11729,1,Expected
11730,2,HGT_Junction
11731,1,Expected
11732,0,HGT_Junction
11733,1,Expected
11734,1,HGT_Junction
11735,0,Expected
11736,4,HGT_Junction
11737,0,Expected
11738,9,HGT_Junction
11739,0,Expected
11740,4,HGT_Junction
11741,7,Expected
11742,1,HGT_Junction
11743,2,Expected
11744,2,HGT_Junction
11745,0,Expected
11746,0,HGT_Junction
11747,6,Expected
11748,8,HGT_Junction
11749,0,Expected
11750,2,HGT_Junction
11751,2,Expected
11752,0,HGT_Junction
11753,2,Expected
11754,1,HGT_Junction
11755,1,Expected
11756,0,HGT_Junction
11757,7,Expected
11758,5,HGT_Junction
11759,0,Expected
11760,1,HGT_Junction
11761,0,Expected
11762,1,HGT_Junction
11763,1,Expected
11764,0,HGT_Junction
11765,2,Expected
11766,1,HGT_Junction
11767,4,Expected
11768,0,HGT_Junction
11769,0,Expected
11770,9,HGT_Junction
11771,0,Expected
11772,1,HGT_Junction
11773,4,Expected
11774,10,HGT_Junction
11775,0,Expected
11776,15,HGT_Junction
11777,0,Expected
11778,0,HGT_Junction
11779,0,Expected
11780,1,HGT_Junction
11781,1,Expected
11782,1,HGT_Junction
11783,1,Expected
11784,1,HGT_Junction
11785,10,Expected
11786,0,HGT_Junction
11787,11,Expected
11788,9,HGT_Junction
11789,4,Expected
11790,0,HGT_Junction
11791,0,Expected
11792,2,HGT_Junction
11793,4,Expected
11794,1,HGT_Junction
11795,0,Expected
11796,0,HGT_Junction
11797,2,Expected
11798,1,HGT_Junction
11799,0,Expected
11800,1,HGT_Junction
11801,0,Expected
11802,1,HGT_Junction
11803,0,Expected
11804,2,HGT_Junction
11805,6,Expected
11806,0,HGT_Junction
11807,0,Expected
11808,1,HGT_Junction
11809,1,Expected
11810,20,HGT_Junction
11811,0,Expected
11812,1,HGT_Junction
11813,2,Expected
11814,1,HGT_Junction
11815,0,Expected
11816,1,HGT_Junction
11817,0,Expected
11818,7,HGT_Junction
11819,1,Expected
11820,4,HGT_Junction
11821,1,Expected
11822,1,HGT_Junction
11823,1,Expected
11824,1,HGT_Junction
11825,5,Expected
11826,4,HGT_Junction
11827,2,Expected
11828,0,HGT_Junction
11829,1,Expected
11830,1,HGT_Junction
11831,1,Expected
11832,5,HGT_Junction
11833,0,Expected
11834,0,HGT_Junction
11835,1,Expected
11836,0,HGT_Junction
11837,1,Expected
11838,4,HGT_Junction
11839,6,Expected
11840,0,HGT_Junction
11841,0,Expected
11842,1,HGT_Junction
11843,0,Expected
11844,6,HGT_Junction
11845,0,Expected
11846,1,HGT_Junction
11847,1,Expected
11848,0,HGT_Junction
11849,0,Expected
11850,0,HGT_Junction
11851,0,Expected
11852,0,HGT_Junction
11853,6,Expected
11854,20,HGT_Junction
11855,0,Expected
11856,1,HGT_Junction
11857,4,Expected
11858,20,HGT_Junction
11859,0,Expected
11860,0,HGT_Junction
11861,0,Expected
11862,0,HGT_Junction
11863,1,Expected
11864,1,HGT_Junction
11865,0,Expected
11866,11,HGT_Junction
11867,0,Expected
11868,7,HGT_Junction
11869,0,Expected
11870,2,HGT_Junction
11871,1,Expected
11872,5,HGT_Junction
11873,0,Expected
11874,2,HGT_Junction
11875,0,Expected
11876,0,HGT_Junction
11877,1,Expected
11878,1,HGT_Junction
11879,1,Expected
11880,4,HGT_Junction
11881,0,Expected
11882,1,HGT_Junction
11883,0,Expected
11884,0,HGT_Junction
11885,0,Expected
11886,0,HGT_Junction
11887,1,Expected
11888,0,HGT_Junction
11889,3,Expected
11890,0,HGT_Junction
11891,0,Expected
11892,0,HGT_Junction
11893,0,Expected
11894,0,HGT_Junction
11895,0,Expected
11896,1,HGT_Junction
11897,1,Expected
11898,1,HGT_Junction
11899,0,Expected
11900,14,HGT_Junction
11901,0,Expected
11902,2,HGT_Junction
11903,0,Expected
11904,1,HGT_Junction
11905,1,Expected
11906,0,HGT_Junction
11907,4,Expected
11908,1,HGT_Junction
11909,1,Expected
11910,2,HGT_Junction
11911,1,Expected
11912,2,HGT_Junction
11913,2,Expected
11914,9,HGT_Junction
11915,1,Expected
11916,1,HGT_Junction
11917,2,Expected
11918,9,HGT_Junction
11919,1,Expected
11920,1,HGT_Junction
11921,1,Expected
11922,1,HGT_Junction
11923,2,Expected
11924,0,HGT_Junction
11925,0,Expected
11926,0,HGT_Junction
11927,2,Expected
11928,0,HGT_Junction
11929,0,Expected
11930,7,HGT_Junction
11931,0,Expected
11932,0,HGT_Junction
11933,1,Expected
11934,1,HGT_Junction
11935,0,Expected
11936,1,HGT_Junction
11937,0,Expected
11938,0,HGT_Junction
11939,0,Expected
11940,1,HGT_Junction
11941,0,Expected
11942,19,HGT_Junction
11943,2,Expected
11944,11,HGT_Junction
11945,0,Expected
11946,0,HGT_Junction
11947,1,Expected
11948,0,HGT_Junction
11949,1,Expected
11950,0,HGT_Junction
11951,4,Expected
11952,5,HGT_Junction
11953,0,Expected
11954,0,HGT_Junction
11955,0,Expected
11956,4,HGT_Junction
11957,0,Expected
11958,20,HGT_Junction
11959,5,Expected
11960,0,HGT_Junction
11961,2,Expected
11962,8,HGT_Junction
11963,1,Expected
11964,4,HGT_Junction
11965,0,Expected
11966,5,HGT_Junction
11967,4,Expected
11968,0,HGT_Junction
11969,3,Expected
11970,1,HGT_Junction
11971,0,Expected
11972,10,HGT_Junction
11973,0,Expected
11974,3,HGT_Junction
11975,0,Expected
11976,5,HGT_Junction
11977,0,Expected
11978,6,HGT_Junction
11979,1,Expected
11980,1,HGT_Junction
11981,1,Expected
11982,0,HGT_Junction
11983,1,Expected
11984,1,HGT_Junction
11985,1,Expected
11986,0,HGT_Junction
11987,0,Expected
11988,0,HGT_Junction
11989,1,Expected
11990,1,HGT_Junction
11991,1,Expected
11992,0,HGT_Junction
11993,10,Expected
11994,1,HGT_Junction
11995,0,Expected
11996,1,HGT_Junction
11997,2,Expected
11998,6,HGT_Junction
11999,4,Expected
12000,0,HGT_Junction
12001,2,Expected
12002,2,HGT_Junction
12003,1,Expected
12004,3,HGT_Junction
12005,0,Expected
12006,12,HGT_Junction
12007,0,Expected
12008,4,HGT_Junction
12009,4,Expected
12010,0,HGT_Junction
12011,0,Expected
12012,3,HGT_Junction
12013,1,Expected
12014,0,HGT_Junction
12015,4,Expected
12016,1,HGT_Junction
12017,0,Expected
12018,1,HGT_Junction
12019,0,Expected
12020,4,HGT_Junction
12021,0,Expected
12022,2,HGT_Junction
12023,1,Expected
12024,1,HGT_Junction
12025,0,Expected
12026,4,HGT_Junction
12027,4,Expected
12028,2,HGT_Junction
12029,0,Expected
12030,0,HGT_Junction
12031,0,Expected
12032,2,HGT_Junction
12033,1,Expected
12034,12,HGT_Junction
12035,0,Expected
12036,1,HGT_Junction
12037,0,Expected
12038,1,HGT_Junction
12039,2,Expected
12040,4,HGT_Junction
12041,0,Expected
12042,1,HGT_Junction
12043,0,Expected
12044,1,HGT_Junction
12045,1,Expected
12046,1,HGT_Junction
12047,0,Expected
12048,11,HGT_Junction
12049,3,Expected
12050,4,HGT_Junction
12051,0,Expected
12052,4,HGT_Junction
12053,0,Expected
12054,0,HGT_Junction
12055,0,Expected
12056,0,HGT_Junction
12057,0,Expected
12058,0,HGT_Junction
12059,2,Expected
12060,0,HGT_Junction
12061,2,Expected
12062,2,HGT_Junction
12063,1,Expected
12064,11,HGT_Junction
12065,1,Expected
12066,9,HGT_Junction
12067,0,Expected
12068,0,HGT_Junction
12069,4,Expected
12070,4,HGT_Junction
12071,0,Expected
12072,3,HGT_Junction
12073,6,Expected
12074,4,HGT_Junction
12075,2,Expected
12076,7,HGT_Junction
12077,5,Expected
12078,0,HGT_Junction
12079,4,Expected
12080,11,HGT_Junction
12081,1,Expected
12082,0,HGT_Junction
12083,1,Expected
12084,0,HGT_Junction
12085,4,Expected
12086,0,HGT_Junction
12087,3,Expected
12088,3,HGT_Junction
12089,3,Expected
12090,0,HGT_Junction
12091,0,Expected
12092,8,HGT_Junction
12093,0,Expected
12094,2,HGT_Junction
12095,1,Expected
12096,1,HGT_Junction
12097,0,Expected
12098,1,HGT_Junction
12099,2,Expected
12100,1,HGT_Junction
12101,2,Expected
12102,1,HGT_Junction
12103,5,Expected
12104,0,HGT_Junction
12105,1,Expected
12106,1,HGT_Junction
12107,0,Expected
12108,1,HGT_Junction
12109,0,Expected
12110,4,HGT_Junction
12111,2,Expected
12112,1,HGT_Junction
12113,0,Expected
12114,5,HGT_Junction
12115,0,Expected
12116,0,HGT_Junction
12117,2,Expected
12118,1,HGT_Junction
12119,0,Expected
12120,0,HGT_Junction
12121,5,Expected
12122,1,HGT_Junction
12123,0,Expected
12124,0,HGT_Junction
12125,0,Expected
12126,1,HGT_Junction
12127,1,Expected
12128,20,HGT_Junction
12129,1,Expected
12130,0,HGT_Junction
12131,0,Expected
12132,0,HGT_Junction
12133,0,Expected
12134,12,HGT_Junction
12135,2,Expected
12136,0,HGT_Junction
12137,0,Expected
12138,0,HGT_Junction
12139,0,Expected
12140,18,HGT_Junction
12141,0,Expected
12142,0,HGT_Junction
12143,5,Expected
12144,0,HGT_Junction
12145,0,Expected
12146,0,HGT_Junction
12147,0,Expected
12148,0,HGT_Junction
12149,0,Expected
12150,3,HGT_Junction
12151,3,Expected
12152,0,HGT_Junction
12153,4,Expected
12154,0,HGT_Junction
12155,0,Expected
12156,0,HGT_Junction
12157,0,Expected
12158,1,HGT_Junction
12159,4,Expected
12160,2,HGT_Junction
12161,2,Expected
12162,8,HGT_Junction
12163,0,Expected
12164,1,HGT_Junction
12165,1,Expected
12166,1,HGT_Junction
12167,3,Expected
12168,5,HGT_Junction
12169,1,Expected
12170,3,HGT_Junction
12171,0,Expected
12172,4,HGT_Junction
12173,2,Expected
12174,4,HGT_Junction
12175,2,Expected
12176,16,HGT_Junction
12177,0,Expected
12178,0,HGT_Junction
12179,3,Expected
12180,2,HGT_Junction
12181,1,Expected
12182,1,HGT_Junction
12183,3,Expected
12184,2,HGT_Junction
12185,0,Expected
12186,0,HGT_Junction
12187,4,Expected
12188,1,HGT_Junction
12189,1,Expected
12190,0,HGT_Junction
12191,4,Expected
12192,0,HGT_Junction
12193,8,Expected
12194,0,HGT_Junction
12195,1,Expected
12196,1,HGT_Junction
12197,1,Expected
12198,1,HGT_Junction
12199,0,Expected
12200,0,HGT_Junction
12201,2,Expected
12202,0,HGT_Junction
12203,4,Expected
12204,4,HGT_Junction
12205,1,Expected
12206,1,HGT_Junction
12207,0,Expected
12208,0,HGT_Junction
12209,1,Expected
12210,0,HGT_Junction
12211,0,Expected
12212,1,HGT_Junction
12213,1,Expected
12214,0,HGT_Junction
12215,5,Expected
12216,5,HGT_Junction
12217,0,Expected
12218,4,HGT_Junction
12219,1,Expected
12220,1,HGT_Junction
12221,1,Expected
12222,10,HGT_Junction
12223,1,Expected
12224,15,HGT_Junction
12225,1,Expected
12226,1,HGT_Junction
12227,3,Expected
12228,8,HGT_Junction
12229,0,Expected
12230,1,HGT_Junction
12231,1,Expected
12232,0,HGT_Junction
12233,0,Expected
12234,0,HGT_Junction
12235,1,Expected
12236,0,HGT_Junction
12237,0,Expected
12238,4,HGT_Junction
12239,0,Expected
12240,0,HGT_Junction
12241,0,Expected
12242,2,HGT_Junction
12243,1,Expected
12244,1,HGT_Junction
12245,3,Expected
12246,0,HGT_Junction
12247,1,Expected
12248,19,HGT_Junction
12249,1,Expected
12250,4,HGT_Junction
12251,0,Expected
12252,1,HGT_Junction
12253,0,Expected
12254,4,HGT_Junction
12255,5,Expected
12256,1,HGT_Junction
12257,0,Expected
12258,0,HGT_Junction
12259,0,Expected
12260,0,HGT_Junction
12261,0,Expected
12262,2,HGT_Junction
12263,1,Expected
12264,20,HGT_Junction
12265,1,Expected
12266,2,HGT_Junction
12267,2,Expected
12268,1,HGT_Junction
12269,0,Expected
12270,2,HGT_Junction
12271,1,Expected
12272,4,HGT_Junction
12273,1,Expected
12274,4,HGT_Junction
12275,0,Expected
12276,17,HGT_Junction
12277,1,Expected
12278,0,HGT_Junction
12279,0,Expected
12280,2,HGT_Junction
12281,1,Expected
12282,0,HGT_Junction
12283,1,Expected
12284,7,HGT_Junction
12285,0,Expected
12286,1,HGT_Junction
12287,0,Expected
12288,0,HGT_Junction
12289,0,Expected
12290,4,HGT_Junction
12291,1,Expected
12292,0,HGT_Junction
12293,0,Expected
12294,1,HGT_Junction
12295,0,Expected
12296,1,HGT_Junction
12297,2,Expected
12298,5,HGT_Junction
12299,1,Expected
12300,0,HGT_Junction
12301,3,Expected
12302,2,HGT_Junction
12303,0,Expected
12304,1,HGT_Junction
12305,0,Expected
12306,0,HGT_Junction
12307,0,Expected
12308,0,HGT_Junction
12309,0,Expected
12310,2,HGT_Junction
12311,1,Expected
12312,0,HGT_Junction
12313,0,Expected
12314,1,HGT_Junction
12315,1,Expected
12316,0,HGT_Junction
12317,1,Expected
12318,0,HGT_Junction
12319,4,Expected
12320,0,HGT_Junction
12321,0,Expected
12322,0,HGT_Junction
12323,5,Expected
12324,0,HGT_Junction
12325,0,Expected
12326,1,HGT_Junction
12327,1,Expected
12328,1,HGT_Junction
12329,1,Expected
12330,1,HGT_Junction
12331,1,Expected
12332,1,HGT_Junction
12333,2,Expected
12334,2,HGT_Junction
12335,1,Expected
12336,0,HGT_Junction
12337,0,Expected
12338,4,HGT_Junction
12339,0,Expected
12340,0,HGT_Junction
12341,0,Expected
12342,2,HGT_Junction
12343,1,Expected
12344,17,HGT_Junction
12345,0,Expected
12346,0,HGT_Junction
12347,0,Expected
12348,2,HGT_Junction
12349,2,Expected
12350,0,HGT_Junction
12351,0,Expected
12352,2,HGT_Junction
12353,1,Expected
12354,0,HGT_Junction
12355,2,Expected
12356,0,HGT_Junction
12357,1,Expected
12358,0,HGT_Junction
12359,0,Expected
12360,1,HGT_Junction
12361,0,Expected
12362,0,HGT_Junction
12363,0,Expected
12364,1,HGT_Junction
12365,0,Expected
12366,11,HGT_Junction
12367,0,Expected
12368,2,HGT_Junction
12369,5,Expected
12370,15,HGT_Junction
12371,0,Expected
12372,0,HGT_Junction
12373,5,Expected
12374,1,HGT_Junction
12375,2,Expected
12376,0,HGT_Junction
12377,1,Expected
12378,0,HGT_Junction
12379,1,Expected
12380,8,HGT_Junction
12381,1,Expected
12382,5,HGT_Junction
12383,0,Expected
12384,20,HGT_Junction
12385,0,Expected
12386,4,HGT_Junction
12387,7,Expected
12388,4,HGT_Junction
12389,0,Expected
12390,12,HGT_Junction
12391,2,Expected
12392,2,HGT_Junction
12393,4,Expected
12394,2,HGT_Junction
12395,1,Expected
12396,1,HGT_Junction
12397,1,Expected
12398,0,HGT_Junction
12399,7,Expected
12400,2,HGT_Junction
12401,0,Expected
12402,1,HGT_Junction
12403,0,Expected
12404,0,HGT_Junction
12405,1,Expected
12406,8,HGT_Junction
12407,0,Expected
12408,0,HGT_Junction
12409,0,Expected
12410,1,HGT_Junction
12411,2,Expected
12412,7,HGT_Junction
12413,0,Expected
12414,1,HGT_Junction
12415,2,Expected
12416,0,HGT_Junction
12417,2,Expected
12418,1,HGT_Junction
12419,0,Expected
12420,3,HGT_Junction
12421,0,Expected
12422,1,HGT_Junction
12423,0,Expected
12424,1,HGT_Junction
12425,2,Expected
12426,16,HGT_Junction
12427,0,Expected
12428,0,HGT_Junction
12429,2,Expected
12430,2,HGT_Junction
12431,1,Expected
12432,2,HGT_Junction
12433,0,Expected
12434,1,HGT_Junction
12435,0,Expected
12436,0,HGT_Junction
12437,1,Expected
12438,0,HGT_Junction
12439,1,Expected
12440,4,HGT_Junction
12441,1,Expected
12442,12,HGT_Junction
12443,1,Expected
12444,0,HGT_Junction
12445,2,Expected
12446,2,HGT_Junction
12447,1,Expected
12448,12,HGT_Junction
12449,0,Expected
12450,0,HGT_Junction
12451,0,Expected
12452,1,HGT_Junction
12453,0,Expected
12454,1,HGT_Junction
12455,5,Expected
12456,0,HGT_Junction
12457,1,Expected
12458,0,HGT_Junction
12459,2,Expected
12460,0,HGT_Junction
12461,1,Expected
12462,1,HGT_Junction
12463,9,Expected
12464,20,HGT_Junction
12465,0,Expected
12466,1,HGT_Junction
12467,2,Expected
12468,1,HGT_Junction
12469,2,Expected
12470,0,HGT_Junction
12471,1,Expected
12472,12,HGT_Junction
12473,0,Expected
12474,2,HGT_Junction
12475,2,Expected
12476,0,HGT_Junction
12477,1,Expected
12478,2,HGT_Junction
12479,1,Expected
12480,1,HGT_Junction
12481,4,Expected
12482,1,HGT_Junction
12483,12,Expected
12484,2,HGT_Junction
12485,1,Expected
12486,1,HGT_Junction
12487,0,Expected
12488,0,HGT_Junction
12489,0,Expected
12490,1,HGT_Junction
12491,1,Expected
12492,0,HGT_Junction
12493,1,Expected
12494,0,HGT_Junction
12495,4,Expected
12496,0,HGT_Junction
12497,3,Expected
12498,1,HGT_Junction
12499,2,Expected
12500,1,HGT_Junction
12501,1,Expected
12502,1,HGT_Junction
12503,0,Expected
12504,18,HGT_Junction
12505,8,Expected
12506,2,HGT_Junction
12507,0,Expected
12508,1,HGT_Junction
12509,4,Expected
12510,1,HGT_Junction
12511,0,Expected
12512,0,HGT_Junction
12513,1,Expected
12514,1,HGT_Junction
12515,2,Expected
12516,0,HGT_Junction
12517,1,Expected
12518,1,HGT_Junction
12519,1,Expected
12520,1,HGT_Junction
12521,3,Expected
12522,0,HGT_Junction
12523,0,Expected
12524,4,HGT_Junction
12525,1,Expected
12526,0,HGT_Junction
12527,0,Expected
12528,0,HGT_Junction
12529,0,Expected
12530,1,HGT_Junction
12531,0,Expected
12532,4,HGT_Junction
12533,0,Expected
12534,1,HGT_Junction
12535,1,Expected
12536,1,HGT_Junction
12537,1,Expected
12538,4,HGT_Junction
12539,1,Expected
12540,0,HGT_Junction
12541,0,Expected
12542,0,HGT_Junction
12543,0,Expected
12544,0,HGT_Junction
12545,0,Expected
12546,12,HGT_Junction
12547,11,Expected
12548,1,HGT_Junction
12549,0,Expected
12550,13,HGT_Junction
12551,8,Expected
12552,0,HGT_Junction
12553,0,Expected
12554,0,HGT_Junction
12555,8,Expected
12556,0,HGT_Junction
12557,4,Expected
12558,1,HGT_Junction
12559,1,Expected
12560,1,HGT_Junction
12561,0,Expected
12562,4,HGT_Junction
12563,6,Expected
12564,0,HGT_Junction
12565,0,Expected
12566,0,HGT_Junction
12567,1,Expected
12568,2,HGT_Junction
12569,4,Expected
12570,1,HGT_Junction
12571,2,Expected
12572,1,HGT_Junction
12573,0,Expected
12574,0,HGT_Junction
12575,0,Expected
12576,0,HGT_Junction
12577,1,Expected
12578,1,HGT_Junction
12579,0,Expected
12580,1,HGT_Junction
12581,2,Expected
12582,0,HGT_Junction
12583,4,Expected
12584,1,HGT_Junction
12585,0,Expected
12586,0,HGT_Junction
12587,9,Expected
12588,1,HGT_Junction
12589,0,Expected
12590,1,HGT_Junction
12591,5,Expected
12592,1,HGT_Junction
12593,0,Expected
12594,9,HGT_Junction
12595,0,Expected
12596,0,HGT_Junction
12597,1,Expected
12598,0,HGT_Junction
12599,1,Expected
12600,11,HGT_Junction
12601,1,Expected
12602,0,HGT_Junction
12603,2,Expected
12604,1,HGT_Junction
12605,1,Expected
12606,15,HGT_Junction
12607,2,Expected
12608,3,HGT_Junction
12609,0,Expected
12610,3,HGT_Junction
12611,1,Expected
12612,8,HGT_Junction
12613,0,Expected
12614,20,HGT_Junction
12615,0,Expected
12616,0,HGT_Junction
12617,0,Expected
12618,0,HGT_Junction
12619,1,Expected
