	sample	HGT_count	level	group
1241	231	221	2	control
1242	242	241	2	CRC
1243	243	241	2	CRC
1244	232	221	2	control
1245	233	221	2	control
1246	234	221	2	control
1247	235	221	2	control
1248	236	221	2	control
1249	244	241	2	CRC
1250	237	221	2	control
1251	238	221	2	control
1252	239	221	2	control
1253	245	241	2	CRC
1254	240	221	2	control
1255	246	241	2	CRC
1256	247	241	2	CRC
1257	248	241	2	CRC
1258	241	221	2	control
1259	242	221	2	control
1260	243	221	2	control
1261	249	241	2	CRC
1262	244	221	2	control
1263	250	241	2	CRC
1264	245	221	2	control
1265	246	221	2	control
1266	251	241	2	CRC
1267	252	241	2	CRC
1268	253	241	2	CRC
1269	254	241	2	CRC
1270	255	241	2	CRC
1271	256	241	2	CRC
1272	247	222	2	control
1273	257	241	2	CRC
1274	248	222	2	control
1275	249	222	2	control
1276	258	241	2	CRC
1277	250	222	2	control
1278	251	222	2	control
1279	252	222	2	control
1280	253	222	2	control
1281	259	241	2	CRC
1282	260	241	2	CRC
1283	254	222	2	control
1284	261	241	2	CRC
1285	255	222	2	control
1286	262	241	2	CRC
1287	263	241	2	CRC
1288	264	241	2	CRC
1289	256	222	2	control
1290	257	222	2	control
1291	265	241	2	CRC
1292	258	222	2	control
1293	266	241	2	CRC
1294	267	241	2	CRC
1295	268	241	2	CRC
1296	259	222	2	control
1297	260	222	2	control
1298	269	241	2	CRC
1299	270	241	2	CRC
1300	261	222	2	control
1301	271	241	2	CRC
1302	272	241	2	CRC
1303	262	222	2	control
1304	273	242	2	CRC
1305	263	222	2	control
1306	274	242	2	CRC
1307	275	242	2	CRC
1308	276	242	2	CRC
1309	264	222	2	control
1310	277	242	2	CRC
1311	278	242	2	CRC
1312	279	242	2	CRC
1313	265	222	2	control
1314	266	222	2	control
1315	280	243	2	CRC
1316	267	222	2	control
1317	281	243	2	CRC
1318	268	222	2	control
1319	269	222	2	control
1320	270	222	2	control
1321	282	243	2	CRC
1322	271	222	2	control
1323	272	222	2	control
1324	273	222	2	control
1325	274	222	2	control
1326	275	222	2	control
1327	276	222	2	control
1328	283	244	2	CRC
1329	284	244	2	CRC
1330	277	222	2	control
1331	278	222	2	control
1332	285	244	2	CRC
1333	279	222	2	control
1334	280	222	2	control
1335	286	244	2	CRC
1336	281	222	2	control
1337	287	244	2	CRC
1338	282	222	2	control
1339	288	244	2	CRC
1340	289	244	2	CRC
1341	283	222	2	control
1342	290	244	2	CRC
1343	284	222	2	control
1344	285	222	2	control
1345	286	222	2	control
1346	291	244	2	CRC
1347	287	222	2	control
1348	292	244	2	CRC
1349	288	222	2	control
1350	289	222	2	control
1351	290	222	2	control
1352	291	222	2	control
1353	293	244	2	CRC
1354	292	222	2	control
1355	293	222	2	control
1356	294	244	2	CRC
1357	294	222	2	control
1358	295	244	2	CRC
1359	296	244	2	CRC
1360	295	222	2	control
1361	297	244	2	CRC
1362	298	244	2	CRC
1363	296	222	2	control
1364	299	245	2	CRC
1365	300	246	2	CRC
1366	297	222	2	control
1367	298	222	2	control
1368	299	222	2	control
1369	300	222	2	control
1370	301	246	2	CRC
1371	302	246	2	CRC
1372	303	246	2	CRC
1373	304	246	2	CRC
1374	301	222	2	control
1375	305	246	2	CRC
1376	306	246	2	CRC
1377	302	222	2	control
1378	307	246	2	CRC
1379	308	246	2	CRC
1380	303	223	2	control
1381	304	223	2	control
1382	309	246	2	CRC
1383	310	246	2	CRC
1384	311	246	2	CRC
1385	305	223	2	control
1386	312	246	2	CRC
1387	313	246	2	CRC
1388	314	246	2	CRC
1389	306	223	2	control
1390	315	246	2	CRC
1391	316	246	2	CRC
1392	307	223	2	control
1393	308	223	2	control
1394	309	223	2	control
1395	317	246	2	CRC
1396	310	223	2	control
1397	311	223	2	control
1398	318	246	2	CRC
1399	319	248	2	CRC
1400	320	248	2	CRC
1401	312	223	2	control
1402	313	223	2	control
1403	314	223	2	control
1404	315	223	2	control
1405	321	249	2	CRC
1406	322	249	2	CRC
1407	316	224	2	control
1408	323	249	2	CRC
1409	324	249	2	CRC
1410	325	249	2	CRC
1411	317	224	2	control
1412	318	225	2	control
1413	319	225	2	control
1414	326	249	2	CRC
1415	320	225	2	control
1416	327	249	2	CRC
1417	328	249	2	CRC
1418	329	249	2	CRC
1419	330	249	2	CRC
1420	321	225	2	control
1421	322	225	2	control
1422	331	249	2	CRC
1423	332	249	2	CRC
1424	323	226	2	control
1425	324	226	2	control
1426	325	226	2	control
1427	326	226	2	control
1428	333	249	2	CRC
1429	334	249	2	CRC
1430	335	250	2	CRC
1431	327	227	2	control
1432	336	250	2	CRC
1433	328	227	2	control
1434	337	250	2	CRC
1435	338	250	2	CRC
1436	329	227	2	control
1437	330	227	2	control
1438	331	227	2	control
1439	332	227	2	control
1440	339	250	2	CRC
1441	340	250	2	CRC
1442	341	250	2	CRC
1443	342	250	2	CRC
1444	333	227	2	control
1445	343	250	2	CRC
1446	334	227	2	control
1447	335	227	2	control
1448	344	250	2	CRC
1449	345	250	2	CRC
1450	346	250	2	CRC
1451	347	251	2	CRC
1452	348	251	2	CRC
1453	336	227	2	control
1454	349	251	2	CRC
1455	337	227	2	control
1456	350	251	2	CRC
1457	351	251	2	CRC
1458	352	251	2	CRC
1459	353	251	2	CRC
1460	354	251	2	CRC
1461	355	251	2	CRC
1462	338	227	2	control
1463	356	251	2	CRC
1464	339	227	2	control
1465	340	227	2	control
1466	341	227	2	control
1467	342	227	2	control
1468	357	251	2	CRC
1469	343	227	2	control
1470	358	253	2	CRC
1471	344	227	2	control
1472	359	253	2	CRC
1473	345	227	2	control
1474	360	253	2	CRC
1475	361	253	2	CRC
1476	346	227	2	control
1477	362	253	2	CRC
1478	347	227	2	control
1479	363	253	2	CRC
1480	348	227	2	control
1481	364	253	2	CRC
1482	349	227	2	control
1483	365	253	2	CRC
1484	350	227	2	control
1485	366	253	2	CRC
1486	351	227	2	control
1487	352	227	2	control
1488	353	227	2	control
1489	354	227	2	control
1490	355	227	2	control
1491	367	253	2	CRC
1492	368	254	2	CRC
1493	369	254	2	CRC
1494	370	254	2	CRC
1495	371	254	2	CRC
1496	372	254	2	CRC
1497	356	227	2	control
1498	357	228	2	control
1499	373	254	2	CRC
1500	358	228	2	control
1501	374	254	2	CRC
1502	375	254	2	CRC
1503	376	254	2	CRC
1504	359	228	2	control
1505	360	228	2	control
1506	361	228	2	control
1507	377	254	2	CRC
1508	378	254	2	CRC
1509	362	228	2	control
1510	363	228	2	control
1511	379	254	2	CRC
1512	380	254	2	CRC
1513	381	254	2	CRC
1514	364	228	2	control
1515	382	254	2	CRC
1516	383	255	2	CRC
1517	384	256	2	CRC
1518	365	228	2	control
1519	366	228	2	control
1520	385	256	2	CRC
1521	367	228	2	control
1522	368	228	2	control
1523	386	256	2	CRC
1524	369	228	2	control
1525	387	257	2	CRC
1526	388	257	2	CRC
1527	370	228	2	control
1528	389	257	2	CRC
1529	390	258	2	CRC
1530	371	228	2	control
1531	391	258	2	CRC
1532	392	258	2	CRC
1533	372	228	2	control
1534	393	258	2	CRC
1535	373	228	2	control
1536	374	228	2	control
1537	394	258	2	CRC
1538	395	258	2	CRC
1539	396	258	2	CRC
1540	1	77	3	control
1541	2	148	3	control
1542	1	268	3	CRC
1543	2	282	3	CRC
1544	3	173	3	control
1545	3	313	3	CRC
1546	4	180	3	control
1547	5	184	3	control
1548	6	206	3	control
1549	4	393	3	CRC
1550	5	457	3	CRC
1551	6	465	3	CRC
1552	7	529	3	CRC
1553	7	207	3	control
1554	8	534	3	CRC
1555	9	545	3	CRC
1556	8	216	3	control
1557	9	235	3	control
1558	10	555	3	CRC
1559	11	557	3	CRC
1560	12	567	3	CRC
1561	13	569	3	CRC
1562	14	569	3	CRC
1563	10	241	3	control
1564	15	569	3	CRC
1565	16	570	3	CRC
1566	17	570	3	CRC
1567	18	573	3	CRC
1568	11	242	3	control
1569	19	585	3	CRC
1570	20	586	3	CRC
1571	12	247	3	control
1572	21	588	3	CRC
1573	22	588	3	CRC
1574	13	249	3	control
1575	23	589	3	CRC
1576	24	615	3	CRC
1577	14	252	3	control
1578	25	619	3	CRC
1579	26	678	3	CRC
1580	27	681	3	CRC
1581	15	275	3	control
1582	28	681	3	CRC
1583	29	686	3	CRC
1584	16	299	3	control
1585	30	688	3	CRC
1586	31	690	3	CRC
1587	17	313	3	control
1588	18	315	3	control
1589	19	319	3	control
1590	32	695	3	CRC
1591	33	695	3	CRC
1592	20	320	3	control
1593	34	699	3	CRC
1594	35	701	3	CRC
1595	36	701	3	CRC
1596	21	323	3	control
1597	37	704	3	CRC
1598	38	705	3	CRC
1599	39	712	3	CRC
1600	40	717	3	CRC
1601	22	329	3	control
1602	41	718	3	CRC
1603	42	723	3	CRC
1604	43	724	3	CRC
1605	23	334	3	control
1606	24	351	3	control
1607	25	357	3	control
1608	44	724	3	CRC
1609	26	358	3	control
1610	45	726	3	CRC
1611	46	730	3	CRC
1612	47	732	3	CRC
1613	48	732	3	CRC
1614	49	732	3	CRC
1615	27	362	3	control
1616	50	735	3	CRC
1617	51	742	3	CRC
1618	52	744	3	CRC
1619	28	366	3	control
1620	29	368	3	control
1621	53	750	3	CRC
1622	54	753	3	CRC
1623	55	753	3	CRC
1624	30	369	3	control
1625	56	757	3	CRC
1626	57	758	3	CRC
1627	31	369	3	control
1628	58	758	3	CRC
1629	59	759	3	CRC
1630	60	761	3	CRC
1631	61	762	3	CRC
1632	32	372	3	control
1633	62	762	3	CRC
1634	33	385	3	control
1635	63	762	3	CRC
1636	34	387	3	control
1637	64	763	3	CRC
1638	35	390	3	control
1639	65	763	3	CRC
1640	36	398	3	control
1641	37	403	3	control
1642	38	403	3	control
1643	39	405	3	control
1644	40	463	3	control
1645	66	764	3	CRC
1646	41	470	3	control
1647	42	472	3	control
1648	43	491	3	control
1649	44	493	3	control
1650	67	764	3	CRC
1651	68	787	3	CRC
1652	45	493	3	control
1653	69	787	3	CRC
1654	46	493	3	control
1655	70	787	3	CRC
1656	47	498	3	control
1657	48	501	3	control
1658	49	504	3	control
1659	71	787	3	CRC
1660	50	508	3	control
1661	51	508	3	control
1662	52	538	3	control
1663	53	547	3	control
1664	54	547	3	control
1665	72	787	3	CRC
1666	55	551	3	control
1667	73	788	3	CRC
1668	74	788	3	CRC
1669	75	789	3	CRC
1670	56	551	3	control
1671	76	789	3	CRC
1672	77	791	3	CRC
1673	57	551	3	control
1674	78	792	3	CRC
1675	58	554	3	control
1676	59	556	3	control
1677	60	566	3	control
1678	79	792	3	CRC
1679	80	796	3	CRC
1680	81	796	3	CRC
1681	61	567	3	control
1682	82	801	3	CRC
1683	62	569	3	control
1684	83	802	3	CRC
1685	63	570	3	control
1686	64	582	3	control
1687	65	585	3	control
1688	84	802	3	CRC
1689	66	589	3	control
1690	85	804	3	CRC
1691	67	590	3	control
1692	86	809	3	CRC
1693	87	809	3	CRC
1694	88	809	3	CRC
1695	68	590	3	control
1696	89	809	3	CRC
1697	69	590	3	control
1698	70	591	3	control
1699	90	812	3	CRC
1700	91	812	3	CRC
1701	71	617	3	control
1702	92	813	3	CRC
1703	72	617	3	control
1704	93	813	3	CRC
1705	73	624	3	control
1706	94	814	3	CRC
1707	74	627	3	control
1708	75	628	3	control
1709	95	815	3	CRC
1710	96	815	3	CRC
1711	76	629	3	control
1712	97	815	3	CRC
1713	98	816	3	CRC
1714	99	816	3	CRC
1715	100	818	3	CRC
1716	101	819	3	CRC
1717	102	823	3	CRC
1718	103	830	3	CRC
1719	104	833	3	CRC
1720	105	835	3	CRC
1721	106	835	3	CRC
1722	77	629	3	control
1723	78	629	3	control
1724	79	630	3	control
1725	107	835	3	CRC
1726	108	835	3	CRC
1727	109	837	3	CRC
1728	80	646	3	control
1729	110	837	3	CRC
1730	81	648	3	control
1731	82	650	3	control
1732	111	837	3	CRC
1733	83	650	3	control
1734	112	837	3	CRC
1735	84	652	3	control
1736	113	838	3	CRC
1737	85	653	3	control
1738	86	653	3	control
1739	87	654	3	control
1740	88	671	3	control
1741	89	671	3	control
1742	114	838	3	CRC
1743	90	672	3	control
1744	115	838	3	CRC
1745	116	848	3	CRC
1746	91	676	3	control
1747	92	682	3	control
1748	93	683	3	control
1749	117	848	3	CRC
1750	94	683	3	control
1751	118	848	3	CRC
1752	95	683	3	control
1753	119	851	3	CRC
1754	96	688	3	control
1755	97	688	3	control
1756	120	851	3	CRC
1757	98	690	3	control
1758	99	698	3	control
1759	121	851	3	CRC
1760	100	700	3	control
1761	101	704	3	control
1762	122	851	3	CRC
1763	102	714	3	control
1764	103	714	3	control
1765	123	855	3	CRC
1766	124	855	3	CRC
1767	125	856	3	CRC
1768	104	714	3	control
1769	126	856	3	CRC
1770	127	856	3	CRC
1771	128	857	3	CRC
1772	129	858	3	CRC
1773	105	715	3	control
1774	106	715	3	control
1775	107	715	3	control
1776	130	858	3	CRC
1777	108	715	3	control
1778	131	858	3	CRC
1779	109	719	3	control
1780	110	719	3	control
1781	111	719	3	control
1782	112	719	3	control
1783	132	861	3	CRC
1784	113	719	3	control
1785	114	719	3	control
1786	115	719	3	control
1787	116	720	3	control
1788	133	866	3	CRC
1789	134	867	3	CRC
1790	135	870	3	CRC
1791	117	720	3	control
1792	136	872	3	CRC
1793	137	872	3	CRC
1794	118	720	3	control
1795	119	722	3	control
1796	138	872	3	CRC
1797	120	722	3	control
1798	139	874	3	CRC
1799	121	723	3	control
1800	122	724	3	control
1801	140	874	3	CRC
1802	141	874	3	CRC
1803	142	876	3	CRC
1804	143	876	3	CRC
1805	144	877	3	CRC
1806	145	877	3	CRC
1807	146	878	3	CRC
1808	147	878	3	CRC
1809	148	878	3	CRC
1810	123	728	3	control
1811	124	732	3	control
1812	125	734	3	control
1813	149	878	3	CRC
1814	126	734	3	control
1815	127	735	3	control
1816	150	878	3	CRC
1817	151	878	3	CRC
1818	128	745	3	control
1819	152	878	3	CRC
1820	129	746	3	control
1821	153	878	3	CRC
1822	130	746	3	control
1823	154	878	3	CRC
1824	131	747	3	control
1825	155	878	3	CRC
1826	132	748	3	control
1827	133	748	3	control
1828	134	748	3	control
1829	156	878	3	CRC
1830	135	749	3	control
1831	136	752	3	control
1832	137	752	3	control
1833	157	878	3	CRC
1834	158	879	3	CRC
1835	138	752	3	control
1836	139	757	3	control
1837	140	757	3	control
1838	141	757	3	control
1839	159	881	3	CRC
1840	160	881	3	CRC
1841	161	881	3	CRC
1842	162	881	3	CRC
1843	142	758	3	control
1844	163	885	3	CRC
1845	164	885	3	CRC
1846	165	892	3	CRC
1847	143	763	3	control
1848	166	892	3	CRC
1849	167	892	3	CRC
1850	168	893	3	CRC
1851	169	893	3	CRC
1852	170	894	3	CRC
1853	144	764	3	control
1854	145	764	3	control
1855	146	764	3	control
1856	171	894	3	CRC
1857	147	765	3	control
1858	148	771	3	control
1859	149	775	3	control
1860	172	894	3	CRC
1861	150	777	3	control
1862	151	777	3	control
1863	152	777	3	control
1864	173	894	3	CRC
1865	153	777	3	control
1866	154	778	3	control
1867	155	778	3	control
1868	156	778	3	control
1869	157	778	3	control
1870	158	778	3	control
1871	174	894	3	CRC
1872	175	894	3	CRC
1873	176	894	3	CRC
1874	177	895	3	CRC
1875	159	778	3	control
1876	160	778	3	control
1877	161	785	3	control
1878	162	785	3	control
1879	178	895	3	CRC
1880	163	785	3	control
1881	164	786	3	control
1882	179	924	3	CRC
1883	180	925	3	CRC
1884	181	925	3	CRC
1885	182	925	3	CRC
1886	183	925	3	CRC
1887	184	926	3	CRC
1888	185	928	3	CRC
1889	165	787	3	control
1890	166	801	3	control
1891	167	801	3	control
1892	186	928	3	CRC
1893	187	928	3	CRC
1894	168	803	3	control
1895	188	928	3	CRC
1896	169	803	3	control
1897	170	803	3	control
1898	171	805	3	control
1899	189	939	3	CRC
1900	172	806	3	control
1901	190	940	3	CRC
1902	191	940	3	CRC
1903	192	940	3	CRC
1904	193	940	3	CRC
1905	194	940	3	CRC
1906	195	942	3	CRC
1907	173	806	3	control
1908	174	806	3	control
1909	175	806	3	control
1910	176	810	3	control
1911	196	943	3	CRC
1912	197	943	3	CRC
1913	177	810	3	control
1914	178	810	3	control
1915	198	944	3	CRC
1916	179	811	3	control
1917	180	811	3	control
1918	199	944	3	CRC
1919	200	946	3	CRC
1920	181	818	3	control
1921	201	946	3	CRC
1922	182	819	3	control
1923	183	821	3	control
1924	184	821	3	control
1925	185	822	3	control
1926	186	822	3	control
1927	187	826	3	control
1928	188	829	3	control
1929	189	832	3	control
1930	202	947	3	CRC
1931	190	832	3	control
1932	191	840	3	control
1933	203	947	3	CRC
1934	192	840	3	control
1935	204	949	3	CRC
1936	193	841	3	control
1937	194	841	3	control
1938	205	949	3	CRC
1939	195	841	3	control
1940	206	949	3	CRC
1941	207	949	3	CRC
1942	196	842	3	control
1943	197	842	3	control
1944	208	949	3	CRC
1945	209	949	3	CRC
1946	210	950	3	CRC
1947	211	950	3	CRC
1948	212	955	3	CRC
1949	198	842	3	control
1950	199	845	3	control
1951	213	955	3	CRC
1952	200	845	3	control
1953	214	955	3	CRC
1954	201	849	3	control
1955	202	849	3	control
1956	203	849	3	control
1957	204	849	3	control
1958	215	955	3	CRC
1959	205	849	3	control
1960	216	955	3	CRC
1961	217	955	3	CRC
1962	206	849	3	control
1963	218	955	3	CRC
1964	219	955	3	CRC
1965	207	849	3	control
1966	208	849	3	control
1967	209	849	3	control
1968	220	962	3	CRC
1969	210	849	3	control
1970	211	850	3	control
1971	212	850	3	control
1972	213	850	3	control
1973	221	962	3	CRC
1974	214	850	3	control
1975	215	850	3	control
1976	216	850	3	control
1977	217	850	3	control
1978	222	962	3	CRC
1979	223	963	3	CRC
1980	218	850	3	control
1981	224	965	3	CRC
1982	225	965	3	CRC
1983	219	850	3	control
1984	220	862	3	control
1985	226	965	3	CRC
1986	227	968	3	CRC
1987	221	862	3	control
1988	228	968	3	CRC
1989	229	969	3	CRC
1990	222	862	3	control
1991	230	969	3	CRC
1992	231	970	3	CRC
1993	223	862	3	control
1994	224	862	3	control
1995	232	970	3	CRC
1996	225	863	3	control
1997	226	863	3	control
1998	233	971	3	CRC
1999	227	863	3	control
2000	234	971	3	CRC
2001	228	863	3	control
2002	235	972	3	CRC
2003	229	863	3	control
2004	236	972	3	CRC
2005	237	972	3	CRC
2006	238	972	3	CRC
2007	230	864	3	control
2008	239	972	3	CRC
2009	240	972	3	CRC
2010	241	972	3	CRC
2011	231	865	3	control
2012	242	972	3	CRC
2013	243	972	3	CRC
2014	232	865	3	control
2015	233	865	3	control
2016	234	865	3	control
2017	235	865	3	control
2018	236	865	3	control
2019	244	972	3	CRC
2020	237	865	3	control
2021	238	865	3	control
2022	239	865	3	control
2023	245	972	3	CRC
2024	240	865	3	control
2025	246	981	3	CRC
2026	247	981	3	CRC
2027	248	981	3	CRC
2028	241	865	3	control
2029	242	865	3	control
2030	243	865	3	control
2031	249	981	3	CRC
2032	244	865	3	control
2033	250	981	3	CRC
2034	245	865	3	control
2035	246	865	3	control
2036	251	981	3	CRC
2037	252	981	3	CRC
2038	253	982	3	CRC
2039	254	984	3	CRC
2040	255	984	3	CRC
2041	256	984	3	CRC
2042	247	868	3	control
2043	257	984	3	CRC
2044	248	868	3	control
2045	249	868	3	control
2046	258	984	3	CRC
2047	250	868	3	control
2048	251	869	3	control
2049	252	869	3	control
2050	253	869	3	control
2051	259	984	3	CRC
2052	260	984	3	CRC
2053	254	869	3	control
2054	261	984	3	CRC
2055	255	869	3	control
2056	262	984	3	CRC
2057	263	984	3	CRC
2058	264	984	3	CRC
2059	256	870	3	control
2060	257	870	3	control
2061	265	984	3	CRC
2062	258	870	3	control
2063	266	984	3	CRC
2064	267	984	3	CRC
2065	268	984	3	CRC
2066	259	871	3	control
2067	260	871	3	control
2068	269	984	3	CRC
2069	270	986	3	CRC
2070	261	871	3	control
2071	271	986	3	CRC
2072	272	986	3	CRC
2073	262	871	3	control
2074	273	990	3	CRC
2075	263	871	3	control
2076	274	990	3	CRC
2077	275	990	3	CRC
2078	276	990	3	CRC
2079	264	871	3	control
2080	277	990	3	CRC
2081	278	990	3	CRC
2082	279	991	3	CRC
2083	265	871	3	control
2084	266	871	3	control
2085	280	992	3	CRC
2086	267	872	3	control
2087	281	992	3	CRC
2088	268	873	3	control
2089	269	873	3	control
2090	270	873	3	control
2091	282	993	3	CRC
2092	271	873	3	control
2093	272	873	3	control
2094	273	873	3	control
2095	274	873	3	control
2096	275	878	3	control
2097	276	879	3	control
2098	283	996	3	CRC
2099	284	998	3	CRC
2100	277	881	3	control
2101	278	882	3	control
2102	285	998	3	CRC
2103	279	882	3	control
2104	280	883	3	control
2105	286	998	3	CRC
2106	281	883	3	control
2107	287	998	3	CRC
2108	282	884	3	control
2109	288	998	3	CRC
2110	289	998	3	CRC
2111	283	884	3	control
2112	290	998	3	CRC
2113	284	884	3	control
2114	285	885	3	control
2115	286	885	3	control
2116	291	998	3	CRC
2117	287	885	3	control
2118	292	998	3	CRC
2119	288	885	3	control
2120	289	885	3	control
2121	290	885	3	control
2122	291	886	3	control
2123	293	998	3	CRC
2124	292	886	3	control
2125	293	886	3	control
2126	294	999	3	CRC
2127	294	886	3	control
2128	295	999	3	CRC
2129	296	1005	3	CRC
2130	295	886	3	control
2131	297	1005	3	CRC
2132	298	1007	3	CRC
2133	296	886	3	control
2134	299	1009	3	CRC
2135	300	1011	3	CRC
2136	297	886	3	control
2137	298	886	3	control
2138	299	886	3	control
2139	300	886	3	control
2140	301	1011	3	CRC
2141	302	1011	3	CRC
2142	303	1011	3	CRC
2143	304	1012	3	CRC
2144	301	886	3	control
2145	305	1012	3	CRC
2146	306	1012	3	CRC
2147	302	889	3	control
2148	307	1012	3	CRC
2149	308	1012	3	CRC
2150	303	891	3	control
2151	304	891	3	control
2152	309	1012	3	CRC
2153	310	1012	3	CRC
2154	311	1015	3	CRC
2155	305	893	3	control
2156	312	1016	3	CRC
2157	313	1016	3	CRC
2158	314	1016	3	CRC
2159	306	893	3	control
2160	315	1016	3	CRC
2161	316	1016	3	CRC
2162	307	894	3	control
2163	308	894	3	control
2164	309	894	3	control
2165	317	1018	3	CRC
2166	310	894	3	control
2167	311	894	3	control
2168	318	1018	3	CRC
2169	319	1020	3	CRC
2170	320	1020	3	CRC
2171	312	896	3	control
2172	313	896	3	control
2173	314	896	3	control
2174	315	896	3	control
2175	321	1021	3	CRC
2176	322	1021	3	CRC
2177	316	898	3	control
2178	323	1021	3	CRC
2179	324	1022	3	CRC
2180	325	1022	3	CRC
2181	317	899	3	control
2182	318	900	3	control
2183	319	900	3	control
2184	326	1024	3	CRC
2185	320	900	3	control
2186	327	1024	3	CRC
2187	328	1024	3	CRC
2188	329	1025	3	CRC
2189	330	1025	3	CRC
2190	321	900	3	control
2191	322	900	3	control
2192	331	1025	3	CRC
2193	332	1025	3	CRC
2194	323	901	3	control
2195	324	901	3	control
2196	325	901	3	control
2197	326	902	3	control
2198	333	1025	3	CRC
2199	334	1025	3	CRC
2200	335	1027	3	CRC
2201	327	903	3	control
2202	336	1027	3	CRC
2203	328	904	3	control
2204	337	1027	3	CRC
2205	338	1027	3	CRC
2206	329	904	3	control
2207	330	904	3	control
2208	331	904	3	control
2209	332	904	3	control
2210	339	1027	3	CRC
2211	340	1027	3	CRC
2212	341	1027	3	CRC
2213	342	1027	3	CRC
2214	333	904	3	control
2215	343	1027	3	CRC
2216	334	904	3	control
2217	335	904	3	control
2218	344	1027	3	CRC
2219	345	1027	3	CRC
2220	346	1028	3	CRC
2221	347	1030	3	CRC
2222	348	1030	3	CRC
2223	336	904	3	control
2224	349	1030	3	CRC
2225	337	904	3	control
2226	350	1039	3	CRC
2227	351	1039	3	CRC
2228	352	1039	3	CRC
2229	353	1040	3	CRC
2230	354	1040	3	CRC
2231	355	1040	3	CRC
2232	338	904	3	control
2233	356	1040	3	CRC
2234	339	905	3	control
2235	340	905	3	control
2236	341	905	3	control
2237	342	906	3	control
2238	357	1041	3	CRC
2239	343	906	3	control
2240	358	1044	3	CRC
2241	344	906	3	control
2242	359	1044	3	CRC
2243	345	906	3	control
2244	360	1044	3	CRC
2245	361	1044	3	CRC
2246	346	906	3	control
2247	362	1044	3	CRC
2248	347	906	3	control
2249	363	1045	3	CRC
2250	348	906	3	control
2251	364	1045	3	CRC
2252	349	906	3	control
2253	365	1045	3	CRC
2254	350	907	3	control
2255	366	1045	3	CRC
2256	351	907	3	control
2257	352	907	3	control
2258	353	907	3	control
2259	354	907	3	control
2260	355	907	3	control
2261	367	1045	3	CRC
2262	368	1046	3	CRC
2263	369	1046	3	CRC
2264	370	1046	3	CRC
2265	371	1046	3	CRC
2266	372	1046	3	CRC
2267	356	907	3	control
2268	357	911	3	control
2269	373	1047	3	CRC
2270	358	912	3	control
2271	374	1047	3	CRC
2272	375	1047	3	CRC
2273	376	1048	3	CRC
2274	359	912	3	control
2275	360	913	3	control
2276	361	913	3	control
2277	377	1048	3	CRC
2278	378	1048	3	CRC
2279	362	913	3	control
2280	363	913	3	control
2281	379	1048	3	CRC
2282	380	1048	3	CRC
2283	381	1049	3	CRC
2284	364	913	3	control
2285	382	1049	3	CRC
2286	383	1050	3	CRC
2287	384	1051	3	CRC
2288	365	913	3	control
2289	366	914	3	control
2290	385	1052	3	CRC
2291	367	914	3	control
2292	368	914	3	control
2293	386	1052	3	CRC
2294	369	914	3	control
2295	387	1056	3	CRC
2296	388	1056	3	CRC
2297	370	914	3	control
2298	389	1059	3	CRC
2299	390	1062	3	CRC
2300	371	915	3	control
2301	391	1062	3	CRC
2302	392	1062	3	CRC
2303	372	915	3	control
2304	393	1062	3	CRC
2305	373	915	3	control
2306	374	917	3	control
2307	394	1062	3	CRC
2308	395	1062	3	CRC
2309	396	1062	3	CRC
2310	1	165	4	control
2311	2	329	4	control
2312	1	911	4	CRC
2313	2	943	4	CRC
2314	3	412	4	control
2315	3	1028	4	CRC
2316	4	432	4	control
2317	5	446	4	control
2318	6	543	4	control
2319	4	1282	4	CRC
2320	5	1530	4	CRC
2321	6	1562	4	CRC
2322	7	1777	4	CRC
2323	7	549	4	control
2324	8	1812	4	CRC
2325	9	1858	4	CRC
2326	8	577	4	control
2327	9	640	4	control
2328	10	1881	4	CRC
2329	11	1888	4	CRC
2330	12	1926	4	CRC
2331	13	1948	4	CRC
2332	14	1948	4	CRC
2333	10	669	4	control
2334	15	1952	4	CRC
2335	16	1956	4	CRC
2336	17	1958	4	CRC
2337	18	1967	4	CRC
2338	11	680	4	control
2339	19	2029	4	CRC
2340	20	2032	4	CRC
2341	12	687	4	control
2342	21	2043	4	CRC
2343	22	2047	4	CRC
2344	13	701	4	control
2345	23	2049	4	CRC
2346	24	2187	4	CRC
2347	14	713	4	control
2348	25	2194	4	CRC
2349	26	2476	4	CRC
2350	27	2481	4	CRC
2351	15	769	4	control
2352	28	2482	4	CRC
2353	29	2500	4	CRC
2354	16	892	4	control
2355	30	2514	4	CRC
2356	31	2522	4	CRC
2357	17	941	4	control
2358	18	960	4	control
2359	19	972	4	control
2360	32	2530	4	CRC
2361	33	2531	4	CRC
2362	20	976	4	control
2363	34	2545	4	CRC
2364	35	2549	4	CRC
2365	36	2550	4	CRC
2366	21	984	4	control
2367	37	2559	4	CRC
2368	38	2569	4	CRC
2369	39	2602	4	CRC
2370	40	2626	4	CRC
2371	22	1014	4	control
2372	41	2628	4	CRC
2373	42	2663	4	CRC
2374	43	2665	4	CRC
2375	23	1029	4	control
2376	24	1089	4	control
2377	25	1103	4	control
2378	44	2665	4	CRC
2379	26	1111	4	control
2380	45	2677	4	CRC
2381	46	2697	4	CRC
2382	47	2708	4	CRC
2383	48	2711	4	CRC
2384	49	2715	4	CRC
2385	27	1127	4	control
2386	50	2720	4	CRC
2387	51	2774	4	CRC
