	sample	HGT_count	level	group
3462	182	29289	5	control
3463	183	29359	5	control
3464	184	29406	5	control
3465	185	29415	5	control
3466	186	29431	5	control
3467	187	29751	5	control
3468	188	30044	5	control
3469	189	30144	5	control
3470	202	30828	5	CRC
3471	190	30163	5	control
3472	191	30337	5	control
3473	203	30837	5	CRC
3474	192	30351	5	control
3475	204	30987	5	CRC
3476	193	30382	5	control
3477	194	30395	5	control
3478	205	30989	5	CRC
3479	195	30603	5	control
3480	206	31029	5	CRC
3481	207	31041	5	CRC
3482	196	30615	5	control
3483	197	30635	5	control
3484	208	31051	5	CRC
3485	209	31059	5	CRC
3486	210	31104	5	CRC
3487	211	31116	5	CRC
3488	212	31186	5	CRC
3489	198	30779	5	control
3490	199	30892	5	control
3491	213	31205	5	CRC
3492	200	30907	5	control
3493	214	31216	5	CRC
3494	201	30935	5	control
3495	202	30953	5	control
3496	203	30963	5	control
3497	204	30989	5	control
3498	215	31220	5	CRC
3499	205	30998	5	control
3500	216	31223	5	CRC
3501	217	31272	5	CRC
3502	206	31002	5	control
3503	218	31282	5	CRC
3504	219	31288	5	CRC
3505	207	31007	5	control
3506	208	31019	5	control
3507	209	31026	5	control
3508	220	31885	5	CRC
3509	210	31043	5	control
3510	211	31051	5	control
3511	212	31072	5	control
3512	213	31094	5	control
3513	221	31905	5	CRC
3514	214	31103	5	control
3515	215	31104	5	control
3516	216	31108	5	control
3517	217	31109	5	control
3518	222	31921	5	CRC
3519	223	31973	5	CRC
3520	218	31109	5	control
3521	224	32149	5	CRC
3522	225	32152	5	CRC
3523	219	31126	5	control
3524	220	31539	5	control
3525	226	32156	5	CRC
3526	227	32178	5	CRC
3527	221	31547	5	control
3528	228	32186	5	CRC
3529	229	32197	5	CRC
3530	222	31560	5	control
3531	230	32233	5	CRC
3532	231	32954	5	CRC
3533	223	31563	5	control
3534	224	31620	5	control
3535	232	32964	5	CRC
3536	225	31625	5	control
3537	226	31626	5	control
3538	233	32978	5	CRC
3539	227	31635	5	control
3540	234	32988	5	CRC
3541	228	31642	5	control
3542	235	33051	5	CRC
3543	229	31658	5	control
3544	236	33054	5	CRC
3545	237	33060	5	CRC
3546	238	33071	5	CRC
3547	230	31672	5	control
3548	239	33074	5	CRC
3549	240	33087	5	CRC
3550	241	33097	5	CRC
3551	231	31716	5	control
3552	242	33104	5	CRC
3553	243	33118	5	CRC
3554	232	31731	5	control
3555	233	31741	5	control
3556	234	31764	5	control
3557	235	31774	5	control
3558	236	31776	5	control
3559	244	33169	5	CRC
3560	237	31820	5	control
3561	238	31845	5	control
3562	239	31860	5	control
3563	245	33189	5	CRC
3564	240	31870	5	control
3565	246	33517	5	CRC
3566	247	33520	5	CRC
3567	248	33539	5	CRC
3568	241	31951	5	control
3569	242	31973	5	control
3570	243	31982	5	control
3571	249	33546	5	CRC
3572	244	31986	5	control
3573	250	33553	5	CRC
3574	245	32018	5	control
3575	246	32018	5	control
3576	251	33639	5	CRC
3577	252	33760	5	CRC
3578	253	33809	5	CRC
3579	254	33863	5	CRC
3580	255	33872	5	CRC
3581	256	33884	5	CRC
3582	247	32128	5	control
3583	257	33891	5	CRC
3584	248	32130	5	control
3585	249	32136	5	control
3586	258	33901	5	CRC
3587	250	32141	5	control
3588	251	32189	5	control
3589	252	32198	5	control
3590	253	32208	5	control
3591	259	33924	5	CRC
3592	260	33935	5	CRC
3593	254	32241	5	control
3594	261	34029	5	CRC
3595	255	32248	5	control
3596	262	34038	5	CRC
3597	263	34057	5	CRC
3598	264	34251	5	CRC
3599	256	32294	5	control
3600	257	32306	5	control
3601	265	34254	5	CRC
3602	258	32310	5	control
3603	266	34256	5	CRC
3604	267	34266	5	CRC
3605	268	34271	5	CRC
3606	259	32334	5	control
3607	260	32337	5	control
3608	269	34317	5	CRC
3609	270	34352	5	CRC
3610	261	32341	5	control
3611	271	34360	5	CRC
3612	272	34389	5	CRC
3613	262	32350	5	control
3614	273	34626	5	CRC
3615	263	32359	5	control
3616	274	34629	5	CRC
3617	275	34645	5	CRC
3618	276	34655	5	CRC
3619	264	32364	5	control
3620	277	34661	5	CRC
3621	278	34686	5	CRC
3622	279	34692	5	CRC
3623	265	32370	5	control
3624	266	32379	5	control
3625	280	34982	5	CRC
3626	267	32396	5	control
3627	281	34990	5	CRC
3628	268	32514	5	control
3629	269	32726	5	control
3630	270	32734	5	control
3631	282	35003	5	CRC
3632	271	32753	5	control
3633	272	32771	5	control
3634	273	32779	5	control
3635	274	32798	5	control
3636	275	33206	5	control
3637	276	33222	5	control
3638	283	35177	5	CRC
3639	284	35212	5	CRC
3640	277	33245	5	control
3641	278	33262	5	control
3642	285	35221	5	CRC
3643	279	33280	5	control
3644	280	33309	5	control
3645	286	35245	5	CRC
3646	281	33363	5	control
3647	287	35249	5	CRC
3648	282	33421	5	control
3649	288	35309	5	CRC
3650	289	35316	5	CRC
3651	283	33422	5	control
3652	290	35324	5	CRC
3653	284	33445	5	control
3654	285	33451	5	control
3655	286	33465	5	control
3656	291	35339	5	CRC
3657	287	33479	5	control
3658	292	35351	5	CRC
3659	288	33483	5	control
3660	289	33490	5	control
3661	290	33504	5	control
3662	291	33520	5	control
3663	293	35359	5	CRC
3664	292	33524	5	control
3665	293	33541	5	control
3666	294	35370	5	CRC
3667	294	33562	5	control
3668	295	35375	5	CRC
3669	296	35627	5	CRC
3670	295	33588	5	control
3671	297	35667	5	CRC
3672	298	35688	5	CRC
3673	296	33678	5	control
3674	299	35716	5	CRC
3675	300	35740	5	CRC
3676	297	33691	5	control
3677	298	33726	5	control
3678	299	33730	5	control
3679	300	33736	5	control
3680	301	35747	5	CRC
3681	302	35859	5	CRC
3682	303	35874	5	CRC
3683	304	35891	5	CRC
3684	301	33745	5	control
3685	305	35910	5	CRC
3686	306	35923	5	CRC
3687	302	34085	5	control
3688	307	35928	5	CRC
3689	308	35930	5	CRC
3690	303	34108	5	control
3691	304	34124	5	control
3692	309	35948	5	CRC
3693	310	35990	5	CRC
3694	311	36354	5	CRC
3695	305	34190	5	control
3696	312	36459	5	CRC
3697	313	36462	5	CRC
3698	314	36467	5	CRC
3699	306	34196	5	control
3700	315	36492	5	CRC
3701	316	36495	5	CRC
3702	307	34280	5	control
3703	308	34285	5	control
3704	309	34290	5	control
3705	317	36997	5	CRC
3706	310	34298	5	control
3707	311	34302	5	control
3708	318	37004	5	CRC
3709	319	37100	5	CRC
3710	320	37128	5	CRC
3711	312	34368	5	control
3712	313	34374	5	control
3713	314	34375	5	control
3714	315	34380	5	control
3715	321	37145	5	CRC
3716	322	37165	5	CRC
3717	316	34400	5	control
3718	323	37166	5	CRC
3719	324	37360	5	CRC
3720	325	37368	5	CRC
3721	317	34483	5	control
3722	318	34500	5	control
3723	319	34532	5	control
3724	326	37399	5	CRC
3725	320	34535	5	control
3726	327	37403	5	CRC
3727	328	37411	5	CRC
3728	329	37437	5	CRC
3729	330	37439	5	CRC
3730	321	34542	5	control
3731	322	34542	5	control
3732	331	37461	5	CRC
3733	332	37465	5	CRC
3734	323	34614	5	control
3735	324	34631	5	control
3736	325	34661	5	control
3737	326	34697	5	control
3738	333	37471	5	CRC
3739	334	37587	5	CRC
3740	335	37615	5	CRC
3741	327	34758	5	control
3742	336	37625	5	CRC
3743	328	34844	5	control
3744	337	37692	5	CRC
3745	338	37696	5	CRC
3746	329	34850	5	control
3747	330	34862	5	control
3748	331	34874	5	control
3749	332	34890	5	control
3750	339	37705	5	CRC
3751	340	37724	5	CRC
3752	341	37738	5	CRC
3753	342	37766	5	CRC
3754	333	34891	5	control
3755	343	37768	5	CRC
3756	334	34906	5	control
3757	335	34925	5	control
3758	344	37771	5	CRC
3759	345	37840	5	CRC
3760	346	37845	5	CRC
3761	347	37956	5	CRC
3762	348	38049	5	CRC
3763	336	34932	5	control
3764	349	38053	5	CRC
3765	337	34939	5	control
3766	350	38645	5	CRC
3767	351	38654	5	CRC
3768	352	38669	5	CRC
3769	353	38717	5	CRC
3770	354	38742	5	CRC
3771	355	38754	5	CRC
3772	338	34952	5	control
3773	356	38817	5	CRC
3774	339	34980	5	control
3775	340	34990	5	control
3776	341	35038	5	control
3777	342	35052	5	control
3778	357	38927	5	CRC
3779	343	35072	5	control
3780	358	39190	5	CRC
3781	344	35087	5	control
3782	359	39201	5	CRC
3783	345	35102	5	control
3784	360	39202	5	CRC
3785	361	39213	5	CRC
3786	346	35130	5	control
3787	362	39228	5	CRC
3788	347	35133	5	control
3789	363	39241	5	CRC
3790	348	35186	5	control
3791	364	39255	5	CRC
3792	349	35198	5	control
3793	365	39375	5	CRC
3794	350	35208	5	control
3795	366	39377	5	CRC
3796	351	35216	5	control
3797	352	35219	5	control
3798	353	35224	5	control
3799	354	35355	5	control
3800	355	35360	5	control
3801	367	39382	5	CRC
3802	368	39399	5	CRC
3803	369	39402	5	CRC
3804	370	39410	5	CRC
3805	371	39422	5	CRC
3806	372	39743	5	CRC
3807	356	35375	5	control
3808	357	35460	5	control
3809	373	39752	5	CRC
3810	358	35490	5	control
3811	374	39759	5	CRC
3812	375	39806	5	CRC
3813	376	39914	5	CRC
3814	359	35502	5	control
3815	360	35520	5	control
3816	361	35521	5	control
3817	377	39930	5	CRC
3818	378	39930	5	CRC
3819	362	35554	5	control
3820	363	35564	5	control
3821	379	39932	5	CRC
3822	380	39934	5	CRC
3823	381	39946	5	CRC
3824	364	35574	5	control
3825	382	39952	5	CRC
3826	383	40095	5	CRC
3827	384	40103	5	CRC
3828	365	35588	5	control
3829	366	35591	5	control
3830	385	40108	5	CRC
3831	367	35614	5	control
3832	368	35627	5	control
3833	386	40114	5	CRC
3834	369	35640	5	control
3835	387	40326	5	CRC
3836	388	40331	5	CRC
3837	370	35656	5	control
3838	389	40358	5	CRC
3839	390	40464	5	CRC
3840	371	35664	5	control
3841	391	40483	5	CRC
3842	392	40492	5	CRC
3843	372	35670	5	control
3844	393	40492	5	CRC
3845	373	35677	5	control
3846	374	35923	5	control
3847	394	40498	5	CRC
3848	395	40499	5	CRC
3849	396	40500	5	CRC
3850	1	627	6	control
3851	2	1303	6	control
3852	1	9692	6	CRC
3853	2	9995	6	CRC
3854	3	1806	6	control
3855	3	10631	6	CRC
3856	4	2041	6	control
3857	5	2162	6	control
3858	6	3455	6	control
3859	4	14101	6	CRC
3860	5	16148	6	CRC
3861	6	16440	6	CRC
3862	7	20270	6	CRC
3863	7	3546	6	control
3864	8	20913	6	CRC
3865	9	21599	6	CRC
3866	8	3893	6	control
3867	9	4321	6	control
3868	10	22520	6	CRC
3869	11	22768	6	CRC
3870	12	23600	6	CRC
3871	13	23837	6	CRC
3872	14	23858	6	CRC
3873	10	4489	6	control
3874	15	23958	6	CRC
3875	16	24069	6	CRC
3876	17	24109	6	CRC
3877	18	24202	6	CRC
3878	11	4603	6	control
3879	19	24507	6	CRC
3880	20	24560	6	CRC
3881	12	4732	6	control
3882	21	25173	6	CRC
3883	22	25259	6	CRC
3884	13	4772	6	control
3885	23	25281	6	CRC
3886	24	30666	6	CRC
3887	14	4916	6	control
3888	25	31586	6	CRC
3889	26	36165	6	CRC
3890	27	36247	6	CRC
3891	15	5870	6	control
3892	28	36444	6	CRC
3893	29	36954	6	CRC
3894	16	6529	6	control
3895	30	37074	6	CRC
3896	31	37256	6	CRC
3897	17	7449	6	control
3898	18	7775	6	control
3899	19	7986	6	control
3900	32	37309	6	CRC
3901	33	37344	6	CRC
3902	20	8026	6	control
3903	34	37995	6	CRC
3904	35	38267	6	CRC
3905	36	38326	6	CRC
3906	21	8229	6	control
3907	37	38419	6	CRC
3908	38	38643	6	CRC
3909	39	39382	6	CRC
3910	40	39530	6	CRC
3911	22	8466	6	control
3912	41	39578	6	CRC
3913	42	39930	6	CRC
3914	43	39948	6	CRC
3915	23	8670	6	control
3916	24	9560	6	control
3917	25	9731	6	control
3918	44	40014	6	CRC
3919	26	9984	6	control
3920	45	40204	6	CRC
3921	46	41124	6	CRC
3922	47	41228	6	CRC
3923	48	41283	6	CRC
3924	49	41341	6	CRC
3925	27	10691	6	control
3926	50	41453	6	CRC
3927	51	43254	6	CRC
3928	52	43801	6	CRC
3929	28	10839	6	control
3930	29	10993	6	control
3931	53	43898	6	CRC
3932	54	44322	6	CRC
3933	55	44332	6	CRC
3934	30	11026	6	control
3935	56	44421	6	CRC
3936	57	44590	6	CRC
3937	31	11074	6	control
3938	58	44645	6	CRC
3939	59	44707	6	CRC
3940	60	45165	6	CRC
3941	61	45274	6	CRC
3942	32	11547	6	control
3943	62	45338	6	CRC
3944	33	13307	6	control
3945	63	45418	6	CRC
3946	34	13417	6	control
3947	64	45498	6	CRC
3948	35	13958	6	control
3949	65	45533	6	CRC
3950	36	14720	6	control
3951	37	14863	6	control
3952	38	14952	6	control
3953	39	15095	6	control
3954	40	18327	6	control
3955	66	45618	6	CRC
3956	41	19071	6	control
3957	42	19225	6	control
3958	43	20498	6	control
3959	44	20647	6	control
3960	67	45663	6	CRC
3961	68	46631	6	CRC
3962	45	20695	6	control
3963	69	46641	6	CRC
3964	46	20810	6	control
3965	70	46699	6	CRC
3966	47	21164	6	control
3967	48	21310	6	control
3968	49	21646	6	control
3969	71	46764	6	CRC
3970	50	21783	6	control
3971	51	21862	6	control
3972	52	25707	6	control
3973	53	28249	6	control
3974	54	28309	6	control
3975	72	46799	6	CRC
3976	55	28348	6	control
3977	73	46848	6	CRC
3978	74	46897	6	CRC
3979	75	46925	6	CRC
3980	56	28556	6	control
3981	76	46929	6	CRC
3982	77	46999	6	CRC
3983	57	28580	6	control
3984	78	47070	6	CRC
3985	58	29133	6	control
3986	59	29225	6	control
3987	60	30272	6	control
3988	79	47226	6	CRC
3989	80	49075	6	CRC
3990	81	49126	6	CRC
3991	61	30427	6	control
3992	82	49260	6	CRC
3993	62	30502	6	control
3994	83	49326	6	CRC
3995	63	30573	6	control
3996	64	31591	6	control
3997	65	32085	6	control
3998	84	49374	6	CRC
3999	66	32258	6	control
4000	85	49477	6	CRC
4001	67	32291	6	control
4002	86	50097	6	CRC
4003	87	50293	6	CRC
4004	88	50321	6	CRC
4005	68	32393	6	control
4006	89	50369	6	CRC
4007	69	32437	6	control
4008	70	32489	6	control
4009	90	50518	6	CRC
4010	91	50564	6	CRC
4011	71	34245	6	control
4012	92	50772	6	CRC
4013	72	34312	6	control
4014	93	50791	6	CRC
4015	73	34430	6	control
4016	94	50863	6	CRC
4017	74	34529	6	control
4018	75	34605	6	control
4019	95	50930	6	CRC
4020	96	50950	6	CRC
4021	76	34713	6	control
4022	97	51083	6	CRC
4023	98	51157	6	CRC
4024	99	51246	6	CRC
4025	100	51313	6	CRC
4026	101	51931	6	CRC
4027	102	52131	6	CRC
4028	103	54050	6	CRC
4029	104	54594	6	CRC
4030	105	54728	6	CRC
4031	106	55642	6	CRC
4032	77	34894	6	control
4033	78	34935	6	control
4034	79	35071	6	control
4035	107	55670	6	CRC
4036	108	55686	6	CRC
4037	109	55710	6	CRC
4038	80	37619	6	control
4039	110	57008	6	CRC
4040	81	38332	6	control
4041	82	38393	6	control
4042	111	57027	6	CRC
4043	83	38531	6	control
4044	112	57076	6	CRC
4045	84	38679	6	control
4046	113	57126	6	CRC
4047	85	38795	6	control
4048	86	38874	6	control
4049	87	38978	6	control
4050	88	42307	6	control
4051	89	42539	6	control
4052	114	57318	6	CRC
4053	90	42611	6	control
4054	115	57343	6	CRC
4055	116	58387	6	CRC
4056	91	42892	6	control
4057	92	44709	6	control
4058	93	44871	6	control
4059	117	58594	6	CRC
4060	94	44960	6	control
4061	118	58681	6	CRC
4062	95	45050	6	control
4063	119	59211	6	CRC
4064	96	45913	6	control
4065	97	45971	6	control
4066	120	59236	6	CRC
4067	98	46035	6	control
4068	99	46659	6	control
4069	121	59287	6	CRC
4070	100	47239	6	control
4071	101	47370	6	control
4072	122	59328	6	CRC
4073	102	49449	6	control
4074	103	49462	6	control
4075	123	59992	6	CRC
4076	124	60046	6	CRC
4077	125	60130	6	CRC
4078	104	49622	6	control
4079	126	60407	6	CRC
4080	127	60467	6	CRC
4081	128	60505	6	CRC
4082	129	60557	6	CRC
4083	105	49715	6	control
4084	106	49727	6	control
4085	107	49769	6	control
4086	130	60779	6	CRC
4087	108	49805	6	control
4088	131	60793	6	CRC
4089	109	49951	6	control
4090	110	49996	6	control
4091	111	50029	6	control
4092	112	50102	6	control
4093	132	61891	6	CRC
4094	113	50133	6	control
4095	114	50191	6	control
4096	115	50232	6	control
4097	116	50460	6	control
4098	133	62499	6	CRC
4099	134	62525	6	CRC
4100	135	63039	6	CRC
4101	117	50502	6	control
4102	136	63370	6	CRC
4103	137	63474	6	CRC
4104	118	50510	6	control
4105	119	50580	6	control
4106	138	63492	6	CRC
4107	120	50715	6	control
4108	139	63773	6	CRC
4109	121	50783	6	control
4110	122	50813	6	control
4111	140	63918	6	CRC
4112	141	63943	6	CRC
4113	142	64053	6	CRC
4114	143	64075	6	CRC
4115	144	64142	6	CRC
4116	145	64165	6	CRC
4117	146	64371	6	CRC
4118	147	64463	6	CRC
4119	148	64496	6	CRC
4120	123	51341	6	control
4121	124	52018	6	control
4122	125	53913	6	control
4123	149	64507	6	CRC
4124	126	53962	6	control
4125	127	54147	6	control
4126	150	64605	6	CRC
4127	151	64636	6	CRC
4128	128	56483	6	control
4129	152	64676	6	CRC
4130	129	56517	6	control
4131	153	64700	6	CRC
4132	130	56550	6	control
4133	154	64708	6	CRC
4134	131	56577	6	control
4135	155	64744	6	CRC
4136	132	56828	6	control
4137	133	56886	6	control
4138	134	57497	6	control
4139	156	64914	6	CRC
4140	135	57626	6	control
4141	136	58315	6	control
4142	137	58338	6	control
4143	157	65110	6	CRC
4144	158	65155	6	CRC
4145	138	58347	6	control
4146	139	60360	6	control
4147	140	60380	6	control
4148	141	60552	6	control
4149	159	65213	6	CRC
4150	160	65254	6	CRC
4151	161	65357	6	CRC
4152	162	65368	6	CRC
4153	142	60587	6	control
4154	163	65678	6	CRC
4155	164	65736	6	CRC
4156	165	66960	6	CRC
4157	143	61033	6	control
4158	166	66985	6	CRC
4159	167	67010	6	CRC
4160	168	67027	6	CRC
4161	169	67129	6	CRC
4162	170	67618	6	CRC
4163	144	61069	6	control
4164	145	61078	6	control
4165	146	61169	6	control
4166	171	67641	6	CRC
4167	147	61202	6	control
4168	148	61287	6	control
4169	149	62492	6	control
4170	172	67709	6	CRC
4171	150	62865	6	control
4172	151	62911	6	control
4173	152	63071	6	control
4174	173	67740	6	CRC
4175	153	63107	6	control
4176	154	63144	6	control
4177	155	63234	6	control
4178	156	63245	6	control
4179	157	63248	6	control
4180	158	63312	6	control
4181	174	67749	6	CRC
4182	175	67874	6	CRC
4183	176	67894	6	CRC
4184	177	68088	6	CRC
4185	159	63397	6	control
4186	160	63493	6	control
4187	161	65158	6	control
4188	162	65169	6	control
4189	178	68116	6	CRC
4190	163	65184	6	control
4191	164	65216	6	control
4192	179	68832	6	CRC
4193	180	68858	6	CRC
4194	181	68866	6	CRC
4195	182	68874	6	CRC
4196	183	68906	6	CRC
4197	184	69401	6	CRC
4198	185	69735	6	CRC
4199	165	65284	6	control
4200	166	67241	6	control
4201	167	67285	6	control
4202	186	69753	6	CRC
4203	187	69907	6	CRC
4204	168	68242	6	control
4205	188	70185	6	CRC
4206	169	68261	6	control
4207	170	68314	6	control
4208	171	69079	6	control
4209	189	72451	6	CRC
4210	172	69108	6	control
4211	190	72492	6	CRC
4212	191	72750	6	CRC
4213	192	72889	6	CRC
4214	193	73077	6	CRC
4215	194	73084	6	CRC
4216	195	73133	6	CRC
4217	173	69134	6	control
4218	174	69182	6	control
4219	175	69240	6	control
4220	176	69297	6	control
4221	196	74009	6	CRC
4222	197	74011	6	CRC
4223	177	69328	6	control
4224	178	69351	6	control
4225	198	74032	6	CRC
4226	179	69381	6	control
4227	180	69402	6	control
4228	199	74068	6	CRC
4229	200	74307	6	CRC
4230	181	71509	6	control
4231	201	74355	6	CRC
4232	182	71539	6	control
4233	183	71684	6	control
4234	184	71780	6	control
4235	185	71816	6	control
4236	186	71859	6	control
4237	187	73030	6	control
4238	188	74228	6	control
4239	189	74524	6	control
4240	202	74432	6	CRC
4241	190	74558	6	control
4242	191	75345	6	control
4243	203	74443	6	CRC
4244	192	75373	6	control
4245	204	75003	6	CRC
4246	193	75472	6	control
4247	194	75505	6	control
4248	205	75008	6	CRC
4249	195	76208	6	control
4250	206	75106	6	CRC
4251	207	75126	6	CRC
4252	196	76277	6	control
4253	197	76377	6	control
4254	208	75169	6	CRC
4255	209	75188	6	CRC
4256	210	75293	6	CRC
4257	211	75335	6	CRC
4258	212	75455	6	CRC
4259	198	76989	6	control
4260	199	77457	6	control
4261	213	75511	6	CRC
4262	200	77494	6	control
4263	214	75545	6	CRC
4264	201	77576	6	control
4265	202	77605	6	control
4266	203	77634	6	control
4267	204	77682	6	control
4268	215	75550	6	CRC
4269	205	77749	6	control
4270	216	75558	6	CRC
4271	217	75639	6	CRC
4272	206	77756	6	control
4273	218	75663	6	CRC
4274	219	75701	6	CRC
4275	207	77773	6	control
4276	208	77810	6	control
4277	209	77826	6	control
4278	220	76672	6	CRC
4279	210	77862	6	control
4280	211	77873	6	control
4281	212	77925	6	control
4282	213	77983	6	control
4283	221	76724	6	CRC
4284	214	77993	6	control
4285	215	78017	6	control
4286	216	78035	6	control
4287	217	78036	6	control
4288	222	76764	6	CRC
4289	223	76910	6	CRC
4290	218	78041	6	control
4291	224	77434	6	CRC
4292	225	77438	6	CRC
4293	219	78056	6	control
4294	220	79694	6	control
4295	226	77448	6	CRC
4296	227	77490	6	CRC
4297	221	79703	6	control
4298	228	77508	6	CRC
4299	229	77538	6	CRC
4300	222	79736	6	control
4301	230	77565	6	CRC
4302	231	80237	6	CRC
4303	223	79755	6	control
4304	224	79869	6	control
4305	232	80330	6	CRC
4306	225	79891	6	control
4307	226	79898	6	control
4308	233	80380	6	CRC
4309	227	79909	6	control
4310	234	80405	6	CRC
4311	228	79932	6	control
4312	235	80690	6	CRC
4313	229	79953	6	control
4314	236	80700	6	CRC
4315	237	80737	6	CRC
4316	238	80771	6	CRC
4317	230	79971	6	control
4318	239	80780	6	CRC
4319	240	80803	6	CRC
4320	241	80817	6	CRC
4321	231	80077	6	control
4322	242	80826	6	CRC
4323	243	80853	6	CRC
4324	232	80114	6	control
4325	233	80136	6	control
4326	234	80195	6	control
4327	235	80209	6	control
4328	236	80212	6	control
4329	244	81187	6	CRC
4330	237	80262	6	control
4331	238	80336	6	control
4332	239	80370	6	control
4333	245	81287	6	CRC
4334	240	80405	6	control
4335	246	82578	6	CRC
4336	247	82584	6	CRC
4337	248	82593	6	CRC
4338	241	80766	6	control
4339	242	80851	6	control
4340	243	80899	6	control
4341	249	82611	6	CRC
4342	244	80926	6	control
4343	250	82626	6	CRC
4344	245	80979	6	control
4345	246	80982	6	control
4346	251	82848	6	CRC
4347	252	83531	6	CRC
4348	253	83756	6	CRC
4349	254	83843	6	CRC
4350	255	83853	6	CRC
4351	256	83889	6	CRC
4352	247	81506	6	control
4353	257	83897	6	CRC
4354	248	81514	6	control
4355	249	81538	6	control
4356	258	83945	6	CRC
4357	250	81549	6	control
4358	251	81655	6	control
4359	252	81674	6	control
4360	253	81704	6	control
4361	259	84015	6	CRC
4362	260	84039	6	CRC
4363	254	81746	6	control
4364	261	84302	6	CRC
4365	255	81763	6	control
4366	262	84322	6	CRC
4367	263	84374	6	CRC
4368	264	84995	6	CRC
4369	256	81898	6	control
4370	257	81919	6	control
4371	265	85004	6	CRC
4372	258	81930	6	control
4373	266	85018	6	CRC
4374	267	85048	6	CRC
4375	268	85073	6	CRC
4376	259	81957	6	control
4377	260	81963	6	control
4378	269	85164	6	CRC
4379	270	85220	6	CRC
4380	261	81979	6	control
4381	271	85242	6	CRC
4382	272	85299	6	CRC
4383	262	82018	6	control
4384	273	86396	6	CRC
4385	263	82039	6	control
4386	274	86412	6	CRC
4387	275	86451	6	CRC
4388	276	86474	6	CRC
4389	264	82050	6	control
4390	277	86482	6	CRC
4391	278	86577	6	CRC
4392	279	86594	6	CRC
4393	265	82083	6	control
4394	266	82095	6	control
4395	280	87226	6	CRC
4396	267	82119	6	control
4397	281	87255	6	CRC
4398	268	82389	6	control
4399	269	83010	6	control
4400	270	83024	6	control
4401	282	87302	6	CRC
4402	271	83096	6	control
4403	272	83125	6	control
4404	273	83135	6	control
4405	274	83193	6	control
4406	275	84088	6	control
4407	276	84117	6	control
4408	283	88012	6	CRC
4409	284	88118	6	CRC
4410	277	84186	6	control
4411	278	84262	6	control
4412	285	88154	6	CRC
4413	279	84283	6	control
4414	280	84308	6	control
4415	286	88190	6	CRC
4416	281	84595	6	control
4417	287	88192	6	CRC
4418	282	84746	6	control
4419	288	88398	6	CRC
4420	289	88408	6	CRC
4421	283	84751	6	control
4422	290	88424	6	CRC
4423	284	84810	6	control
4424	285	84826	6	control
4425	286	84861	6	control
4426	291	88466	6	CRC
4427	287	84884	6	control
4428	292	88503	6	CRC
4429	288	84890	6	control
4430	289	84910	6	control
4431	290	84933	6	control
4432	291	84959	6	control
4433	293	88514	6	CRC
4434	292	84977	6	control
4435	293	85037	6	control
4436	294	88530	6	CRC
4437	294	85086	6	control
4438	295	88544	6	CRC
4439	296	89341	6	CRC
4440	295	85164	6	control
4441	297	89571	6	CRC
4442	298	89602	6	CRC
4443	296	85409	6	control
4444	299	89649	6	CRC
4445	300	89733	6	CRC
4446	297	85450	6	control
4447	298	85486	6	control
4448	299	85494	6	control
4449	300	85508	6	control
4450	301	89756	6	CRC
4451	302	90392	6	CRC
4452	303	90418	6	CRC
4453	304	90446	6	CRC
4454	301	85532	6	control
4455	305	90460	6	CRC
4456	306	90491	6	CRC
4457	302	86478	6	control
4458	307	90517	6	CRC
4459	308	90526	6	CRC
4460	303	86504	6	control
4461	304	86549	6	control
4462	309	90567	6	CRC
4463	310	90736	6	CRC
4464	311	91857	6	CRC
4465	305	86857	6	control
4466	312	92266	6	CRC
4467	313	92283	6	CRC
4468	314	92297	6	CRC
4469	306	86887	6	control
4470	315	92339	6	CRC
4471	316	92351	6	CRC
4472	307	87102	6	control
4473	308	87117	6	control
4474	309	87138	6	control
4475	317	94185	6	CRC
4476	310	87149	6	control
4477	311	87160	6	control
4478	318	94203	6	CRC
4479	319	94377	6	CRC
4480	320	94432	6	CRC
4481	312	87411	6	control
4482	313	87432	6	control
4483	314	87440	6	control
4484	315	87455	6	control
4485	321	94444	6	CRC
4486	322	94467	6	CRC
4487	316	87528	6	control
4488	323	94474	6	CRC
4489	324	95163	6	CRC
4490	325	95188	6	CRC
4491	317	87757	6	control
4492	318	87785	6	control
4493	319	87970	6	control
4494	326	95288	6	CRC
4495	320	87981	6	control
4496	327	95357	6	CRC
4497	328	95383	6	CRC
4498	329	95431	6	CRC
4499	330	95436	6	CRC
4500	321	87997	6	control
4501	322	88000	6	control
4502	331	95489	6	CRC
4503	332	95501	6	CRC
4504	323	88133	6	control
4505	324	88159	6	control
4506	325	88455	6	control
4507	326	88572	6	control
4508	333	95521	6	CRC
4509	334	95884	6	CRC
4510	335	95965	6	CRC
4511	327	88744	6	control
4512	336	96003	6	CRC
4513	328	89007	6	control
4514	337	96176	6	CRC
4515	338	96186	6	CRC
4516	329	89031	6	control
4517	330	89042	6	control
4518	331	89062	6	control
4519	332	89091	6	control
4520	339	96218	6	CRC
4521	340	96260	6	CRC
4522	341	96305	6	CRC
4523	342	96376	6	CRC
4524	333	89098	6	control
4525	343	96389	6	CRC
4526	334	89162	6	control
4527	335	89199	6	control
4528	344	96395	6	CRC
4529	345	96706	6	CRC
4530	346	96730	6	CRC
4531	347	97337	6	CRC
4532	348	97915	6	CRC
4533	336	89214	6	control
4534	349	97919	6	CRC
4535	337	89240	6	control
