,Ratio,Group,cohort
2233,0.11320754716981132,CRC,ZellerG_2014
2234,0.11475409836065574,control,ZellerG_2014
2235,0.018867924528301886,CRC,ZellerG_2014
2236,0.04918032786885246,control,ZellerG_2014
2237,0.03773584905660377,CRC,ZellerG_2014
2238,0.06557377049180328,control,ZellerG_2014
2239,0.05660377358490566,CRC,ZellerG_2014
2240,0.04918032786885246,control,ZellerG_2014
2241,0.03773584905660377,CRC,ZellerG_2014
2242,0.01639344262295082,control,ZellerG_2014
2243,0.03773584905660377,CRC,ZellerG_2014
2244,0.04918032786885246,control,ZellerG_2014
2245,0.03773584905660377,CRC,ZellerG_2014
2246,0.04918032786885246,control,ZellerG_2014
2247,0.05660377358490566,CRC,ZellerG_2014
2248,0.11475409836065574,control,ZellerG_2014
2249,0.18867924528301888,CRC,ZellerG_2014
2250,0.18032786885245902,control,ZellerG_2014
2251,0.03773584905660377,CRC,ZellerG_2014
2252,0.09836065573770492,control,ZellerG_2014
2253,0.09433962264150944,CRC,ZellerG_2014
2254,0.14754098360655737,control,ZellerG_2014
2255,0.20754716981132076,CRC,ZellerG_2014
2256,0.01639344262295082,control,ZellerG_2014
2257,0.018867924528301886,CRC,ZellerG_2014
2258,0.21311475409836064,control,ZellerG_2014
2259,0.11320754716981132,CRC,ZellerG_2014
2260,0.09836065573770492,control,ZellerG_2014
2261,0.18867924528301888,CRC,ZellerG_2014
2262,0.09836065573770492,control,ZellerG_2014
2263,0.05660377358490566,CRC,ZellerG_2014
2264,0.03278688524590164,control,ZellerG_2014
2265,0.0,CRC,ZellerG_2014
2266,0.09836065573770492,control,ZellerG_2014
2267,0.05660377358490566,CRC,ZellerG_2014
2268,0.01639344262295082,control,ZellerG_2014
2269,0.07547169811320754,CRC,ZellerG_2014
2270,0.04918032786885246,control,ZellerG_2014
2271,0.03773584905660377,CRC,ZellerG_2014
2272,0.08196721311475409,control,ZellerG_2014
2273,0.05660377358490566,CRC,ZellerG_2014
2274,0.04918032786885246,control,ZellerG_2014
2275,0.18867924528301888,CRC,ZellerG_2014
2276,0.06557377049180328,control,ZellerG_2014
2277,0.07547169811320754,CRC,ZellerG_2014
2278,0.03278688524590164,control,ZellerG_2014
2279,0.03773584905660377,CRC,ZellerG_2014
2280,0.08196721311475409,control,ZellerG_2014
2281,0.018867924528301886,CRC,ZellerG_2014
2282,0.13114754098360656,control,ZellerG_2014
2283,0.09433962264150944,CRC,ZellerG_2014
2284,0.06557377049180328,control,ZellerG_2014
2285,0.018867924528301886,CRC,ZellerG_2014
2286,0.11475409836065574,control,ZellerG_2014
2287,0.03773584905660377,CRC,ZellerG_2014
2288,0.11475409836065574,control,ZellerG_2014
2289,0.05660377358490566,CRC,ZellerG_2014
2290,0.06557377049180328,control,ZellerG_2014
2291,0.20754716981132076,CRC,ZellerG_2014
2292,0.08196721311475409,control,ZellerG_2014
2293,0.09433962264150944,CRC,ZellerG_2014
2294,0.04918032786885246,control,ZellerG_2014
2295,0.05660377358490566,CRC,ZellerG_2014
2296,0.0,control,ZellerG_2014
2297,0.09433962264150944,CRC,ZellerG_2014
2298,0.08196721311475409,control,ZellerG_2014
2299,0.03773584905660377,CRC,ZellerG_2014
2300,0.03278688524590164,control,ZellerG_2014
2301,0.11320754716981132,CRC,ZellerG_2014
2302,0.09836065573770492,control,ZellerG_2014
2303,0.09433962264150944,CRC,ZellerG_2014
2304,0.01639344262295082,control,ZellerG_2014
2305,0.03773584905660377,CRC,ZellerG_2014
2306,0.04918032786885246,control,ZellerG_2014
2307,0.03773584905660377,CRC,ZellerG_2014
2308,0.01639344262295082,control,ZellerG_2014
2309,0.07547169811320754,CRC,ZellerG_2014
2310,0.0,control,ZellerG_2014
2311,0.07547169811320754,CRC,ZellerG_2014
2312,0.06557377049180328,control,ZellerG_2014
2313,0.1320754716981132,CRC,ZellerG_2014
2314,0.0,control,ZellerG_2014
2315,0.03773584905660377,CRC,ZellerG_2014
2316,0.04918032786885246,control,ZellerG_2014
2317,0.11320754716981132,CRC,ZellerG_2014
2318,0.04918032786885246,control,ZellerG_2014
2319,0.11320754716981132,CRC,ZellerG_2014
2320,0.04918032786885246,control,ZellerG_2014
2321,0.09433962264150944,CRC,ZellerG_2014
2322,0.06557377049180328,control,ZellerG_2014
2323,0.07547169811320754,CRC,ZellerG_2014
2324,0.13114754098360656,control,ZellerG_2014
2325,0.05660377358490566,CRC,ZellerG_2014
2326,0.09836065573770492,control,ZellerG_2014
2327,0.07547169811320754,CRC,ZellerG_2014
2328,0.06557377049180328,control,ZellerG_2014
2329,0.09433962264150944,CRC,ZellerG_2014
2330,0.11475409836065574,control,ZellerG_2014
2331,0.018867924528301886,CRC,ZellerG_2014
2332,0.06557377049180328,control,ZellerG_2014
2333,0.1509433962264151,CRC,ZellerG_2014
2334,0.09836065573770492,control,ZellerG_2014
2335,0.1320754716981132,CRC,ZellerG_2014
2336,0.06557377049180328,control,ZellerG_2014
2337,0.05660377358490566,CRC,ZellerG_2014
2338,0.04918032786885246,control,ZellerG_2014
2339,0.05660377358490566,CRC,ZellerG_2014
2340,0.13114754098360656,control,ZellerG_2014
2341,0.09433962264150944,CRC,ZellerG_2014
2342,0.09836065573770492,control,ZellerG_2014
2343,0.05660377358490566,CRC,ZellerG_2014
2344,0.01639344262295082,control,ZellerG_2014
2345,0.03773584905660377,CRC,ZellerG_2014
2346,0.01639344262295082,control,ZellerG_2014
2347,0.05660377358490566,CRC,ZellerG_2014
2348,0.14754098360655737,control,ZellerG_2014
2349,0.07547169811320754,CRC,ZellerG_2014
2350,0.03278688524590164,control,ZellerG_2014
2351,0.018867924528301886,CRC,ZellerG_2014
2352,0.16393442622950818,control,ZellerG_2014
2353,0.05660377358490566,CRC,ZellerG_2014
2354,0.03278688524590164,control,ZellerG_2014
2355,0.018867924528301886,CRC,ZellerG_2014
2356,0.03278688524590164,control,ZellerG_2014
2357,0.018867924528301886,CRC,ZellerG_2014
2358,0.14754098360655737,control,ZellerG_2014
2359,0.05660377358490566,CRC,ZellerG_2014
2360,0.11475409836065574,control,ZellerG_2014
2361,0.0,CRC,ZellerG_2014
2362,0.03278688524590164,control,ZellerG_2014
2363,0.16981132075471697,CRC,ZellerG_2014
2364,0.03278688524590164,control,ZellerG_2014
2365,0.03773584905660377,CRC,ZellerG_2014
2366,0.09836065573770492,control,ZellerG_2014
2367,0.03773584905660377,CRC,ZellerG_2014
2368,0.04918032786885246,control,ZellerG_2014
2369,0.018867924528301886,CRC,ZellerG_2014
2370,0.03278688524590164,control,ZellerG_2014
2371,0.018867924528301886,CRC,ZellerG_2014
2372,0.18032786885245902,control,ZellerG_2014
2373,0.09433962264150944,CRC,ZellerG_2014
2374,0.09836065573770492,control,ZellerG_2014
2375,0.09433962264150944,CRC,ZellerG_2014
2376,0.04918032786885246,control,ZellerG_2014
2377,0.05660377358490566,CRC,ZellerG_2014
2378,0.08196721311475409,control,ZellerG_2014
2379,0.05660377358490566,CRC,ZellerG_2014
2380,0.08196721311475409,control,ZellerG_2014
2381,0.07547169811320754,CRC,ZellerG_2014
2382,0.16393442622950818,control,ZellerG_2014
2383,0.1320754716981132,CRC,ZellerG_2014
2384,0.16393442622950818,control,ZellerG_2014
2385,0.07547169811320754,CRC,ZellerG_2014
2386,0.08196721311475409,control,ZellerG_2014
2387,0.05660377358490566,CRC,ZellerG_2014
2388,0.08196721311475409,control,ZellerG_2014
2389,0.1320754716981132,CRC,ZellerG_2014
2390,0.09836065573770492,control,ZellerG_2014
2391,0.1320754716981132,CRC,ZellerG_2014
2392,0.03278688524590164,control,ZellerG_2014
2393,0.018867924528301886,CRC,ZellerG_2014
2394,0.08196721311475409,control,ZellerG_2014
2395,0.09433962264150944,CRC,ZellerG_2014
2396,0.01639344262295082,control,ZellerG_2014
2397,0.03773584905660377,CRC,ZellerG_2014
2398,0.16393442622950818,control,ZellerG_2014
2399,0.11320754716981132,CRC,ZellerG_2014
2400,0.11475409836065574,control,ZellerG_2014
2401,0.05660377358490566,CRC,ZellerG_2014
2402,0.09836065573770492,control,ZellerG_2014
2403,0.03773584905660377,CRC,ZellerG_2014
2404,0.06557377049180328,control,ZellerG_2014
2405,0.09433962264150944,CRC,ZellerG_2014
2406,0.04918032786885246,control,ZellerG_2014
2407,0.09433962264150944,CRC,ZellerG_2014
2408,0.09836065573770492,control,ZellerG_2014
2409,0.07547169811320754,CRC,ZellerG_2014
2410,0.04918032786885246,control,ZellerG_2014
2411,0.07547169811320754,CRC,ZellerG_2014
2412,0.08196721311475409,control,ZellerG_2014
2413,0.05660377358490566,CRC,ZellerG_2014
2414,0.01639344262295082,control,ZellerG_2014
2415,0.018867924528301886,CRC,ZellerG_2014
2416,0.11475409836065574,control,ZellerG_2014
2417,0.09433962264150944,CRC,ZellerG_2014
2418,0.06557377049180328,control,ZellerG_2014
2419,0.09433962264150944,CRC,ZellerG_2014
2420,0.18032786885245902,control,ZellerG_2014
2421,0.20754716981132076,CRC,ZellerG_2014
2422,0.08196721311475409,control,ZellerG_2014
2423,0.1320754716981132,CRC,ZellerG_2014
2424,0.03278688524590164,control,ZellerG_2014
2425,0.018867924528301886,CRC,ZellerG_2014
2426,0.11475409836065574,control,ZellerG_2014
2427,0.03773584905660377,CRC,ZellerG_2014
2428,0.11475409836065574,control,ZellerG_2014
2429,0.018867924528301886,CRC,ZellerG_2014
2430,0.08196721311475409,control,ZellerG_2014
2431,0.05660377358490566,CRC,ZellerG_2014
2432,0.06557377049180328,control,ZellerG_2014
2433,0.018867924528301886,CRC,ZellerG_2014
2434,0.11475409836065574,control,ZellerG_2014
2435,0.05660377358490566,CRC,ZellerG_2014
2436,0.11475409836065574,control,ZellerG_2014
2437,0.09433962264150944,CRC,ZellerG_2014
2438,0.03278688524590164,control,ZellerG_2014
2439,0.05660377358490566,CRC,ZellerG_2014
2440,0.03278688524590164,control,ZellerG_2014
2441,0.018867924528301886,CRC,ZellerG_2014
2442,0.03278688524590164,control,ZellerG_2014
2443,0.05660377358490566,CRC,ZellerG_2014
2444,0.11475409836065574,control,ZellerG_2014
2445,0.05660377358490566,CRC,ZellerG_2014
2446,0.01639344262295082,control,ZellerG_2014
2447,0.05660377358490566,CRC,ZellerG_2014
2448,0.01639344262295082,control,ZellerG_2014
2449,0.05660377358490566,CRC,ZellerG_2014
2450,0.08196721311475409,control,ZellerG_2014
2451,0.1509433962264151,CRC,ZellerG_2014
2452,0.03278688524590164,control,ZellerG_2014
2453,0.05660377358490566,CRC,ZellerG_2014
2454,0.01639344262295082,control,ZellerG_2014
2455,0.05660377358490566,CRC,ZellerG_2014
2456,0.06557377049180328,control,ZellerG_2014
2457,0.05660377358490566,CRC,ZellerG_2014
2458,0.01639344262295082,control,ZellerG_2014
2459,0.03773584905660377,CRC,ZellerG_2014
2460,0.13114754098360656,control,ZellerG_2014
2461,0.1509433962264151,CRC,ZellerG_2014
2462,0.19672131147540983,control,ZellerG_2014
2463,0.07547169811320754,CRC,ZellerG_2014
2464,0.04918032786885246,control,ZellerG_2014
2465,0.0,CRC,ZellerG_2014
2466,0.04918032786885246,control,ZellerG_2014
2467,0.0,CRC,ZellerG_2014
2468,0.06557377049180328,control,ZellerG_2014
2469,0.03773584905660377,CRC,ZellerG_2014
2470,0.01639344262295082,control,ZellerG_2014
2471,0.0,CRC,ZellerG_2014
2472,0.11475409836065574,control,ZellerG_2014
2473,0.07547169811320754,CRC,ZellerG_2014
2474,0.11475409836065574,control,ZellerG_2014
2475,0.03773584905660377,CRC,ZellerG_2014
2476,0.04918032786885246,control,ZellerG_2014
2477,0.03773584905660377,CRC,ZellerG_2014
2478,0.09836065573770492,control,ZellerG_2014
2479,0.05660377358490566,CRC,ZellerG_2014
2480,0.03278688524590164,control,ZellerG_2014
2481,0.018867924528301886,CRC,ZellerG_2014
2482,0.11475409836065574,control,ZellerG_2014
2483,0.018867924528301886,CRC,ZellerG_2014
2484,0.04918032786885246,control,ZellerG_2014
2485,0.09433962264150944,CRC,ZellerG_2014
2486,0.01639344262295082,control,ZellerG_2014
2487,0.03773584905660377,CRC,ZellerG_2014
2488,0.11475409836065574,control,ZellerG_2014
2489,0.09433962264150944,CRC,ZellerG_2014
2490,0.04918032786885246,control,ZellerG_2014
2491,0.018867924528301886,CRC,ZellerG_2014
2492,0.08196721311475409,control,ZellerG_2014
2493,0.07547169811320754,CRC,ZellerG_2014
2494,0.03278688524590164,control,ZellerG_2014
2495,0.018867924528301886,CRC,ZellerG_2014
2496,0.03278688524590164,control,ZellerG_2014
2497,0.03773584905660377,CRC,ZellerG_2014
2498,0.03278688524590164,control,ZellerG_2014
2499,0.05660377358490566,CRC,ZellerG_2014
2500,0.06557377049180328,control,ZellerG_2014
2501,0.018867924528301886,CRC,ZellerG_2014
2502,0.04918032786885246,control,ZellerG_2014
2503,0.07547169811320754,CRC,ZellerG_2014
2504,0.08196721311475409,control,ZellerG_2014
2505,0.11320754716981132,CRC,ZellerG_2014
2506,0.13114754098360656,control,ZellerG_2014
2507,0.09433962264150944,CRC,ZellerG_2014
2508,0.04918032786885246,control,ZellerG_2014
2509,0.0,CRC,ZellerG_2014
2510,0.16393442622950818,control,ZellerG_2014
2511,0.1509433962264151,CRC,ZellerG_2014
2512,0.01639344262295082,control,ZellerG_2014
2513,0.03773584905660377,CRC,ZellerG_2014
2514,0.03278688524590164,control,ZellerG_2014
2515,0.018867924528301886,CRC,ZellerG_2014
2516,0.16393442622950818,control,ZellerG_2014
2517,0.1320754716981132,CRC,ZellerG_2014
2518,0.08196721311475409,control,ZellerG_2014
2519,0.018867924528301886,CRC,ZellerG_2014
2520,0.04918032786885246,control,ZellerG_2014
2521,0.1320754716981132,CRC,ZellerG_2014
2522,0.09836065573770492,control,ZellerG_2014
2523,0.07547169811320754,CRC,ZellerG_2014
2524,0.03278688524590164,control,ZellerG_2014
2525,0.018867924528301886,CRC,ZellerG_2014
2526,0.08196721311475409,control,ZellerG_2014
2527,0.05660377358490566,CRC,ZellerG_2014
2528,0.13114754098360656,control,ZellerG_2014
2529,0.20754716981132076,CRC,ZellerG_2014
2530,0.08196721311475409,control,ZellerG_2014
2531,0.03773584905660377,CRC,ZellerG_2014
2532,0.04918032786885246,control,ZellerG_2014
2533,0.09433962264150944,CRC,ZellerG_2014
2534,0.06557377049180328,control,ZellerG_2014
2535,0.05660377358490566,CRC,ZellerG_2014
2536,0.11475409836065574,control,ZellerG_2014
2537,0.09433962264150944,CRC,ZellerG_2014
2538,0.13114754098360656,control,ZellerG_2014
2539,0.03773584905660377,CRC,ZellerG_2014
2540,0.08196721311475409,control,ZellerG_2014
2541,0.018867924528301886,CRC,ZellerG_2014
2542,0.06557377049180328,control,ZellerG_2014
2543,0.07547169811320754,CRC,ZellerG_2014
2544,0.01639344262295082,control,ZellerG_2014
2545,0.05660377358490566,CRC,ZellerG_2014
2546,0.06557377049180328,control,ZellerG_2014
2547,0.0,CRC,ZellerG_2014
2548,0.08196721311475409,control,ZellerG_2014
2549,0.03773584905660377,CRC,ZellerG_2014
2550,0.16393442622950818,control,ZellerG_2014
2551,0.11320754716981132,CRC,ZellerG_2014
2552,0.01639344262295082,control,ZellerG_2014
2553,0.07547169811320754,CRC,ZellerG_2014
2554,0.03278688524590164,control,ZellerG_2014
2555,0.0,CRC,ZellerG_2014
2556,0.08196721311475409,control,ZellerG_2014
2557,0.05660377358490566,CRC,ZellerG_2014
2558,0.06557377049180328,control,ZellerG_2014
2559,0.03773584905660377,CRC,ZellerG_2014
2560,0.04918032786885246,control,ZellerG_2014
2561,0.20754716981132076,CRC,ZellerG_2014
2562,0.04918032786885246,control,ZellerG_2014
2563,0.03773584905660377,CRC,ZellerG_2014
2564,0.08196721311475409,control,ZellerG_2014
2565,0.1320754716981132,CRC,ZellerG_2014
2566,0.03278688524590164,control,ZellerG_2014
2567,0.07547169811320754,CRC,ZellerG_2014
2568,0.01639344262295082,control,ZellerG_2014
2569,0.07547169811320754,CRC,ZellerG_2014
2570,0.04918032786885246,control,ZellerG_2014
2571,0.11320754716981132,CRC,ZellerG_2014
2572,0.04918032786885246,control,ZellerG_2014
2573,0.03773584905660377,CRC,ZellerG_2014
2574,0.0,control,ZellerG_2014
2575,0.05660377358490566,CRC,ZellerG_2014
2576,0.09836065573770492,control,ZellerG_2014
2577,0.05660377358490566,CRC,ZellerG_2014
2578,0.04918032786885246,control,ZellerG_2014
2579,0.07547169811320754,CRC,ZellerG_2014
2580,0.01639344262295082,control,ZellerG_2014
2581,0.09433962264150944,CRC,ZellerG_2014
2582,0.03278688524590164,control,ZellerG_2014
2583,0.11320754716981132,CRC,ZellerG_2014
2584,0.0,control,ZellerG_2014
2585,0.16981132075471697,CRC,ZellerG_2014
2586,0.01639344262295082,control,ZellerG_2014
2587,0.07547169811320754,CRC,ZellerG_2014
2588,0.04918032786885246,control,ZellerG_2014
2589,0.05660377358490566,CRC,ZellerG_2014
2590,0.01639344262295082,control,ZellerG_2014
2591,0.05660377358490566,CRC,ZellerG_2014
2592,0.0,control,ZellerG_2014
2593,0.07547169811320754,CRC,ZellerG_2014
2594,0.0,control,ZellerG_2014
2595,0.03773584905660377,CRC,ZellerG_2014
2596,0.0,control,ZellerG_2014
2597,0.05660377358490566,CRC,ZellerG_2014
2598,0.03278688524590164,control,ZellerG_2014
2599,0.03773584905660377,CRC,ZellerG_2014
2600,0.03278688524590164,control,ZellerG_2014
2601,0.05660377358490566,CRC,ZellerG_2014
2602,0.03278688524590164,control,ZellerG_2014
2603,0.03773584905660377,CRC,ZellerG_2014
2604,0.01639344262295082,control,ZellerG_2014
2605,0.03773584905660377,CRC,ZellerG_2014
2606,0.03278688524590164,control,ZellerG_2014
2607,0.07547169811320754,CRC,ZellerG_2014
2608,0.03278688524590164,control,ZellerG_2014
2609,0.11320754716981132,CRC,ZellerG_2014
2610,0.03278688524590164,control,ZellerG_2014
2611,0.07547169811320754,CRC,ZellerG_2014
2612,0.18032786885245902,control,ZellerG_2014
2613,0.16981132075471697,CRC,ZellerG_2014
2614,0.03278688524590164,control,ZellerG_2014
2615,0.03773584905660377,CRC,ZellerG_2014
2616,0.03278688524590164,control,ZellerG_2014
2617,0.07547169811320754,CRC,ZellerG_2014
2618,0.01639344262295082,control,ZellerG_2014
2619,0.07547169811320754,CRC,ZellerG_2014
2620,0.0,control,ZellerG_2014
2621,0.09433962264150944,CRC,ZellerG_2014
2622,0.0,control,ZellerG_2014
2623,0.03773584905660377,CRC,ZellerG_2014
2624,0.03278688524590164,control,ZellerG_2014
2625,0.05660377358490566,CRC,ZellerG_2014
2626,0.01639344262295082,control,ZellerG_2014
2627,0.07547169811320754,CRC,ZellerG_2014
2628,0.04918032786885246,control,ZellerG_2014
2629,0.11320754716981132,CRC,ZellerG_2014
2630,0.03278688524590164,control,ZellerG_2014
2631,0.018867924528301886,CRC,ZellerG_2014
2632,0.0,control,ZellerG_2014
2633,0.05660377358490566,CRC,ZellerG_2014
2634,0.0,control,ZellerG_2014
2635,0.018867924528301886,CRC,ZellerG_2014
2636,0.01639344262295082,control,ZellerG_2014
2637,0.03773584905660377,CRC,ZellerG_2014
2638,0.01639344262295082,control,ZellerG_2014
2639,0.05660377358490566,CRC,ZellerG_2014
2640,0.01639344262295082,control,ZellerG_2014
2641,0.05660377358490566,CRC,ZellerG_2014
2642,0.0,control,ZellerG_2014
2643,0.05660377358490566,CRC,ZellerG_2014
2644,0.04918032786885246,control,ZellerG_2014
2645,0.07547169811320754,CRC,ZellerG_2014
2646,0.03278688524590164,control,ZellerG_2014
2647,0.05660377358490566,CRC,ZellerG_2014
2648,0.04918032786885246,control,ZellerG_2014
2649,0.03773584905660377,CRC,ZellerG_2014
2650,0.04918032786885246,control,ZellerG_2014
2651,0.03773584905660377,CRC,ZellerG_2014
2652,0.01639344262295082,control,ZellerG_2014
2653,0.05660377358490566,CRC,ZellerG_2014
2654,0.04918032786885246,control,ZellerG_2014
2655,0.05660377358490566,CRC,ZellerG_2014
2656,0.0,control,ZellerG_2014
2657,0.07547169811320754,CRC,ZellerG_2014
2658,0.01639344262295082,control,ZellerG_2014
2659,0.05660377358490566,CRC,ZellerG_2014
2660,0.01639344262295082,control,ZellerG_2014
2661,0.03773584905660377,CRC,ZellerG_2014
2662,0.03278688524590164,control,ZellerG_2014
2663,0.07547169811320754,CRC,ZellerG_2014
2664,0.03278688524590164,control,ZellerG_2014
2665,0.05660377358490566,CRC,ZellerG_2014
2666,0.04918032786885246,control,ZellerG_2014
2667,0.09433962264150944,CRC,ZellerG_2014
2668,0.09836065573770492,control,ZellerG_2014
2669,0.1320754716981132,CRC,ZellerG_2014
2670,0.09836065573770492,control,ZellerG_2014
2671,0.05660377358490566,CRC,ZellerG_2014
2672,0.01639344262295082,control,ZellerG_2014
2673,0.09433962264150944,CRC,ZellerG_2014
2674,0.03278688524590164,control,ZellerG_2014
2675,0.07547169811320754,CRC,ZellerG_2014
2676,0.11475409836065574,control,ZellerG_2014
2677,0.09433962264150944,CRC,ZellerG_2014
2678,0.01639344262295082,control,ZellerG_2014
2679,0.07547169811320754,CRC,ZellerG_2014
2680,0.03278688524590164,control,ZellerG_2014
2681,0.07547169811320754,CRC,ZellerG_2014
2682,0.0,control,ZellerG_2014
2683,0.07547169811320754,CRC,ZellerG_2014
2684,0.03278688524590164,control,ZellerG_2014
2685,0.05660377358490566,CRC,ZellerG_2014
2686,0.08196721311475409,control,ZellerG_2014
2687,0.09433962264150944,CRC,ZellerG_2014
2688,0.03278688524590164,control,ZellerG_2014
2689,0.05660377358490566,CRC,ZellerG_2014
2690,0.01639344262295082,control,ZellerG_2014
2691,0.018867924528301886,CRC,ZellerG_2014
2692,0.01639344262295082,control,ZellerG_2014
2693,0.03773584905660377,CRC,ZellerG_2014
2694,0.03278688524590164,control,ZellerG_2014
2695,0.05660377358490566,CRC,ZellerG_2014
2696,0.09836065573770492,control,ZellerG_2014
2697,0.07547169811320754,CRC,ZellerG_2014
2698,0.01639344262295082,control,ZellerG_2014
2699,0.07547169811320754,CRC,ZellerG_2014
2700,0.03278688524590164,control,ZellerG_2014
2701,0.07547169811320754,CRC,ZellerG_2014
2702,0.03278688524590164,control,ZellerG_2014
2703,0.05660377358490566,CRC,ZellerG_2014
2704,0.0,control,ZellerG_2014
2705,0.05660377358490566,CRC,ZellerG_2014
2706,0.01639344262295082,control,ZellerG_2014
2707,0.07547169811320754,CRC,ZellerG_2014
2708,0.01639344262295082,control,ZellerG_2014
2709,0.05660377358490566,CRC,ZellerG_2014
2710,0.01639344262295082,control,ZellerG_2014
2711,0.11320754716981132,CRC,ZellerG_2014
2712,0.03278688524590164,control,ZellerG_2014
2713,0.07547169811320754,CRC,ZellerG_2014
2714,0.03278688524590164,control,ZellerG_2014
2715,0.03773584905660377,CRC,ZellerG_2014
2716,0.09836065573770492,control,ZellerG_2014
2717,0.09433962264150944,CRC,ZellerG_2014
2718,0.11475409836065574,control,ZellerG_2014
2719,0.11320754716981132,CRC,ZellerG_2014
2720,0.11475409836065574,control,ZellerG_2014
2721,0.09433962264150944,CRC,ZellerG_2014
2722,0.06557377049180328,control,ZellerG_2014
2723,0.09433962264150944,CRC,ZellerG_2014
2724,0.08196721311475409,control,ZellerG_2014
2725,0.03773584905660377,CRC,ZellerG_2014
2726,0.06557377049180328,control,ZellerG_2014
2727,0.018867924528301886,CRC,ZellerG_2014
2728,0.04918032786885246,control,ZellerG_2014
2729,0.07547169811320754,CRC,ZellerG_2014
2730,0.06557377049180328,control,ZellerG_2014
2731,0.09433962264150944,CRC,ZellerG_2014
2732,0.06557377049180328,control,ZellerG_2014
2733,0.0,CRC,ZellerG_2014
2734,0.08196721311475409,control,ZellerG_2014
2735,0.05660377358490566,CRC,ZellerG_2014
2736,0.06557377049180328,control,ZellerG_2014
2737,0.03773584905660377,CRC,ZellerG_2014
2738,0.11475409836065574,control,ZellerG_2014
2739,0.07547169811320754,CRC,ZellerG_2014
2740,0.09836065573770492,control,ZellerG_2014
2741,0.1320754716981132,CRC,ZellerG_2014
2742,0.04918032786885246,control,ZellerG_2014
2743,0.05660377358490566,CRC,ZellerG_2014
2744,0.04918032786885246,control,ZellerG_2014
2745,0.05660377358490566,CRC,ZellerG_2014
2746,0.03278688524590164,control,ZellerG_2014
2747,0.03773584905660377,CRC,ZellerG_2014
2748,0.06557377049180328,control,ZellerG_2014
2749,0.05660377358490566,CRC,ZellerG_2014
2750,0.08196721311475409,control,ZellerG_2014
2751,0.03773584905660377,CRC,ZellerG_2014
2752,0.01639344262295082,control,ZellerG_2014
2753,0.05660377358490566,CRC,ZellerG_2014
2754,0.04918032786885246,control,ZellerG_2014
2755,0.05660377358490566,CRC,ZellerG_2014
2756,0.01639344262295082,control,ZellerG_2014
2757,0.03773584905660377,CRC,ZellerG_2014
2758,0.08196721311475409,control,ZellerG_2014
2759,0.018867924528301886,CRC,ZellerG_2014
2760,0.01639344262295082,control,ZellerG_2014
2761,0.05660377358490566,CRC,ZellerG_2014
2762,0.06557377049180328,control,ZellerG_2014
2763,0.03773584905660377,CRC,ZellerG_2014
2764,0.09836065573770492,control,ZellerG_2014
2765,0.11320754716981132,CRC,ZellerG_2014
2766,0.03278688524590164,control,ZellerG_2014
2767,0.07547169811320754,CRC,ZellerG_2014
2768,0.06557377049180328,control,ZellerG_2014
2769,0.07547169811320754,CRC,ZellerG_2014
2770,0.04918032786885246,control,ZellerG_2014
2771,0.018867924528301886,CRC,ZellerG_2014
2772,0.06557377049180328,control,ZellerG_2014
2773,0.018867924528301886,CRC,ZellerG_2014
2774,0.19672131147540983,control,ZellerG_2014
2775,0.1509433962264151,CRC,ZellerG_2014
2776,0.03278688524590164,control,ZellerG_2014
2777,0.05660377358490566,CRC,ZellerG_2014
2778,0.08196721311475409,control,ZellerG_2014
2779,0.07547169811320754,CRC,ZellerG_2014
2780,0.06557377049180328,control,ZellerG_2014
2781,0.07547169811320754,CRC,ZellerG_2014
2782,0.06557377049180328,control,ZellerG_2014
2783,0.03773584905660377,CRC,ZellerG_2014
2784,0.08196721311475409,control,ZellerG_2014
2785,0.05660377358490566,CRC,ZellerG_2014
2786,0.09836065573770492,control,ZellerG_2014
2787,0.03773584905660377,CRC,ZellerG_2014
2788,0.03278688524590164,control,ZellerG_2014
2789,0.05660377358490566,CRC,ZellerG_2014
2790,0.06557377049180328,control,ZellerG_2014
2791,0.03773584905660377,CRC,ZellerG_2014
2792,0.04918032786885246,control,ZellerG_2014
2793,0.018867924528301886,CRC,ZellerG_2014
2794,0.01639344262295082,control,ZellerG_2014
2795,0.03773584905660377,CRC,ZellerG_2014
2796,0.04918032786885246,control,ZellerG_2014
2797,0.018867924528301886,CRC,ZellerG_2014
2798,0.04918032786885246,control,ZellerG_2014
2799,0.018867924528301886,CRC,ZellerG_2014
2800,0.01639344262295082,control,ZellerG_2014
2801,0.03773584905660377,CRC,ZellerG_2014
2802,0.04918032786885246,control,ZellerG_2014
2803,0.018867924528301886,CRC,ZellerG_2014
2804,0.03278688524590164,control,ZellerG_2014
2805,0.018867924528301886,CRC,ZellerG_2014
2806,0.09836065573770492,control,ZellerG_2014
2807,0.09433962264150944,CRC,ZellerG_2014
2808,0.06557377049180328,control,ZellerG_2014
2809,0.03773584905660377,CRC,ZellerG_2014
2810,0.01639344262295082,control,ZellerG_2014
2811,0.03773584905660377,CRC,ZellerG_2014
2812,0.04918032786885246,control,ZellerG_2014
2813,0.018867924528301886,CRC,ZellerG_2014
2814,0.04918032786885246,control,ZellerG_2014
2815,0.07547169811320754,CRC,ZellerG_2014
2816,0.06557377049180328,control,ZellerG_2014
2817,0.018867924528301886,CRC,ZellerG_2014
2818,0.06557377049180328,control,ZellerG_2014
2819,0.09433962264150944,CRC,ZellerG_2014
2820,0.08196721311475409,control,ZellerG_2014
